,character,quote,scene,location,view,episode,date,series,file
0,GEORDI ,       Come in!,1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
1,DATA,   Geordi... ?,1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
2,GEORDI ,   I'm in here...,1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
3,GEORDI,"   I've got her now, Data... she's   trapped.",1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
4,DATA,       Who?,1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
5,GEORDI,   Your demented cat.,1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
6,DATA,   I do not understand. Why is Spot   under the bed?,1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
7,GEORDI,   Probably because she knows I'll   kill her if I get my hands on her.,1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
8,DATA,   Has Spot been misbehaving?,1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
9,GEORDI,"   That's putting it mildly. So far   she's broken a vase and a teapot,   destroyed my couch by using it as   a scratching post, and coughed up   hairballs on my carpet.",1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
10,DATA,"   These incidents are common to cat   owners. When you borrowed Spot,   you said you wanted to experience   the full range of feline behavior   before getting a cat yourself.",1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
11,GEORDI,"   Yeah, well, I don't think I'm   ready for one. You can take her   back, with my blessings.",1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
12,GEORDI,   Well? Go ahead -- call her.,1    INT. GEORDI'S QUARTERS - ANGLE ON DOOR,GEORDI'S QUARTER,INT.,Force of Nature,1993-09-17,The Next Generation,261.txt
