,character,quote,scene,location,view,episode,date,series,file
0,PICARD ,"   Captain's log, Stardate 43489.2.   We have arrived at Angosia, a   planet that is eager for   membership in the Federation.",1    EXT. ANGOSIAN CAPITOL - ESTABLISHING (MATTE),ANGOSIAN CAPITOL - ESTABLISHING,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
1,PICARD,"   I'm greatly impressed with what   I've seen so far, Prime Minister.",2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
2,NAYROK,"   Then I hope it will reflect   favorably in your report, Captain.",2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
3,RIKER,   It's a tribute to your people to   have recovered so rapidly from   the Tarsian War.,2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
4,NAYROK,   It is indeed.       We are not warriors. We believe   reason can settle disputes. But   not every culture agrees with our   position.,2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
5,PICARD,   An unfortunate reality.,2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
6,NAYROK,"   The development of the mind, the   cultivation of the intellect --   these are the pursuits to which   the Angosians have dedicated   themselves for centuries.",2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
7,ZAYNAR,"   I'm sorry to interrupt, Prime   Minister. There's a problem.   May I see you a moment?",2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
8,NAYROK,"   Excuse me, gentlemen.",2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
9,PICARD,"   I think they'll make a fine   addition to the Federation, Number   One...",2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
10,RIKER,   I'm not sure I'd want to live   here. A little stuffy for my   taste.,2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
11,NAYROK,   A prisoner has escaped from the   penal colony on Lunar Five.       Two guards are dead. The prisoner   has taken a transport vessel.,2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
12,RIKER,   Do you have means of pursuit?,2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
13,NAYROK,"   The tracking station was   sabotaged. The entire base is   in chaos. We have ordered ships   from the surface to follow him,   but to be honest, our civilian   pilots are not trained to handle   this...",2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
14,RIKER,"   With your permission, sir... ?",2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
15,RIKER,"       Mister Data, a stolen transport   vessel has departed from Lunar   Five. Have you picked it up on   sensors?",2    EXT. ANGOSIAN SENATE,ANGOSIAN SENATE,EXT.,The Hunted,1989-10-25,The Next Generation,159.txt
16,DATA,"       Yes, Commander.",5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
17,RIKER,   Good. Detain the vessel and   quarantine the pilot.       Is he armed?,5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
18,NAYROK,"   Yes. And he's very dangerous,   Captain. Lunar Five is our   maximum security facility.",5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
19,RIKER,"   Did you hear that, Data?",5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
20,DATA,"   Yes, Commander, we will use   extreme caution.",5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
21,RIKER,   Keep us informed. Riker out.,5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
22,WORF,"   On screen, sir...",5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
23,DATA,"   Specifications on the vessel,   Mister Worf.",5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
24,WORF,   No warp drive. Minimal weaponry.,5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
25,DATA,"   Heading, Ensign Crusher.",5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
26,WESLEY,   Three-one-nine mark   two-five-zero.,5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
27,GEORDI,"   Vessel's speed increasing to   point-two impulse. He's seen us,   Data.",5    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
28,GEORDI,       The ship's drive section...,8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
29,WESLEY,   What happened to the rest of his   ship?,8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
30,DATA,   Scan the drive section for life   form readings.,8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
31,WORF,   None.,8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
32,DATA,"   Mister Crusher, bring us around   to the back side of the asteroid.",8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
33,GEORDI,   Sensors indicate wreckage on the   asteroid's surface.,8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
34,WORF,   No life signs.,8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
35,DATA,"   Apparently, he did not survive.",8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
36,WESLEY,"   Data, the drive section...   where'd it go?",8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
37,WESLEY,   There's no sign of it on its   previous heading. Someone must   be at the helm.,8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
38,RIKER,"   Status report, Mister Data?",8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
39,DATA,"       I am afraid the prisoner has eluded   us, sir.",8    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
40,DATA,   We followed procedures precisely.   Scanners indicated no life forms   present in the drive section.   I cannot explain how he escaped.,9    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
41,WORF,   Incoming message from the Angosian   prime minister.,9    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
42,PICARD,    (settling into the     Command Chair)   On screen.,9    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
43,NAYROK,"   We've identified the prisoner,   Captain. His name is Roga Danar.   His criminal record is too long   to go into. But you must be aware   that he is given to bouts of   uncontrollable violence.",9    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
44,PICARD,"   We appreciate the warning, Prime   Minister. We will keep you posted   on our progress.",9    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
45,RIKER,"   Mister La Forge, how far and how   fast can that transport ship   travel?",9    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,The Hunted,1989-10-25,The Next Generation,159.txt
