,character,quote,scene,location,view,episode,date,series,file
0,WORF,   Captain! Communication from   Starfleet. They have recorded   a disturbance in the Neutral Zone.,1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
1,PICARD,   What is the nature of the   disturbance?,1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
2,WORF,"   A battle. Quadrant nine --   coordinates zero-seven-zero, mark   three. No information who is   involved. They are asking if we   can investigate.",1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
3,PICARD,"   Answer ""affirmative.""       Lieutenant La Forge, lay in the   course.",1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
4,DATA,"   Captain, I have no reports of any   Federation ships in that area.",1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
5,RIKER,   Ferengi?,1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
6,PICARD,   It's a little out of their area.,1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
7,RIKER,   Should we separate the saucer?,1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
8,PICARD,   Let's get some more information   first.,1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
9,GEORDI,   Course set.,1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
10,PICARD,   Speed -- warp seven.,1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
11,GEORDI,   Warp seven. Aye.,1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
12,PICARD,   Engage.,1    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
13,GEORDI,   We are approaching the Neutral   Zone.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
14,TASHA,   Sir... Sensors indicate several   recent photon explosions and heavy   phaser activity.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
15,DATA,   I have analyzed the residue of   the explosives. They are not of   any known Ferengi design. It is   possibly Romulan.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
16,PICARD,   That's a name we haven't heard   for a while.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
17,RIKER,   And I could have gone a lot longer   without hearing it.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
18,PICARD,   If the Romulans have returned to   this sector we should know about   it.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
19,RIKER,   Shall we move to the Battle   bridge?,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
20,PICARD,"   Not yet. Worf, any further   activity?",4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
21,WORF,"   Negative, sir.",4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
22,PICARD,   Slow to half impulse.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
23,GEORDI,   Slowing to one-half impulse.,4    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
24,GEORDI,"   Entering quadrant nine-zero-seven,   mark three.",6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
25,PICARD,   Shields and deflectors up.,6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
26,DATA,   I have located a ship. It is   drifting.,6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
27,PICARD,   On the Main Viewer.,6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
28,DATA,"   Aye, sir.",6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
29,PICARD,   Magnify!,6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
30,DATA,"   The life-support systems on the   ship are failing, propulsion,   navigation, and all   communication, inoperative.",6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
31,PICARD,   Any trace of the other ship?,6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
32,DATA,"   None, sir.",6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
33,RIKER,"   If it is a Romulan vessel, it   could be cloaked.",6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
34,PICARD,"       Send this to Starfleet. We are   entering the Neutral Zone.       Get us in a little closer, Mister   La Forge. Stay sharp everyone.",6    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
35,RIKER,   It's Talarian.,9    INT. MAIN BRIDGE - TO INCLUDE MAIN VIEWER (OPTICAL),MAIN BRIDGE - TO INCLUDE MAIN VIEWER,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
36,PICARD,   Any life signs?,9    INT. MAIN BRIDGE - TO INCLUDE MAIN VIEWER (OPTICAL),MAIN BRIDGE - TO INCLUDE MAIN VIEWER,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
37,WORF,   Nothing yet.,9    INT. MAIN BRIDGE - TO INCLUDE MAIN VIEWER (OPTICAL),MAIN BRIDGE - TO INCLUDE MAIN VIEWER,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
38,DATA,   I have identified the vessel.   It is the Batris. A general   cargo vessel.,9    INT. MAIN BRIDGE - TO INCLUDE MAIN VIEWER (OPTICAL),MAIN BRIDGE - TO INCLUDE MAIN VIEWER,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
39,RIKER,   Long way from home.,9    INT. MAIN BRIDGE - TO INCLUDE MAIN VIEWER (OPTICAL),MAIN BRIDGE - TO INCLUDE MAIN VIEWER,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
40,PICARD,"   Stay sharp. If this is a result   of a Romulan attack, they could   still be in the area.",9    INT. MAIN BRIDGE - TO INCLUDE MAIN VIEWER (OPTICAL),MAIN BRIDGE - TO INCLUDE MAIN VIEWER,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
41,WORF,   Captain. Possible life signs.,9    INT. MAIN BRIDGE - TO INCLUDE MAIN VIEWER (OPTICAL),MAIN BRIDGE - TO INCLUDE MAIN VIEWER,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
42,PICARD,"   What do you mean ""possible?""",9    INT. MAIN BRIDGE - TO INCLUDE MAIN VIEWER (OPTICAL),MAIN BRIDGE - TO INCLUDE MAIN VIEWER,INT.,Heart Of Glory,1988-01-13,The Next Generation,120.txt
