,character,quote,scene,location,view,episode,date,series
0,BEVERLY,"       Get the stasis units in here and   bring them on-line.       Tell Doctor Selar to use ward   three for the ambulatory cases,   I'll take the --",1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
1,COM,   Transporter Room Four to Sickbay.   They're coming in now.,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
2,BEVERLY,   Acknowledged.       Back everyone.,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
3,BEVERLY,   What happened?,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
4,RIKER,   The Lenarians attacked us outside   the conference room.,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
5,BEVERLY,       He's in cardiac arrest.       Get the pulmonary support unit.,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
6,BEVERLY,   Internal hemorrhaging... the bioregulator   in his artificial   heart's been fused... damage to   the spleen and liver... what kind   of weapon did this?,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
7,WORF,   A compressed teryon beam.,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
8,BEVERLY,       Forty cc's inoprovaline...,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
9,BEVERLY,   Activity in the isocortex is   falling. Cortical stimulator.,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
10,BEVERLY,   Now.,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
11,BEVERLY,   Again.,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
12,Q,"   Welcome to the afterlife, Jean-Luc.       You're dead.",1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
13,PICARD,"   What's going on, Q?",1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
14,Q,   I told you. You're dead. This is   the afterlife. And I'm God.,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
15,PICARD,   You are not God.,1    INT. SICKBAY (OPTICAL),SICKBAY,INT.,"""Tapestry""",AHHH,The Next Generation
