,character,quote,scene,location,view,episode,date,series,file
0,PICARD ,"   Captain's Log, Stardate 43957.2.   We are presently charting an   unknown star system located in   the Zeta Gelis cluster. This   rather routine assignment has made   for a refreshingly quiet time   aboard the Enterprise.",1    EXT. SPACE (OPTICAL),SPACE,EXT.,Transfigurations,1990-03-27,The Next Generation,173.txt
1,GEORDI,   That's her.,2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
2,GEORDI,   Don't stare.,2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
3,WORF,   Why not?,2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
4,GEORDI,   Because she'll see.,2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
5,WORF,   Good. You must let her see the   fire in your eyes.,2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
6,GEORDI,   But what would I say... ?,2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
7,WORF,"    (acting the wise     Lothario)   Words come later, it is the scent   that first speaks of love.",2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
8,GEORDI,"   Thanks Worf, that really helps   me a lot.",2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
9,CHRISTY,"   Hi, Geordi.",2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
10,GEORDI,"       Hi, Christy.",2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
11,CHRISTY,   So... how have you been?,2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
12,GEORDI,   Good.,2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
13,CHRISTY,   How are things down in   Engineering?,2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
14,GEORDI,   Fine... uh really... fine.,2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
15,CHRISTY,"   Well, see you around.",2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
16,WORF,   I have much to teach you about   women.,2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
17,RIKER,"   Mister La Forge, report to   Transporter Room three.",2    INT. TEN FORWARD,TEN FORWARD,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
18,GEORDI,"   What's this all about, Commander?",3B   INT. CORRIDOR,CORRIDOR,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
19,RIKER,       Sensors have discovered a small   one-man ship crashed on the   planet.,3B   INT. CORRIDOR,CORRIDOR,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
20,BEVERLY,"   We're picked up life-signs...   humanoid, very faint and fading.",3B   INT. CORRIDOR,CORRIDOR,INT.,Transfigurations,1990-03-27,The Next Generation,173.txt
21,DATA,       Radiation levels within acceptable   limits.,4    EXT. THE PLANET'S SURFACE (OPTICAL),THE PLANET'S SURFACE,EXT.,Transfigurations,1990-03-27,The Next Generation,173.txt
22,GEORDI,"   We can beam him out from under   there, get him up to Sickbay.",4    EXT. THE PLANET'S SURFACE (OPTICAL),THE PLANET'S SURFACE,EXT.,Transfigurations,1990-03-27,The Next Generation,173.txt
23,BEVERLY,"   He's not stable enough for   transport. There's damage to his   brain stem, his autonomic   functions are failing.",4    EXT. THE PLANET'S SURFACE (OPTICAL),THE PLANET'S SURFACE,EXT.,Transfigurations,1990-03-27,The Next Generation,173.txt
24,BEVERLY,"   His heart needs active neural   feedback, it can't regulate   itself. I need a volunteer.",4    EXT. THE PLANET'S SURFACE (OPTICAL),THE PLANET'S SURFACE,EXT.,Transfigurations,1990-03-27,The Next Generation,173.txt
