,character,quote,scene,location,view,episode,date,series
0,PICARD ,"   Captain's log, Stardate 46682.4.   The Enterprise is docked at the   Remmler Array, where it will   undergo a routine procedure to   eliminate accumulated baryon   particles. In preparation for the   sweep, we are evacuating the ship.",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Starship Mine""",1993-01-14,The Next Generation
1,TROI,   Captain... we're still behind   schedule on decks seven and eight.   Shall I tell Arkaria Base there'll   be a delay?,2    INT. CORRIDOR,CORRIDOR,INT.,"""Starship Mine""",1993-01-14,The Next Generation
2,PICARD,   No. Open up the Transporters in   Cargo Bay Two and divert everyone   from deck seven there. That   should get us back on track.,2    INT. CORRIDOR,CORRIDOR,INT.,"""Starship Mine""",1993-01-14,The Next Generation
3,TROI,   Right.,2    INT. CORRIDOR,CORRIDOR,INT.,"""Starship Mine""",1993-01-14,The Next Generation
4,BEVERLY,"   Captain... Arkaria Base does not   have the medical storage units I   requested. I have seven living   tissue samples that won't survive   the baryon sweep anymore than you   or I would. I've tried to reason   with them, but --",2    INT. CORRIDOR,CORRIDOR,INT.,"""Starship Mine""",1993-01-14,The Next Generation
5,PICARD,   Have Mister LaForge transport a   stasis unit from the astrophysics   lab. You should be able to   convert it to store tissue   samples.,2    INT. CORRIDOR,CORRIDOR,INT.,"""Starship Mine""",1993-01-14,The Next Generation
6,BEVERLY,   Thank you.,2    INT. CORRIDOR,CORRIDOR,INT.,"""Starship Mine""",1993-01-14,The Next Generation
7,RIKER,   Captain... I was just heading for   deck seven. I've put the auto-shutdown   sequence on hold until we   get back on schedule.,2    INT. CORRIDOR,CORRIDOR,INT.,"""Starship Mine""",1993-01-14,The Next Generation
8,PICARD,   I think we can resume the   sequence. Counselor Troi is   taking care of the situation on   deck seven.,2    INT. CORRIDOR,CORRIDOR,INT.,"""Starship Mine""",1993-01-14,The Next Generation
9,RIKER,"   Aye, sir.",2    INT. CORRIDOR,CORRIDOR,INT.,"""Starship Mine""",1993-01-14,The Next Generation
10,DATA,   Captain.,4    INT. TURBOLIFT,TURBOLIFT,INT.,"""Starship Mine""",1993-01-14,The Next Generation
11,PICARD,   Mister Data.       Bridge.,4    INT. TURBOLIFT,TURBOLIFT,INT.,"""Starship Mine""",1993-01-14,The Next Generation
