,character,quote,scene,location,view,episode,date,series,file
0,BEVERLY,"   You really did it this time, Wil.   It's not just a scrape... it's a   deep cut.",A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
1,BEVERLY,   I can heal it... but it would   serve you right if I didn't.,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
2,BEVERLY,       You can't keep playing Parises   Squares like you're twenty-one   years old. One of these days   you're going to fall and break   your neck... and I won't be able   to heal that so easily.,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
3,RIKER,   Actually... I wasn't playing   Parises Squares...,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
4,BEVERLY,   Mmm... Worf's calisthenic program   again...,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
5,RIKER,   No...,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
6,BEVERLY,   Oh? What were you doing?,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
7,RIKER,   I was trying to feed Spot.,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
8,BEVERLY,   Data's cat?,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
9,RIKER,       I told Data I'd feed it while he   was away...,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
10,RIKER,   All I remember is setting down the   food... and then a hissing ball of   fur came out of nowhere.       I hate cats.,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
11,BEVERLY,   You've just got to know how to   handle them.,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
12,RIKER,   Maybe you'd like to feed Spot.,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
13,BEVERLY,   I'd be happy to...,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
14,WORF,   Commander Riker to the Bridge.,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
15,RIKER,       On my way.,A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
16,RIKER,"   Oh, and Doctor...",A1	INT. SICKBAY (OPTICAL),SICKBAY,INT.,Timescape,1993-03-29,The Next Generation,251.txt
