,character,quote,scene,location,view,episode,date,series,file
0,PICARD ,   Captain's Log: Stardate 46357.4   We have rendezvoused with the   starship Cairo near the Cardassian   border for an urgent meeting with   Vice-Admiral Nechayev.,1    EXT. SPACE - THE ENTERPRISE & CAIRO (OPTICAL),SPACE - THE ENTERPRISE & CAIRO,EXT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
1,PICARD,   Come.,2    INT. READY ROOM,READY ROOM,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
2,RIKER,"       Admiral, may I present Captain   Picard.",2    INT. READY ROOM,READY ROOM,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
3,PICARD,"   Welcome aboard, Admiral.",2    INT. READY ROOM,READY ROOM,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
4,NECHAYEV,"   Thank you.       That will be all, Commander.",2    INT. READY ROOM,READY ROOM,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
5,PICARD,       May I offer you some tea or --,2    INT. READY ROOM,READY ROOM,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
6,NECHAYEV,"   Thank you no, Captain. I'm afraid   there's no time for the usual   pleasantries.       I'm here to relieve you of command   of the Enterprise.",2    INT. READY ROOM,READY ROOM,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
7,NECHAYEV,"   The Cardassian forces which were   recently withdrawn from the   Bajoran sector, have been   redeployed along the Federation   border. They've mobilized three   divisions of ground troops... and   their subspace communications have   increased by fifty percent. We   believe they're preparing for an   incursion into Federation space.",3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
8,RIKER,   Are the Cardassians really ready   for war?,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
9,NECHAYEV,"   I didn't say war, Commander. I   said incursion. Our intelligence   reports suggest they'll try to   seize one of the disputed systems   along the border. We think   they're gambling that the   Federation won't actually go to   war over one system.",3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
10,TROI,   Will we?,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
11,NECHAYEV,   I hope we won't need to make that   decision.     ,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
12,NECHAYEV ,       We've decided to send the   Enterprise to meet with a   Cardassian representative and open   talks. We're hoping that the   presence of the Federation   flagship on the border will send   a message to their leadership   about how seriously we view this   situation.,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
13,RIKER,   Where is Captain Picard?,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
14,NECHAYEV,"   The Captain, your Chief Medical   Officer, and Security Chief have   been... reassigned.    (quickly shutting down     questions)   That's all I can tell you for now.",3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
15,NECHAYEV,   Do any of you know Edward Jellico?,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
16,DATA,   He is the commanding officer of   the Cairo.,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
17,RIKER,   I've heard of him. But I don't   think any of us have ever --,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
18,NECHAYEV,   I'm giving him command of the   Enterprise this afternoon.,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
19,NECHAYEV,   Captain Jellico helped to   negotiate the original armistice   two years ago and I believe he is   the most qualified person to lead   this mission.,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
20,NECHAYEV,   The change of command will take   place at thirteen hundred hours.   Thank you.,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
21,RIKER,   Admiral...,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
22,RIKER,   With all due respect... it isn't   necessary to give Captain Jellico   command of the Enterprise in order   to conduct a negotiation.,3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
23,NECHAYEV,"       I disagree. The Enterprise will   be in a dangerous situation and I   want someone on the Bridge who has   a great deal of experience with   the Cardassians. No offense   Commander, but that's not you.",3    INT. OBSERVATION LOUNGE,OBSERVATION LOUNGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
24,PICARD,       Freeze program.,4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
25,PICARD,   You were at least five seconds   slower this time.,4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
26,WORF,"   You increased the difficulty   level, sir.",4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
27,PICARD,   It'll be a lot more difficult   where we're going.,4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
28,BEVERLY,"   Which is where, exactly?",4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
29,PICARD,"   I'm sorry, but I can't tell you   that yet.",4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
30,WORF,   Captain... it would be helpful to   know something about our mission.,4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
31,PICARD,   Mister Worf... I have my orders.   I'm sure you understand.,4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
32,PICARD,       Now... this deflector isn't set   properly. You have to position   the emitter array so that it   blocks the entire passageway or   it's useless.,4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
33,BEVERLY,   Sorry. I guess I was paying too   much attention to getting away   from that last Cardassian. Or   maybe it was the phaser blasts...   or the falling rocks...,4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
34,PICARD,"   I know this is difficult. But for   now, all I can do is ask you to   trust me.",4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
35,BEVERLY,   All right. Let's do it again.,4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
36,PICARD,"   Mister Worf, time Doctor Crusher   and me through the first tunnel.       We'll pick up those five seconds   this time.",4    INT. CAVES/HOLODECK (OPTICAL),CAVES/HOLODECK,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
37,RIKER,"   Welcome aboard the Enterprise,   sir. I'm Commander --",8    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
38,JELLICO,"   William T. Riker. Class of 'fifty-seven,   graduated eighth in the   class. I'm looking forward to   serving with you, Commander.",8    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
39,RIKER,"       Thank you, sir. So am I.",8    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
40,JELLICO,   I'm sure this change in command   has taken everyone a little by   surprise.,8    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
41,RIKER,"   Well... yes, sir.",8    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
42,JELLICO,"   It caught me by surprise too. I   must admit, I miss the Cairo   already. But a Galaxy-class   ship... that's something special.   I can understand why you've turned   down a ship of your own to remain   aboard.",9    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
43,RIKER,"   Yes, sir.",9    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
44,JELLICO,   How many duty watches does the   crew stand?,9    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
45,RIKER,   We're on a standard three shift   rotation.,9    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
46,JELLICO,   I'd like to change that to four   starting tonight. I'd also like   to examine your duty roster and   crew evaluations as soon as   possible. I want readiness   reports from each department head   by fourteen hundred hours and a   meeting of the senior staff at   fifteen hundred. Do you prefer   Wil or William?,9    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
47,RIKER,"   Uh... Wil, sir.",9    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
48,JELLICO,"   Where are my quarters, Wil?",9    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
49,RIKER,   We've assigned you to cabin seven   three five. That's up on deck --,9    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
50,JELLICO,       Deck seven.       I'll see you at thirteen hundred   hours.,9    INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
51,RIKER,       Attention to orders.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
52,PICARD,"       To Captain Jean-Luc Picard,   Commanding Officer, USS   Enterprise. Stardate 46358. You   are hereby requested and required   to relinquish command of your   vessel to Captain Edward Jellico,   Commanding Officer, USS Cairo as   of this date. Signed, Vice-Admiral   Alynna Nechayev, Starfleet   Command.",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
53,PICARD,"       Computer, transfer all command   codes to Captain Edward Jellico.   Voice authorization: Picard-delta-five.",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
54,COMPUTER,   Transfer complete. USS Enterprise   now under command of Captain   Edward Jellico.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
55,JELLICO,"       I relieve you, sir.",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
56,PICARD,   I stand relieved.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
57,JELLICO,       Dismissed.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
58,GEORDI,       I wonder how permanent this is   going to be.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
59,RIKER,   I don't know... but they don't   usually go through the ceremony if   it's just a temporary assignment.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
60,TROI,   Sore?,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
61,BEVERLY,   Sore doesn't begin to describe it.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
62,BEVERLY,   I know. I wish I could talk about   it.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
63,PICARD,   Most of the secondary systems were   replaced during our last overhaul.     ,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
64,PICARD ,   I don't think they'll give you any   problems. But you might want to   check on the port lateral --,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
65,JELLICO,"   I'll take care of the Enterprise,   Jean-Luc. You don't have to   mother me.",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
66,JELLICO,   How's your team shaping up?,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
67,PICARD,       It's going well. But I would   prefer more current intelligence   on the exact lay-out of the   installation. The most recent   information is over two years old.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
68,JELLICO,       Two years... I don't know how   Nechayev ever talked you into   this.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
69,PICARD,       She didn't give me a choice.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
70,JELLICO,"       Well, maybe there's something we   can do to help you. We'll launch   a class five probe just before we   reach the border. You could pick   up the telemetry aboard the   shuttle.",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
71,PICARD,   That would be extremely helpful.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
72,JELLICO,   Wil...,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
73,RIKER,       Captain... Captain...,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
74,JELLICO,   I believe we'll be arriving at the   Cardassian border during delta   shift. Please inform the delta   tactical officer that I want to   launch a class five probe just   before we drop out of warp.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
75,RIKER,"   I actually wanted to talk to you   about delta a little later, sir.   Right now, gamma shift is still   slated to be on duty when we   arrive and I'll be sure to tell   Lieutenant McDowell about the   probe.",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
76,JELLICO,"   Is there a problem with delta   shift, Wil?",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
77,RIKER,"   Well, there is no delta shift yet,   sir. I spoke to the department   heads about changing from three to   four shifts, and it's going to   create some significant personnel   problems for us.",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
78,JELLICO,   So you have not changed the watch   rotation.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
79,RIKER,"   No, sir. I wanted to talk to you   about this when we had a chance so   that --",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
80,JELLICO,"       You will tell the department heads   that as of now, the Enterprise is   on a four shift rotation. I don't   want to talk about it. Get it   done.",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
81,JELLICO,   Now that means delta shift will be   due to come on duty in two hours.   I expect you to have it fully   manned and ready when it does. Is   that clear?,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
82,RIKER,"   Yes, sir.       If you'll excuse me, sir.       Captain.",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
83,JELLICO,   He was your first officer for five   years...,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
84,PICARD,   And one of the finest officers   I've ever served with.,11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
85,JELLICO,"   Of course he is, Jean-Luc. I'm   sure he'll be fine.",11   INT. TEN FORWARD,TEN FORWARD,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
86,JELLICO ,"   Captain's Log: Stardate 46358.2   The Enterprise is on course for a   rendezvous with the Cardassian   ship Reklar. Fortunately, I still   have time to prepare the ship and   crew for the task ahead.",15   EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
87,JELLICO,       I want you to install a bypass   between the main phaser array and   the secondary generators.    (taps something on     panel)   I also want to run the main   deflector pathway through the warp   power grid and the auxiliary   conduits through the lateral   relays. You may have to   reconfigure the transfer   interface.,16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
88,DATA,   The transfer interface is not   designed for that configuration.   It will take seven hours to make   the changes.,16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
89,RIKER,   Sir... you may not be aware that   our normal interface already   routes auxiliary power through   three separate relays.,16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
90,JELLICO,"       I'm aware of your current systems   design. It's not good enough. If   these negotiations fail, we could   find ourselves in a war zone. If   that happens I want to be loaded   for bear.",16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
91,RIKER,"   I'll get right on it, sir.",16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
92,JELLICO,       Good.,16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
93,JELLICO,   These stations should be devoted   to damage-control and weapons   status from now on. See that   they're manned on every shift.,16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
94,RIKER,"   Aye, sir.",16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
95,JELLICO,"   Mister Data, how long until we   reach the rendezvous point?",16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
96,DATA,"   We will arrive in fifty-two hours,   thirty-one minutes, sir.",16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
97,JELLICO,"       Schedule four battle drills, one   for each shift. Run a series of   simulated attacks from a   Cardassian squadron. I want you   to conduct the exercises   personally, Wil. Get it done.",16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
98,JELLICO,"       And... get that fish out of the   Ready Room.       Data, you're with me.",16   INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
99,JELLICO,   I understand you served on the   Victory.,16A  INT. JEFFRIES TUBE,JEFFRIES TUBE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
100,GEORDI,"   Yes, sir.",16A  INT. JEFFRIES TUBE,JEFFRIES TUBE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
101,JELLICO,       I want you to increase the flow to   the deuterium fuel loader by a   third... we may need the extra   capacity.,16A  INT. JEFFRIES TUBE,JEFFRIES TUBE,INT.,"Chain of Command, Part I",1992-10-06,The Next Generation,236.txt
