,character,quote,scene,location,view,episode,date,series,file
0,WORF,   Enter.,1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
1,RIKER,"   Worf, they're going to be here any   minute.",1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
2,WORF,   I am having... problems.,1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
3,RIKER,"   If I didn't know you better, I'd   say you were procrastinating.",1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
4,WORF,   Klingons do not procrastinate.,1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
5,WORF,       It is a... tactical delay.,1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
6,RIKER,       All you have to do is spend five   minutes greeting the Iyaarans and   another hour or so making small   talk at the reception. I'm the   one who has to spend the next   three days escorting them around   the ship.,1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
7,WORF,   I do not enjoy these diplomatic   situations.,1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
8,RIKER,   It's all part of being in   Starfleet.       There.,1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
9,WORF,   And I do not see why it is   necessary to wear these ridiculous   uniforms.,1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
10,RIKER,   Protocol.,1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
11,WORF,   They look like... dresses.,1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
12,RIKER,"   Worf, that is a remarkably   outmoded and sexist attitude. I'm   surprised at you.",1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
13,RIKER,"       Besides, you look great in a   dress.",1    INT. WORF'S QUARTERS,WORF'S QUARTERS,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
14,PICARD,   Ambassador Loquel... Ambassador   Byleth. I'm Captain Picard.   Welcome aboard the Enterprise.,3    INT. SHUTTLEBAY,SHUTTLEBAY,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
15,LOQUEL,"   It is our pleasure to be here,   Captain.",3    INT. SHUTTLEBAY,SHUTTLEBAY,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
16,PICARD,   We are honored to be the site of   the first cultural exchange   between the Iyaaran people and the   Federation.,3    INT. SHUTTLEBAY,SHUTTLEBAY,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
17,BYLETH,"   Yes, yes. The next seven days   should prove most illuminating.",3    INT. SHUTTLEBAY,SHUTTLEBAY,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
18,LOQUEL,   Allow me to introduce Voval. He   will be taking you back to our   homeworld.,3    INT. SHUTTLEBAY,SHUTTLEBAY,INT.,Liaisons,1993-07-06,The Next Generation,254.txt
