,character,quote,scene,location,view,episode,date,series
0,PICARD ,"   Captain's log, Stardate 42502.7.   We are traveling in the Omega   Twelve System traversing between   a clustering of small planets that   form the coalition of Madena VI.",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
1,PICARD ,       Each of these planets is populated   by separate humanoid people who   co-exist and trade technology and   minerals under a precarious but   successful treaty.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
2,WORF,   We have an unidentified vessel   approaching.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
3,RIKER,   Give me grid markers.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
4,WORF,"   Sector three-nine-five-six,   mark zero-nine-one.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
5,DATA,   Sensor readings place overall   dimension of vehicle an   interplanetary cargo ship.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
6,WORF,"   One life sign on board, appears   to be humanoid.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
7,DATA,   A vessel of that size usually   maintains a crew of six.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
8,WORF,   Minimum armament present.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
9,DATA,   Sensors show cargo holds are   empty.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
10,WORF,   The course is inconsistent with   normal cargo routes.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
11,RIKER,   This could be a primitive method   to elude detection.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
12,DATA,   Readout shows a burnout in   inertial guidance system...,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
13,RIKER,   The pilot is attempting to hold   his vessel in check manually.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
14,WORF,   That could be a pretense.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
15,PICARD,"   Captain's log, supplemental. We   have just encountered and   identified an interplanetary cargo   vessel which is apparently in need   of emergency assistance. We will   make every effort to do so.       Open hailing frequencies.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
16,WORF,   Hailing frequencies open.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
17,PICARD,"   This is the USS Enterprise.   Captain Jean-Luc Picard, over.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Outrageous Okona""",1988-10-04,The Next Generation
