,character,quote,scene,location,view,episode,date,series
0,PICARD ,"   Captain's Log, Stardate 46041.1.   We have located the U.S.S.   Yosemite, a Starfleet science   vessel sent to the Igo Sector to   observe a remote plamsa streamer.   The ship has not been heard from   in several days.",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Realm of Fear""",1992-07-15,The Next Generation
1,PICARD,   Magnify.,2    INT. ENTERPRISE - BRIDGE (OPTICAL),ENTERPRISE - BRIDGE,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
2,RIKER,       The last report we have says they   were observing the streamer at   medium range. Maybe they went   in for a closer look... got more   than they bargained for.,2    INT. ENTERPRISE - BRIDGE (OPTICAL),ENTERPRISE - BRIDGE,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
3,PICARD,   Hail them.,2    INT. ENTERPRISE - BRIDGE (OPTICAL),ENTERPRISE - BRIDGE,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
4,WORF,   No response.,2    INT. ENTERPRISE - BRIDGE (OPTICAL),ENTERPRISE - BRIDGE,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
5,PICARD,   Life signs?,2    INT. ENTERPRISE - BRIDGE (OPTICAL),ENTERPRISE - BRIDGE,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
6,DATA,   Our scanners cannot penetrate the   plasma streamer's distortion   field.,2    INT. ENTERPRISE - BRIDGE (OPTICAL),ENTERPRISE - BRIDGE,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
7,PICARD,   Can we tractor the vessel out?,2    INT. ENTERPRISE - BRIDGE (OPTICAL),ENTERPRISE - BRIDGE,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
8,DATA,"   No, sir -- the ionic interference   is too heavy.",2    INT. ENTERPRISE - BRIDGE (OPTICAL),ENTERPRISE - BRIDGE,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
9,RIKER,   I'll take a shuttle.,2    INT. ENTERPRISE - BRIDGE (OPTICAL),ENTERPRISE - BRIDGE,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
10,PICARD,"   Too risky -- you could be pulled   in, too.       Bridge to Engineering -- Geordi,   can we beam an Away Team onto the   science ship?",2    INT. ENTERPRISE - BRIDGE (OPTICAL),ENTERPRISE - BRIDGE,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
11,GEORDI,"   We can beam them over there,   Captain -- but with all this   interference, we might not get   a positive lock to bring them   back.",3    INT. ENGINEERING,ENGINEERING,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
12,BARCLAY,   Commander... what if we bridged   our Transporter system with   theirs? It might be enough to   cut through the ionic field.,3    INT. ENGINEERING,ENGINEERING,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
13,GEORDI,"   To do that, we'd have to activate   the Yosemite's Transporters by   remote...",3    INT. ENGINEERING,ENGINEERING,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
14,BARCLAY,"       No problem, sir. I can   reconfigure their controller to   accept commands from here.",3    INT. ENGINEERING,ENGINEERING,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
15,GEORDI,"   Good idea, Reg.       Captain, I think we can do it.   We're gonna bridge the two   Transporter systems.",3    INT. ENGINEERING,ENGINEERING,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
16,PICARD,   Acknowledged. Meet Commander   Riker in Transporter Room Three.,3    INT. ENGINEERING,ENGINEERING,INT.,"""Realm of Fear""",1992-07-15,The Next Generation
