,character,quote,scene,location,view,episode,date,series
0,COMPUTER ,   Welcome to Risa. All that is ours   is yours.,1    INT. RISIAN PLEASURE HAVEN - THE LOBBY,RISIAN PLEASURE HAVEN,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
1,AJUR,   We are looking for the lodging   chamber of Captain Jean-Luc   Picard.,1    INT. RISIAN PLEASURE HAVEN - THE LOBBY,RISIAN PLEASURE HAVEN,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
2,COMPUTER ,   A file scan reveals no record of   a Captain Picard currently   visiting Risa.,1    INT. RISIAN PLEASURE HAVEN - THE LOBBY,RISIAN PLEASURE HAVEN,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
3,AJUR,   When is he expected to arrive?,1    INT. RISIAN PLEASURE HAVEN - THE LOBBY,RISIAN PLEASURE HAVEN,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
4,COMPUTER ,   Where is no arrival date on file   for any such individual.,1    INT. RISIAN PLEASURE HAVEN - THE LOBBY,RISIAN PLEASURE HAVEN,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
5,BORATUS,   Could we have been mistaken?,1    INT. RISIAN PLEASURE HAVEN - THE LOBBY,RISIAN PLEASURE HAVEN,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
6,AJUR,   He will come.,1    INT. RISIAN PLEASURE HAVEN - THE LOBBY,RISIAN PLEASURE HAVEN,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
7,RIKER ,"   First officer's log, Stardate   43745.2. We are in orbit of   Gemaris Five where, for the past   two weeks, Captain Picard has been   serving as mediator in a trade   dispute between the Gemarians and   their nearest neighbor, the   Dachlyds.",3    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Captain's Holiday""",1990-01-21,The Next Generation
8,RIKER,"   Welcome back, Counselor.",4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
9,TROI,   It's good to be back. It's been   a grueling two weeks.,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
10,RIKER,   I take it the captain was able   to negotiate an agreement mutually   beneficial to both parties.,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
11,TROI,   He did. Though I don't know how   he managed it. Both the Gemarians   and the Dachlyds are incredibly   stubborn people.,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
12,RIKER,"   The more difficult the task, the   sweeter the victory.",4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
13,PICARD,"   Break us out of orbit, Mister   Bennett. Set a course for   Starbase twelve.",4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
14,PICARD,"       Report, Number One.",4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
15,RIKER,"   Everything status quo, sir.",4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
16,PICARD,   Very well...,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
17,PICARD,"       If anyone needs me, I'll be in   my Ready Room.",4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
18,RIKER,   Sir...,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
19,RIKER,       Congratulations.,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
20,PICARD,   About what?,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
21,PIKER,   About the trade agreement.,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
22,RIKER,"       Counselor, is it my imagination   or is something bothering the   captain?",4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
23,TROI,   He has been under a great deal   of strain lately. While on   Gemaris he ate sparingly... and   slept even less.,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
24,RIKER,   Is there anything we can do?,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
25,TROI,"   I have a solution in mind, but   I doubt he'll agree to it.",4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
26,RIKER,   And what would that be?,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
27,TROI,       Our captain needs a vacation.,4    INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
28,PICARD,   Come.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
29,BEVERLY,"   Sir, it's come to my attention   one of the crew has been   neglecting his health again.",5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
30,PICARD,   How so?,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
31,BEVERLY,"   He suffers from a classic case   of stress related ailments brought   about by overwork. Exhaustion,   irritability... muscle spasms.   Yet he insists on ignoring them.",5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
32,PICARD,   It doesn't sound all that serious.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
33,BEVERLY,   And I plan to keep it that way.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
34,PICARD,   Recommended treatment.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
35,BEVERLY,   A week's shore leave.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
36,PICARD,   Impossible.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
37,BEVERLY,   Jean-Luc... I could make it an   order.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
38,PICARD,   But you won't... Beverly you know   I loathe vacations.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
39,BEVERLY,   You loathe going on vacation.   Once you're there you have a   marvelous time. You told me you   loved the four days you spent on   Zytchin Three.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
40,PICARD,"   I lied.       The Enterprise is scheduled to   spend a week undergoing a   maintenance overhaul at Starbase   twelve. While there, I promise   to make full use of all available   recreation activities.",5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
41,BEVERLY,   Watching some technician fill   deuterium tanks is not my idea   of fun.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
42,PICARD,   I suppose I could find a few hours   to spend on the Holodeck.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
43,BEVERLY,   Forget about the Holodeck. There   must be someplace you'd like to   go.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
44,PICARD,   The Astrophysics Center on Icor   Nine is holding a symposium on rogue   star clusters. I had given serious   thought to attending.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
45,BEVERLY,   Serious thought is the last thing   you need. Why not go some place   beautiful? Where you can relax   and be pampered. You deserve it.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
46,PICARD,   I'll give it serious thought.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
47,BEVERLY,       Captain...,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
48,PICARD,   Beverly... enough.,5    INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
49,RIKER,   So have you decided where you're   going yet?,5B   INT. CORRIDOR,CORRIDOR,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
50,PICARD,"   Yes Number One, I have.       The bridge.",6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
51,RIKER,   I meant for your shore leave.,6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
52,PICARD,   Not you too.,6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
53,RIKER,       Halt.,6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
54,RIKER,"       I know this perfect little   vacation spot... In fact, its   co-ordinates lie within this   sector.",6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
55,PICARD,   How convenient. Except I have   absolutely no intention of taking   a holiday. Do I make myself   clear?,6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
56,RIKER,   Very clear...,6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
57,PICARD,   Good. I'm glad we've got that   straightened out.       Resume.,6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
58,RIKER,"   It's called Risa. And believe   me Captain, it's paradise. Warm   tropical breezes... exotic food...   and nothing to do but sit back   and enjoy the quiet.       And then there's --",6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
59,PICARD & RIKER,       ... the women...,6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
60,PICARD,   ... of course.,6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
61,RIKER,   I'm sure you'd find their   sybaritic outlook on life very   appealing.,6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
62,PICARD,   I'm sure I would.,6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
63,RIKER,"   I'm glad to hear you say so, sir.",6    INT. TURBOLIFT,TURBOLIFT,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
64,PICARD,"   Unfortunately, this vessel is   about to undergo extensive   repairs requiring my personal   supervision.",9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
65,RIKER,   But what about Risa?,9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
66,PICARD,"   Some other time, Number One.",9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
67,TROI,"   Will, I've just received some   delightful news.",9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
68,RIKER,   Really?,9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
69,TROI,   There's an excellent chance my   mother may be meeting us at   Starbase twelve.,9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
70,PICARD,   Your mother?,9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
71,TROI,"   Yes, she's returning home from   a conference on Achrady Seven.   She's going to try to rearrange   her schedule so she can spend some   time visiting with us.",9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
72,RIKER,"   That's wonderful, Deanna.",9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
73,TROI,"   She mentioned how much she's   looking forward to seeing you   again, Captain.",9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
74,PICARD,   Did she?,9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
75,PICARD,"   Commander, I'd like a word with   you. In private.",9A   INT. BRIDGE,BRIDGE,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
76,RIKER,"   Is something wrong, Captain?",9B   INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
77,PICARD,"   Tell me, Number One, is the entire   crew aware of this little scheme   to send me off on holiday?",9B   INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
78,RIKER,       I believe there are two ensigns   stationed on deck thirty-nine who   know nothing about it.,9B   INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
79,PICARD,   I suppose this means I can look   forward to a week of continual   harassment on the subject.,9B   INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
80,PICARD,   I admit I have been feeling a bit   fatigued.,9B   INT. READY ROOM (OPTICAL),READY ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
81,RIKER,   I'll see to it that these bags are   beamed directly to your room.,9C   INT. CAPTAIN'S QUARTERS,CAPTAIN'S QUARTERS,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
82,TROI,"   You look very handsome, Captain...   If you don't mind my saying so.",9C   INT. CAPTAIN'S QUARTERS,CAPTAIN'S QUARTERS,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
83,RIKER,   You're not really bringing all   these books with you?,9C   INT. CAPTAIN'S QUARTERS,CAPTAIN'S QUARTERS,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
84,PICARD,   I thought I'd take along some   light reading... in case I got   bored.,9C   INT. CAPTAIN'S QUARTERS,CAPTAIN'S QUARTERS,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
85,RIKER,"   Ulysses by James Joyce? Ethics,   Sophistry and the Alternate   Universe by Ving Kuda -- You call   this light reading?",9C   INT. CAPTAIN'S QUARTERS,CAPTAIN'S QUARTERS,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
86,PICARD,"   To each his own, Number One.",9C   INT. CAPTAIN'S QUARTERS,CAPTAIN'S QUARTERS,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
87,RIKER,   Did I ever mention how imaginative   Risian women are?,9C   INT. CAPTAIN'S QUARTERS,CAPTAIN'S QUARTERS,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
88,TROI,"   Too often, Commander.",9C   INT. CAPTAIN'S QUARTERS,CAPTAIN'S QUARTERS,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
89,RIKER,"   Captain, I do have one request.",9D   INT. CORRIDOR LEADING TO TRANSPORTER ROOM,CORRIDOR LEADING TO TRANSPORTER ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
90,PICARD,   You want me to bring you back a   souvenir?,9D   INT. CORRIDOR LEADING TO TRANSPORTER ROOM,CORRIDOR LEADING TO TRANSPORTER ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
91,RIKER,   It's called a Horga'hn. You won't   have any trouble finding one.,9D   INT. CORRIDOR LEADING TO TRANSPORTER ROOM,CORRIDOR LEADING TO TRANSPORTER ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
92,PICARD,   Consider it done.,9D   INT. CORRIDOR LEADING TO TRANSPORTER ROOM,CORRIDOR LEADING TO TRANSPORTER ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
93,WORF,"   Sir, I would feel better if you   would allow me to assign a   security officer to accompany you.   We will be out of communication   range as soon as we leave orbit.",9D   INT. CORRIDOR LEADING TO TRANSPORTER ROOM,CORRIDOR LEADING TO TRANSPORTER ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
94,PICARD,"   I don't think that will be   necessary, Lieutenant. Risa has   a reputation of being a most   peaceful planet.",9D   INT. CORRIDOR LEADING TO TRANSPORTER ROOM,CORRIDOR LEADING TO TRANSPORTER ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
95,WORF,"   Aye, sir.",9D   INT. CORRIDOR LEADING TO TRANSPORTER ROOM,CORRIDOR LEADING TO TRANSPORTER ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
96,PICARD,"   The ship is yours, Number One.",9D   INT. CORRIDOR LEADING TO TRANSPORTER ROOM,CORRIDOR LEADING TO TRANSPORTER ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
97,TROI,"   Enjoy your trip, Captain.",9D   INT. CORRIDOR LEADING TO TRANSPORTER ROOM,CORRIDOR LEADING TO TRANSPORTER ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
98,PICARD,"   I'll try, Counselor.",9D   INT. CORRIDOR LEADING TO TRANSPORTER ROOM,CORRIDOR LEADING TO TRANSPORTER ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
99,RIKER,   He's going to have a great time.,9D   INT. CORRIDOR LEADING TO TRANSPORTER ROOM,CORRIDOR LEADING TO TRANSPORTER ROOM,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
100,PICARD,   Pardon me.,11   INT. RISIAN PLEASURE HAVEN - THE LOBBY (OPTICAL),RISIAN PLEASURE HAVEN - THE LOBBY,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
101,VASH,   It's so good to see you again.,11   INT. RISIAN PLEASURE HAVEN - THE LOBBY (OPTICAL),RISIAN PLEASURE HAVEN - THE LOBBY,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
102,PICARD,   I think you've mistaken me for   someone else.,11   INT. RISIAN PLEASURE HAVEN - THE LOBBY (OPTICAL),RISIAN PLEASURE HAVEN - THE LOBBY,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
103,VASH,"   You know, I believe you're right.",11   INT. RISIAN PLEASURE HAVEN - THE LOBBY (OPTICAL),RISIAN PLEASURE HAVEN - THE LOBBY,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
104,VASH,       Welcome to Risa.,11   INT. RISIAN PLEASURE HAVEN - THE LOBBY (OPTICAL),RISIAN PLEASURE HAVEN - THE LOBBY,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
105,PICARD,       A simple handshake would have   sufficed.,11   INT. RISIAN PLEASURE HAVEN - THE LOBBY (OPTICAL),RISIAN PLEASURE HAVEN - THE LOBBY,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
106,JOVAL ,   Return.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
107,JOVAL,   My apologies. I fear I have yet   to master the art of hoverball.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
108,PICARD,   So it would seem.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
109,JOVAL,   My name is Joval. I am employed   here. Is there anything you   require to make your stay a more   pleasant one?,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
110,JOVAL,   You find me amusing.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
111,PICARD,   No. It's just that you're the   fifth woman to ask me that this   morning... All I require is to   sit here in the sun and read my   book. Alone.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
112,JOVAL,   And afterward?,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
113,PICARD,   I really haven't thought that far   ahead.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
114,JOVAL,   Then may I suggest a swim to be   followed by a massage?,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
115,PICARD,   Some other time perhaps.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
116,JOVAL,   I don't understand. You say you   wish to be alone yet you carry   the Horga'hn.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
117,PICARD,   I just purchased that.       Why? Are you implying it holds   some special meaning?,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
118,JOVAL,   The Horga'hn is the Risian   symbol of sexuality. To own   one is to call forth it powers.   To display it is to announce you   are seeking Jamaharohn.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
119,PICARD,    (softly but     emphatically)   Riker!,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
120,JOVAL,   Do you seek Jamaharohn?,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
121,PICARD,   I don't even know what it means.       Nor do I want to. The Horga'hn   is for a friend.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
122,JOVAL,   I see. Someone close to you.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
123,PICARD,   That's right.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
124,JOVAL,   Someone you love.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
125,PICARD,   I wouldn't go that far.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
126,JOVAL,   Your attitude is most puzzling.   I will leave you now to your book.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
127,PICARD,   That's all I ask.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
128,PICARD ,   You're blocking the sun.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
129,SOVAK,"   I know you're working with her.   I warn you, it's a mistake.",16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
130,PICARD,   Are you addressing me?,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
131,SOVAK,   Don't bother to deny it. I've   seen the two of you together.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
132,PICARD,"   I don't know what the devil you're   talking about. But whatever it   is, I assure you it's no concern   of mine.",16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
133,SOVAK,   Tell her I want the disc returned   to me immediately.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
134,PICARD,   Perhaps I haven't made myself   clear. You have the wrong man.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
135,SOVAK,   I am rapidly losing patience with   you. I demand you talk business.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
136,PICARD,   You'll find Ferengi demands carry   little weight with me.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
137,SOVAK,   Obviously you've never dealt with   my people before.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
138,PICARD,"   On the contrary, I have. All too   often.",16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
139,SOVAK,   Then you know the Ferengi are not   to be trifled with.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
140,PICARD,   Or trusted.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
141,SOVAK,   You dare to insult me!,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
142,PICARD,"   I advise you to listen closely   for I will not say this again.   I came to Risa for a holiday,   nothing more. I have no knowledge   of this woman you refer to, nor   have I laid eyes on any disc.",16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
143,SOVAK,   You expect me to believe such   feeble lies?,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
144,PICARD,       I don't particularly care what   you believe.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
145,SOVAK,"   This is not over yet, human. The   disc is mine... And so is the   woman. Remember that.",16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
146,VASH ,   Hello!,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
147,PICARD,"   Oh, it's you.",16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
148,VASH,   That's not much of a greeting.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
149,PICARD,"   Look, I don't mean to appear rude,   but I am not seeking Jamaharohn.",16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
150,VASH,   All right. But you really should   try it some time.,16   INT. LANAI (OPTICAL),LANAI,INT.,"""Captain's Holiday""",1990-01-21,The Next Generation
