,character,quote,scene,location,view,episode,date,series,file
0,PICARD ,"   Captain's Log, Stardate 46192.3.   We have arrived at Starbase   one-one-two and are loading relief   supplies destined for Tagra Four,   an ecologically devastated planet   in the Argolis Cluster. We have   also taken on a rather unusual   passenger.",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,True Q,1992-09-04,The Next Generation,232.txt
1,PICARD,   Welcome to the Enterprise. We're   delighted to have you aboard.,2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
2,AMANDA,"   Thank you, Sir.",2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
3,PICARD,   Congratulations. I understand   you were selected from among   hundreds of applicants for this   internship.,2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
4,AMANDA,"   Yes, sir. I still can't believe   they chose me... there were lots   of people with better records...",2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
5,BEVERLY,"   Your transcript is very   impressive...       She's done honors work in   neurobiology, plasma dynamics,   and eco-regeneration. I'd call   that pretty well-rounded.",2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
6,AMANDA,   That's a nice way of saying I   haven't made up my mind about   what I want to do with my life.,2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
7,BEVERLY,   I've arranged to have you work   in all the major departments while   you're here. I'm willing to bet   that by the time it's over you'll   have a pretty good idea what field   you're interested in.,2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
8,PICARD,       Or at least what fields you're not   interested in.,2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
9,PICARD,   Come.,2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
10,RIKER,"   We're bringing up the last of the   cargo, sir. We should be ready   to leave within the hour.",2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
11,PICARD,"   Commander, would you escort Ms.   Rogers to her quarters? I have   to discuss the Tagran's medical   needs with Doctor Crusher.",2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
12,PICARD,   You've won yourself a rare   opportunity. Avail yourself of   it.,2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
13,AMANDA,"   I will, sir.",2    INT. READY ROOM - CLOSE - PICARD,READY ROOM,INT.,True Q,1992-09-04,The Next Generation,232.txt
14,RIKER,   It'll take a few days before you   know your way around. If you   ever need help just use one of   the companels...,4    INT. CORRIDOR,CORRIDOR,INT.,True Q,1992-09-04,The Next Generation,232.txt
15,AMANDA,"   We're on deck seven, section...       Four?",4    INT. CORRIDOR,CORRIDOR,INT.,True Q,1992-09-04,The Next Generation,232.txt
16,RIKER,       That's right.,4    INT. CORRIDOR,CORRIDOR,INT.,True Q,1992-09-04,The Next Generation,232.txt
17,AMANDA,       I practically memorized the specs   on the way here.,4    INT. CORRIDOR,CORRIDOR,INT.,True Q,1992-09-04,The Next Generation,232.txt
18,RIKER,   You're a quick study.,4    INT. CORRIDOR,CORRIDOR,INT.,True Q,1992-09-04,The Next Generation,232.txt
19,RIKER,   This is it.,4    INT. CORRIDOR,CORRIDOR,INT.,True Q,1992-09-04,The Next Generation,232.txt
20,AMANDA,   Is this for me?,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
21,RIKER,   All yours.,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
22,AMANDA,   It's so... big.,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
23,RIKER,"       For honor students, only the best.",	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
24,AMANDA,   I could've brought The Zoo.,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
25,RIKER,   The zoo?,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
26,AMANDA,"   That's what my parents call it.   Three dogs isn't so many, is it?",	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
27,RIKER,       Depends how they get along.,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
28,AMANDA,"   I'd have a dozen, but my mother   said enough is enough.",	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
29,AMANDA,   I'm sure going to miss them.,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
30,RIKER,   We'll try and keep you so busy   you won't have time to.       I'd better be going; I have to get   back to the Cargo Bay.,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
31,AMANDA,   Thanks for walking me down.,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
32,AMANDA,"   Oh, no... I didn't mean it...",	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
33,AMANDA,   You can't be here... Go away.,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
34,AMANDA,   All of you.,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
35,AMANDA,   You too.,	INT. AMANDA'S QUARTERS,AMANDA'S QUARTERS,INT.,True Q,1992-09-04,The Next Generation,232.txt
36,BEVERLY,"   See these readouts? This is your   heart rate, your blood pressure...   all your vital signs.",7    INT. MEDICAL LAB (OR STORAGE AREA),MEDICAL LAB,INT.,True Q,1992-09-04,The Next Generation,232.txt
37,BEVERLY,   You're in good shape.       You might just live to be my age.,7    INT. MEDICAL LAB (OR STORAGE AREA),MEDICAL LAB,INT.,True Q,1992-09-04,The Next Generation,232.txt
38,BEVERLY,   All these tricorders have to be   tested before they get put in the   supply containers we're taking   to Tagra.,7    INT. MEDICAL LAB (OR STORAGE AREA),MEDICAL LAB,INT.,True Q,1992-09-04,The Next Generation,232.txt
39,AMANDA,   So I scan myself with each one   to make sure all the readouts are   working?,7    INT. MEDICAL LAB (OR STORAGE AREA),MEDICAL LAB,INT.,True Q,1992-09-04,The Next Generation,232.txt
40,BEVERLY,"       If they're not, put that unit   aside and we'll run a diagnostic   on it.",7    INT. MEDICAL LAB (OR STORAGE AREA),MEDICAL LAB,INT.,True Q,1992-09-04,The Next Generation,232.txt
41,BEVERLY,   So I understand you were accepted   to the Academy... I have a son   there.,7    INT. MEDICAL LAB (OR STORAGE AREA),MEDICAL LAB,INT.,True Q,1992-09-04,The Next Generation,232.txt
42,AMANDA,"   Being posted on the Enterprise,   I guess you don't get to see him   very often... ?",7    INT. MEDICAL LAB (OR STORAGE AREA),MEDICAL LAB,INT.,True Q,1992-09-04,The Next Generation,232.txt
43,BEVERLY,       Not as often as I'd like.,7    INT. MEDICAL LAB (OR STORAGE AREA),MEDICAL LAB,INT.,True Q,1992-09-04,The Next Generation,232.txt
44,AMANDA,   Do you have any other children?,7    INT. MEDICAL LAB (OR STORAGE AREA),MEDICAL LAB,INT.,True Q,1992-09-04,The Next Generation,232.txt
45,BEVERLY,   My husband died a number of years   ago. Wes was our only child.,7    INT. MEDICAL LAB (OR STORAGE AREA),MEDICAL LAB,INT.,True Q,1992-09-04,The Next Generation,232.txt
46,AMANDA,   Was he old enough to know his   father?,7    INT. MEDICAL LAB (OR STORAGE AREA),MEDICAL LAB,INT.,True Q,1992-09-04,The Next Generation,232.txt
