,character,quote,scene,location,view,episode,date,series
0,O'BRIEN,"   The truth is I'm a career man...   you know, married to my job...   Mitzi doesn't understand that...   I like her a lot... but I just   don't think I'm ready for two   marriages if you know what I   mean...",VOICE OVER,VOICE OVER,,"""The Price""",1989-09-25,The Next Generation
1,O'BRIEN,"       But at the same time, you know   I wouldn't want to lose her...",VOICE OVER,VOICE OVER,,"""The Price""",1989-09-25,The Next Generation
2,TROI,   Maybe you should come in with her   and talk about it together.,VOICE OVER,VOICE OVER,,"""The Price""",1989-09-25,The Next Generation
3,O'BRIEN,"   Oh, I couldn't ask her to do   that...",VOICE OVER,VOICE OVER,,"""The Price""",1989-09-25,The Next Generation
4,TROI,   Sure you could. Why don't I make   another appointment for you...,VOICE OVER,VOICE OVER,,"""The Price""",1989-09-25,The Next Generation
5,WESLEY,   Counselor Troi... ?,3    INT. CORRIDOR,CORRIDOR,INT.,"""The Price""",1989-09-25,The Next Generation
6,TROI,"   Yes, Wesley...",3    INT. CORRIDOR,CORRIDOR,INT.,"""The Price""",1989-09-25,The Next Generation
7,WESLEY,   Can I talk to you a minute... I   have a real problem with my   mother.,3    INT. CORRIDOR,CORRIDOR,INT.,"""The Price""",1989-09-25,The Next Generation
8,WESLEY ,"   She's being completely   unreasonable... see there's a   party on Holodeck Four tonight...   and all the other kids are staying   overnight... well, most of them   and...",3    INT. CORRIDOR,CORRIDOR,INT.,"""The Price""",1989-09-25,The Next Generation
9,TROI,"   Computer, dispatches...",5    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
10,COMPUTER,   A research inquiry from the   Manitoba Journal of   Interplanetary Psychology and   three communiques from your   mother...,5    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
11,TROI,       Transfer my mother's letters to   my viewer...     ,5    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
12,TROI ,"       ... and computer, I'd like a...   a real chocolate sundae.",5    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
13,COMPUTER,"       Define ""real"" in context, please.",5    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
14,TROI,"   Real... not one of your perfectly   synthesized, ingeniously enhanced   imitations... real chocolate ice   cream, real whipped cream...",5    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
15,COMPUTER,   This unit is programmed to provide   sources of nutritional value.   Your request does not fall within   current guidelines.,5    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
16,TROI,"   Listen, computer...",5    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
17,COMPUTER,       Do you wish to override program?,5    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
18,PICARD,   Picard to Counselor Troi.,5    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
19,TROI,"       Now what?       Yes, Captain?",5    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
20,PICARD,"   The pleasure of your company is   requested, Counselor. We're   having an impromptu reception for   the arriving delegates.",6    INT. TEN FORWARD,TEN FORWARD,INT.,"""The Price""",1989-09-25,The Next Generation
21,TROI,"       Captain, I'm not dressed for a   reception...",6    INT. TEN FORWARD,TEN FORWARD,INT.,"""The Price""",1989-09-25,The Next Generation
22,PICARD,"   Oh, just throw on any old thing.   We're about to get our first look   at the wormhole.",6    INT. TEN FORWARD,TEN FORWARD,INT.,"""The Price""",1989-09-25,The Next Generation
23,TROI,"   Of course, Captain. I'm on my   way. Troi out.",7    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
24,TROI,"       God forbid, I should miss the   first look at the wormhole.",7    INT. TROI'S QUARTERS,TROI'S QUARTERS,INT.,"""The Price""",1989-09-25,The Next Generation
25,RIKER,"   May I escort you in, Miss Troi...",8    INT. TEN FORWARD (OPTICAL),TEN FORWARD,INT.,"""The Price""",1989-09-25,The Next Generation
26,TROI,   Just tell me there's some   chocolate here...,8    INT. TEN FORWARD (OPTICAL),TEN FORWARD,INT.,"""The Price""",1989-09-25,The Next Generation
27,PICARD,"   Ah, Counselor Troi... allow me   to do the introductions... Premier   Bhavani of the Barzan...",8    INT. TEN FORWARD (OPTICAL),TEN FORWARD,INT.,"""The Price""",1989-09-25,The Next Generation
28,TROI,"   Your discovery has certainly   produced a great deal of   excitement, Premier.",8    INT. TEN FORWARD (OPTICAL),TEN FORWARD,INT.,"""The Price""",1989-09-25,The Next Generation
29,BHAVANI,"   Hopefully, it will also produce   a new era of prosperity for my   people.",8    INT. TEN FORWARD (OPTICAL),TEN FORWARD,INT.,"""The Price""",1989-09-25,The Next Generation
30,MENDOZA,   We'll see to that...,8    INT. TEN FORWARD (OPTICAL),TEN FORWARD,INT.,"""The Price""",1989-09-25,The Next Generation
31,PICARD,"   You know Mister Mendoza, the   Federation negotiator...",8    INT. TEN FORWARD (OPTICAL),TEN FORWARD,INT.,"""The Price""",1989-09-25,The Next Generation
