,character,quote,scene,location,view,episode,date,series,file
0,TROI ,   Deanna Troi Personal Log: Stardate   47611.2. I have spent the last   three days attending a reunion of   my graduating class at the Carvin   Institute for Psychological   Studies. It was a very... thought-provoking   experience.,1    EXT. SPACE - THE ENTERPRISE AND SHUTTLE (OPTICAL),SPACE - THE ENTERPRISE AND SHUTTLE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
1,BEVERLY,       Send a message to Commander Data   and inform him of our delay.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
2,RAINER,"   Aye, sir.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
3,BEVERLY,   Deanna... welcome back.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
4,TROI,   Thank you. I just wanted to   report in. I didn't expect to   find anyone up except Data.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
5,BEVERLY,"   Data's away on assignment. A   Federation deep space probe went   off course and crashed on Barkon   Four. Some of the material in the   casing is radioactive, so Data was   sent to recover it before it   contaminates the biosphere.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
6,TROI,   Isn't Barkon Four inhabited?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
7,BEVERLY,"       There's a pre-industrial society,   but the probe crashed over a   hundred kilometers from the   nearest settlement. Data won't   have to make contact with any of   the Barkonians.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
8,BEVERLY,   How was the reunion?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
9,TROI,   Fine. It was good to see some old   friends... I'd fallen out of touch   with most of them.       It was interesting to see the   different paths some of their   lives have taken...,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
10,TROI,       Beverly... you don't usually stand   a watch on the Bridge even when   Data's not here... why this time?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
11,BEVERLY,   I volunteered tonight. I like to   get in a little Bridge time now   and then... stay on top of   operations... tactical   procedures...       And the truth is... I like it.   Not every doctor gets to command   a starship... even if it is only   the night shift.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
12,TROI,   May I ask you a personal   question... what made you decide   to become a commander?     ,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
13,TROI ,"   I mean, you didn't need the rank   in order to be Chief Medical   Officer... so why put yourself   through all the extra work?",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
14,BEVERLY,"   I don't know... I never gave much   thought to my rank for a long   time... it seemed pretty trivial   compared to being a doctor.       But then, about eight years ago,   I began to feel like I wanted   to... stretch myself a little.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
15,RAINER,   Commander... there's been no   response from Commander Data to   our signal.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
16,BEVERLY,   Continue sending him updates on   our schedule.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
17,RAINER,"   Aye, sir.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
18,TROI,   Is something wrong?,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
19,BEVERLY,   No. I wanted to let Data know   that we'll have to delay picking   him up for a couple of days. We   have orders to rendezvous with the   Lexington and take medical   supplies to the Taranko Colony.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
20,TROI,   But he's not responding.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
21,BEVERLY,   Geordi said the radiation from the   probe would probably interfere   with communications... I just   thought I'd try anyway. I'm sure   he's fine... it's a very routine   mission.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
22,GARVIN,"       ... so when you return from school   tonight, I'll be meeting with the   Village Elders.",3    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
23,GIA,       Again?,3    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
24,GARVIN,       Gia...,3    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
25,GIA,       I know. I know you're the   magistrate and you have a lot of   work to do.     ,3    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
26,GIA ,   But it seems like you're always in   some meeting or --,3    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
27,GARVIN,"       Gia, go home. Now.",5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
28,GARVIN,"    (continuing,     challenging, to Data)   Who are you? What do you want?",5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
29,DATA,       Wayuman... whaaaa... yuuuu...   waaaant... what d'yuuuu... what   you want... what do you want?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
30,GARVIN,   What's wrong with you?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
31,DATA,"       Runnnn... rung... wrong wrong   wrong... what is...    (beat, then less     electronic)   What is wrong with you?",5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
32,GARVIN,   There's nothing wrong with me.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
33,GARVIN,       Who are you? What is your name?       Your name? Can you understand me?       My name is Garvin.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
34,DATA,   My name is Garvin?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
35,GARVIN,       I thought I told you to go home.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
36,GIA,       I know...,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
37,DATA,   I do not know my name.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
38,GARVIN,   What?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
39,DATA,   You asked... if I knew my name.   I do not.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
40,GARVIN,   Well... at least you seem to be   understanding a little more.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
41,DATA,   Yes. It is becoming... easier.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
42,GIA,"   Ask him where he's from, Father.",5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
43,GARVIN,"   Gia, go on to school. I'll deal   with the stranger.",5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
44,GIA,"       Yes, Father.",5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
45,GIA,       Good-bye.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
46,DATA,   Good-bye.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
47,GARVIN,   Your eyes and skin look so...   strange. And your clothes... you   look like you've been in some kind   of accident.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
48,DATA,"   I do not remember being in an   accident.       But then, I do not remember very   much at all.",5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
49,GARVIN,   What do you remember?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
50,DATA,   I walked here... from the   mountains.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
51,GARVIN,       The mountains? The mountains are   over two hundred seltons from   here.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
52,DATA,   I do have a clear memory of my   journey. It began on a steep path   in the mountains... near a large   waterfall with two jagged   promontories.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
53,GARVIN,   There are several large waterfalls   up in those mountains...       What do you remember before that?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
54,DATA,   I have no prior memories.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
55,GARVIN,       Do you know what that is?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
56,DATA,   No.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
57,GARVIN,       May I?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
58,GARVIN,       May I have it?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
59,DATA,       Yes.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
60,GARVIN,   There might be something in here   that can tell us who you are.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
61,GARVIN,   I wonder what these markings   mean...,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
62,DATA,"       ""Radioactive.""",5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
63,GARVIN,   What?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
64,DATA,   That is what is written on the   container.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
65,GARVIN,   You can read this language?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
66,DATA,   Evidently.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
67,GARVIN,   Radioactive... what does that   mean?,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
68,DATA,   I do not know. Perhaps it is my   name.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
69,GARVIN,   I've never heard of a name like   that... you must come from a very   distant place.,5    EXT. TOWN SQUARE - EARLY MORNING,TOWN SQUARE,EXT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
70,TROI,   Is that supposed to be a question?,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
71,TROI,"       Well, if you're asking me if I   liked what you were playing, then   the answer is yes.",9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
72,TROI,       And I think this is a much better   way of communicating for you.   It's much less... confusing than   when you try to speak normally.,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
73,RIKER,   I can always count on the ship's   Counselor to boost my self-image.,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
74,TROI,   Glad to be of service.,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
75,RIKER,"   Did you come here for something in   particular, or just for some   general Riker-bashing?",9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
76,TROI,   I'd actually like your opinion on   something.       I've been thinking about taking   the Bridge Officer's test and   becoming a full commander.,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
77,RIKER,   What brought this up?,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
78,TROI,   A lot of things... working on last   month's personnel review...   talking with Beverly about her   experiences... going to my class   reunion...,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
79,RIKER,"   Ah, the class reunion... saw a few   old friends who'd taken the   test... ?",9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
80,TROI,"   All right, I'll admit that was a   catalyst. But I can honestly say   it's something I have thought   about off and on over the past two   years.",9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
81,RIKER,   Why the past two years?,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
82,TROI,   Do you remember when the   Enterprise hit that quantum   filament... and I was left in   command on the Bridge?,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
83,RIKER,       I remember...,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
84,TROI,"   When it happened, I felt   overwhelmed... but when it was   over...     ",9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
85,TROI ,"   I realized that a part of me   missed it... not the actual   disaster, but the experience of   being in command. When I was on   the Bridge, I felt like I was   exploring a new side of myself.   I don't want to give up counseling   by any means... but I would like   to... stretch myself a little.",9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
86,RIKER,"   Deanna, if you want to take the   Bridge Officer's test, you have my   complete support. But as first   officer, I'll be judging your   performance.       And I want you to know... I'm a   pretty hard judge.",9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
87,TROI,   I'm a pretty good student.,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
88,RIKER,   We'll start tomorrow -- oh eight   hundred hours.,9    INT. RIKER'S QUARTERS,RIKER'S QUARTERS,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
89,TALUR,"   Hmmmm. Remarkable set of teeth...   no sign of decay...       Breath smells like...       Well, it doesn't have any smell,   actually.",10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
90,TALUR,       You can close your mouth.,10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
91,TALUR,       Heartbeat sounds a little odd...   but seems regular.,10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
92,TALUR,       Skin is... clammy. But you say   you feel fine?,10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
93,DATA,   That is correct.,10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
94,TALUR,   No headaches... palpitations...   sluggishness... indigestion...,10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
95,DATA,"   No. However, I cannot have   indigestion since I have not   eaten.",10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
96,TALUR,   When was your last meal?,10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
97,DATA,   I do not know.,10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
98,TALUR,   Ah. Malnutrition. You should try   to eat something that will build   strength and return your   vitality... lots of meat...   butter... cheese... that should   be a start.,10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
99,GARVIN,   What about his eyes and his skin?   They're so... odd.,10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
100,TALUR,"       Oh, quite so, quite so. I'm sure   my grandmother would have called   our friend here a... demon or   spirit or some kind of monster.   But current scientific methodology   allows us to dismiss such   ridiculous superstition and   concentrate on scientific reality.",10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
101,DATA,   Then what do you believe I am?,10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
102,TALUR,       You are an ice-man.,10   INT. HOME - DAY,HOME,INT.,Thine Own Self,1993-11-30,The Next Generation,268.txt
