,character,quote,scene,location,view,episode,date,series
0,PICARD ,"   Captain's Log, Stardate 44769.2.   For some weeks we have had a   Klingon exo-biologist on board   as part of a scientific exchange   program. Unfortunately, we   suspect that he may have been   involved not only in a security   breach but in the possible   sabotage of our warp drive.",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""The Drumhead""",1991-02-07,The Next Generation
1,RIKER,   What were you doing accessing   the propulsion system files on   Stardate 44758?,3    INT. INTERROGATION ROOM,INTERROGATION ROOM,INT.,"""The Drumhead""",1991-02-07,The Next Generation
2,J'DAN,   I didn't...,3    INT. INTERROGATION ROOM,INTERROGATION ROOM,INT.,"""The Drumhead""",1991-02-07,The Next Generation
3,RIKER,   But you did... from computer   Twelve-B-Nine on Deck Thirty-six.,3    INT. INTERROGATION ROOM,INTERROGATION ROOM,INT.,"""The Drumhead""",1991-02-07,The Next Generation
4,RIKER,   The computer logged in your   identification from your   communicator.,3    INT. INTERROGATION ROOM,INTERROGATION ROOM,INT.,"""The Drumhead""",1991-02-07,The Next Generation
5,J'DAN,   It must be a mistake.,3    INT. INTERROGATION ROOM,INTERROGATION ROOM,INT.,"""The Drumhead""",1991-02-07,The Next Generation
6,TROI,   J'Dan... we have confirmed   reports that schematic drawings   of our dilithium chamber fell   into Romulan hands... one week   later.,3    INT. INTERROGATION ROOM,INTERROGATION ROOM,INT.,"""The Drumhead""",1991-02-07,The Next Generation
7,J'DAN,   I know nothing about it.,3    INT. INTERROGATION ROOM,INTERROGATION ROOM,INT.,"""The Drumhead""",1991-02-07,The Next Generation
8,RIKER,   And you don't know anything about   the explosion that disabled the   warp drive at almost the same   time?,3    INT. INTERROGATION ROOM,INTERROGATION ROOM,INT.,"""The Drumhead""",1991-02-07,The Next Generation
9,J'DAN,   No. I was not involved. You   accuse me because I am Klingon.,3    INT. INTERROGATION ROOM,INTERROGATION ROOM,INT.,"""The Drumhead""",1991-02-07,The Next Generation
