,character,quote,scene,location,view,episode,date,series,file
0,DATA,"   Captain, Doctor, I am honored by   your presence, but may I suggest   you attend the second concert.",2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
1,BEVERLY,"   Why, Data?",2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
2,DATA,   Ensign Ortiz will perform the   violin part. My rendition will   be less enjoyable.,2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
3,PICARD,   Oh?,2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
4,DATA,"   While I am quite proficient   Technically, according to my   fellow performers, I lack soul.",2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
5,BEVERLY,"   Data, telling us why you're going   to fail before you make the   attempt is never wise.",2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
6,DATA,   But is not honesty always the   preferred choice?,2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
7,PICARD,   Excessive honesty can be   disastrous... particularly in a   commander.,2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
8,DATA,       Indeed?,2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
9,PICARD,   Knowing your limitations is one   thing. Advertising them to a crew   can damage your ability to lead.,2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
10,DATA,   Because you lose their respect?,2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
11,BEVERLY,"   No, because you may begin to   believe in those limitations   yourself.",2    INT. TEN-FORWARD,TEN-FORWARD,INT.,The Ensigns of Command,1989-07-13,The Next Generation,149.txt
