,character,quote,scene,location,view,episode,date,series
0,PICARD ,"   Captain's log, stardate 45587.3.   We are picking up a consignment   of chlorinide from Starbase   Twenty-seven for transportation   to the Mylaira system. Once we   have delivered this material, we   will investigate reported subspace   anomalies in the Kelnaria region.",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""Ethics""",1991-12-09,The Next Generation
1,GEORDI,       No question. She was bluffing.,2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
2,WORF,   Bluffing is not one of Counselor   Troi's strong suits.,2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
3,GEORDI,"       I'm still reading some chlorinide   leakage, but I can't pin it down.",2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
4,GEORDI,    (points to different     section)   Maybe over there...,2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
5,WORF,   It would have been unwise to   call. My hand was not strong   enough.,2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
6,GEORDI,   You had jacks and eights and   she bluffed you with a pair of   sixes.,2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
7,WORF,       Sixes!,2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
8,WORF,   How do you know what I had?,2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
9,GEORDI,   Let's just say... I had a special   insight into your cards.,2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
10,GEORDI,"       Hey, next time bring a deck that's   not transparent to infrared   light.",2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
11,GEORDI,"       Don't worry, I only peek after   the hand is over.",2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
12,GEORDI,"    (frustrated, off     tricorder)   Still nothing. Well... I'll get   a dynoscanner and try again.",2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
13,GEORDI,   Worf!,2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
14,GEORDI,"    (urgent, to     communicator)   La Forge to sickbay! Medical   emergency in cargo bay three!",2    INT. CARGO BAY,CARGO BAY,INT.,"""Ethics""",1991-12-09,The Next Generation
15,WORF,   What... happened?,10   INT. SICKBAY,SICKBAY,INT.,"""Ethics""",1991-12-09,The Next Generation
16,BEVERLY,   The containers you were checking   fell on you. You're lucky to be   alive.,10   INT. SICKBAY,SICKBAY,INT.,"""Ethics""",1991-12-09,The Next Generation
17,WORF,"   I will not attempt to leave   sickbay without your approval,   Doctor. The restraining field   is not necessary.",10   INT. SICKBAY,SICKBAY,INT.,"""Ethics""",1991-12-09,The Next Generation
18,BEVERLY,   Worf... there is no restraining   field.,10   INT. SICKBAY,SICKBAY,INT.,"""Ethics""",1991-12-09,The Next Generation
19,WORF,       But I cannot move my legs.,10   INT. SICKBAY,SICKBAY,INT.,"""Ethics""",1991-12-09,The Next Generation
20,BEVERLY,   I know.       You can't move because one of the   containers shattered seven of your   vertebrae... and crushed your   spinal cord.,10   INT. SICKBAY,SICKBAY,INT.,"""Ethics""",1991-12-09,The Next Generation
21,BEVERLY,   I'm afraid... there's no way to   repair this kind of injury.,10   INT. SICKBAY,SICKBAY,INT.,"""Ethics""",1991-12-09,The Next Generation
22,BEVERLY,   I know what you're trying to do   and I understand why. But it's   important that you remain in bed.,12   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
23,WORF,   Klingons do not... lie in bed.,12   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
24,BEVERLY,   They do if they have extensive   internal injuries which need time   to heal.,12   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
25,WORF,   The muscles in my legs will   atrophy unless they are used.     ,12   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
26,WORF ,   A vigorous program of exercise   will be necessary for a full   recovery.,12   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
27,BEVERLY,"   I understand that as a Klingon   this is difficult for you... but   you have to face your situation   as it really is... not as you want   it to be.       I've sent for a neurogeneticist,   but... you need to realize that   you'll probably never regain total   use of your legs.",12   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
28,WORF,       Leave me.,12   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
29,BEVERLY,   Your son has been asking to see   you.,12   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
30,WORF,       No. I will not have him see me   like this.,12   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
31,BEVERLY,   All right.,12   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
32,RIKER,   Bridge to Doctor Crusher. The   Potemkin has arrived and Doctor   Russell is ready to transport   aboard.,14   INT. SICKBAY - CONTINUOUS,SICKBAY,INT.,"""Ethics""",1991-12-09,The Next Generation
33,BEVERLY,       I'm on my way.,14   INT. SICKBAY - CONTINUOUS,SICKBAY,INT.,"""Ethics""",1991-12-09,The Next Generation
34,BEVERLY,"   Welcome aboard the Enterprise,   Doctor Russell. I'm Beverly   Crusher.",16   INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
35,RUSSELL,   A pleasure.       I have some equipment aboard the   Potemkin. Please have it sent   to one of your medical labs.,16   INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
36,BEVERLY,       Send it to medlab four.,16   INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
37,RUSSELL,"       Before we get down to business,   I just wanted to say that I had   the pleasure of reading your paper   on cybernetic regeneration   recently.",16   INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
38,BEVERLY,       Really? You're the first person   to mention it.,17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
39,RUSSELL,"   Oh, I thought it was brilliant.   Your ideas on bioactive interfaces   border on revolutionary. It's going   to be a genuine pleasure working   with you.",17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
40,BEVERLY,   Thank you.       Have you had a chance to review   Worf's case history yet?,17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
41,RUSSELL,"   Only briefly. I must admit, I   was a little shocked to find the   state of Klingon neurological   medicine to be so... primitive.",17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
42,BEVERLY,"   It's a cultural bias. When I   contacted the Klingon Medical   Division, I was told they usually   let the patient die in a case like   this... as a result they've done   almost no research on   neurological trauma.",17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
43,RUSSELL,       We'll be in uncharted waters.,17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
44,BEVERLY,"   Worf's been having a hard time   dealing with his injuries. He's   always been a difficult patient,   but now...",17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
45,BEVERLY,"   He's a little tough to get along   with at first, but I think you'll   get to like him after---",17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
46,RUSSELL,   Doctor.,17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
47,RUSSELL,"   I know that as a starship doctor,   you have to maintain close ties   with patients. But I think it   would be best if I maintain a   discreet distance. That way, I   can give you a completely   objective opinion regarding   treatment.",17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
48,BEVERLY,   Yes... you're probably right.,17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
49,RUSSELL,       Good. Well... I believe you said   I'll be working in medlab four?,17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
50,BEVERLY,   Yes. This way.,17   INT. CORRIDOR - CONTINUOUS,CORRIDOR,INT.,"""Ethics""",1991-12-09,The Next Generation
51,RIKER,   You look pretty good for someone   who's been eating sickbay food   for three days.,19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
52,WORF,"   Please sit down, Commander.",19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
53,WORF,   Thank you for agreeing to see me   in... this condition.,19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
54,RIKER,"   Worf, I'm not Klingon... I don't   think there's any shame in being   injured.",19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
55,WORF,   I am not merely injured... Doctor   Crusher believes my... paralysis   will be permanent.,19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
56,RIKER,   I'm... sorry.,19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
57,WORF,   I have a personal favor to ask.,19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
58,RIKER,   Name it.,19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
59,WORF,   I want you to assist me in   performing the... Hegh'bat   ceremony.       I want you to help me die.,19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
60,RIKER,   What?,19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
61,WORF,   When a Klingon can no longer stand   and face his enemies as a   warrior... when he becomes a   burden to his family and   friends... it is time for the   Hegh'bat... time for him to die.,19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
62,RIKER,"   Worf, there have to be other   options.",19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
63,WORF,"       No, there are not.       I will not live as an object of...   pity... or shame. My life as a   Klingon is over.",19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
64,RIKER,   I won't help a friend commit   suicide.,19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
65,WORF,   We have served together for many   years... fought side by side...   I know you to be a brave and   honorable man... if you truly   consider me your friend... help   me now... help me end my life as   I lived it... with dignity and   honor.       Please.,19   INT. WORF'S SICKBAY ROOM,WORF'S SICKBAY ROOM,INT.,"""Ethics""",1991-12-09,The Next Generation
66,BEVERLY,   The cortico-spinal tract has   continued to deteriorate over the   past seventy-two hours despite   CPK enzymatic therapy.,20   INT. MEDICAL LAB (OPTICAL),MEDICAL LAB,INT.,"""Ethics""",1991-12-09,The Next Generation
67,RUSSELL,   What about alkysine treatment?,20   INT. MEDICAL LAB (OPTICAL),MEDICAL LAB,INT.,"""Ethics""",1991-12-09,The Next Generation
68,BEVERLY,   Ineffective.,20   INT. MEDICAL LAB (OPTICAL),MEDICAL LAB,INT.,"""Ethics""",1991-12-09,The Next Generation
69,RUSSELL,"   Overdesigned.       Klingon anatomy... twenty-three   ribs, two livers, eight-chambered   heart, double-lined neural pia   mater... I've never seen so many   unnecessary redundancies in one   body.",20   INT. MEDICAL LAB (OPTICAL),MEDICAL LAB,INT.,"""Ethics""",1991-12-09,The Next Generation
70,BEVERLY,   Klingon medicine refers to it as   the brak'lul... almost every vital   function in their bodies has a   built-in redundancy in case the   primary organ or system fails.,20   INT. MEDICAL LAB (OPTICAL),MEDICAL LAB,INT.,"""Ethics""",1991-12-09,The Next Generation
71,RUSSELL,"   It's a good design in theory, but   in practice, all the extra organs   mean there's just that much more   that can go wrong.",20   INT. MEDICAL LAB (OPTICAL),MEDICAL LAB,INT.,"""Ethics""",1991-12-09,The Next Generation
72,RUSSELL,   Let me show you something.,20   INT. MEDICAL LAB (OPTICAL),MEDICAL LAB,INT.,"""Ethics""",1991-12-09,The Next Generation
