,character,quote,scene,location,view,episode,date,series
0,RIKER,       Open hailing frequencies.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Child""",1988-09-20,The Next Generation
1,WORF,   Hailing frequencies opened.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Child""",1988-09-20,The Next Generation
2,RIKER,"   Repulse, this is the Enterprise.   We are getting underway.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Child""",1988-09-20,The Next Generation
3,REPULSE,"   Acknowledged, Enterprise.   Transfer complete -- good luck on   your mission.",2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Child""",1988-09-20,The Next Generation
4,RIKER,   And to you.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Child""",1988-09-20,The Next Generation
5,REPULSE,   Give my regards to your captain.   Repulse out.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Child""",1988-09-20,The Next Generation
6,WESLEY,   The Shuttle Bay is secure.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Child""",1988-09-20,The Next Generation
7,RIKER,   Thank you Mister Crusher. Make   all preparations to get underway.,2    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""The Child""",1988-09-20,The Next Generation
8,GEORDI,   We will construct this large   enclosure on Cargo Deck Five.,4    INT. CAPTAIN'S READY ROOM (OPTICAL),CAPTAIN'S READY ROOM,INT.,"""The Child""",1988-09-20,The Next Generation
9,PICARD,   Come.,4    INT. CAPTAIN'S READY ROOM (OPTICAL),CAPTAIN'S READY ROOM,INT.,"""The Child""",1988-09-20,The Next Generation
10,RIKER,   The transfer is complete. Doctor   Pulaski is being shown to her   quarters. We are ready to get   underway.,4    INT. CAPTAIN'S READY ROOM (OPTICAL),CAPTAIN'S READY ROOM,INT.,"""The Child""",1988-09-20,The Next Generation
11,PICARD,   Very good. Take a look at the   containment module our new chief   engineer has designed.,4    INT. CAPTAIN'S READY ROOM (OPTICAL),CAPTAIN'S READY ROOM,INT.,"""The Child""",1988-09-20,The Next Generation
