,character,quote,scene,location,view,episode,date,series,file
0,PICARD ,"   Captain's log, Stardate 43917.4   The Enterprise has been given the   singular honor of hosting the   first face to face meeting between   the Federation and the mysterious   race of beings known as the   Legarans. We are in orbit around   Vulcan preparing to welcome aboard   the Federation ambassador that   has made this historic event   possible.",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,Sarek,1990-03-05,The Next Generation,171.txt
1,RIKER,"       I can remember studying his career   in school... the treaty of Alpha   Cygnus Nine, the Coridan admission   to the Federation, the Klingon   Alliance...",2    INT. CORRIDOR,CORRIDOR,INT.,Sarek,1990-03-05,The Next Generation,171.txt
2,PICARD,"   I met him once... Many years ago,   just briefly at his son's wedding.       But I'll tell you it was quite   a moment for a young lieutenant.   Standing in the presence of such   history... I was a little   tongue-tied to be quite frank...",2    INT. CORRIDOR,CORRIDOR,INT.,Sarek,1990-03-05,The Next Generation,171.txt
3,RIKER,   You... tongue-tied?,2    INT. CORRIDOR,CORRIDOR,INT.,Sarek,1990-03-05,The Next Generation,171.txt
4,PICARD,"   Indeed. After all, how does one   make small talk with a man who   has virtually shaped the   Federation...",2    INT. CORRIDOR,CORRIDOR,INT.,Sarek,1990-03-05,The Next Generation,171.txt
5,RIKER,   Is it true that he'll be   retiring after this mission?,2    INT. CORRIDOR,CORRIDOR,INT.,Sarek,1990-03-05,The Next Generation,171.txt
6,PICARD,"   Unofficially, that's what I hear.   And what a crowning achievement   this will be to his career. The   benefits of relations with the   Legarans are incalculable.",2    INT. CORRIDOR,CORRIDOR,INT.,Sarek,1990-03-05,The Next Generation,171.txt
7,MENDROSSEN,"   Ah... Captain Picard. I am Ki   Mendrossen, the ambassador's chief   of staff. This is Sakkath, his   personal assistant.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
8,PICARD,   Has the ambassador been delayed?,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
9,MENDROSSEN,   He will be joining us momentarily.   But first we must discuss some   matters of the utmost delicacy.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
10,PICARD,   By all means.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
11,MENDROSSEN,"   To be frank Captain, the   ambassador is not a young man.   He tires easily.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
12,SAKKATH,   He is going to need a great deal   of rest to prepare himself for   the difficult job that awaits him.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
13,MENDROSSEN,   Which is why it's imperative that   he be allowed to conserve his   strength. I must request that   you dispense with any official   ceremonies you would normally   accord a visitor of his rank.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
14,RIKER,   We had planned for a ship's   concert this evening.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
15,PICARD,"   Yes, I believe that the ambassador   is extremely fond of Mozart.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
16,MENDROSSEN,   I'm afraid it would be impossible   for him to attend. Upon his   arrival he will be taken directly   to his quarters where he will   remain in seclusion until we reach   Legara Four.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
17,PICARD,   You have my assurance that the   ambassador will not be disturbed   during our voyage.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
18,MENDROSSEN,"   That's all we ask. Well, now...   that's settled. The ambassador   is waiting.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
19,PICARD,   Welcome aboard the Enterprise   Ambassador Sarek.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
20,SAREK,   We come to serve.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
21,PICARD,   Your service honors us.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
22,SAREK,   Allow me to present she who is   my wife.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
23,PICARD,   Mrs. Sarek.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
24,PERRIN,"   Please call me Perrin, Captain.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
25,PICARD,"   This is my first officer,   Commander Riker.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
26,PERRIN,"   Captain, if you'd be so kind as   to show us to our quarters.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
27,SAREK,   I prefer to view the conference   room first.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
28,MENDROSSEN,"   Ambassador, I'm sure Sakkath and   I can handle all the necessary   details...",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
29,SAREK,   I will examine it for myself.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
30,PERRIN,"   Dear, perhaps it would be best   if we settled in first.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
31,SAREK,"   They worry about my health,   Captain. Too much.       You will take me to the conference   room, please.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
32,RIKER,"   If you'll follow me, sir.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
33,WESLEY,   Are the Legarans really going to   sit in this stuff?,6    INT. CONFERENCE ROOM,CONFERENCE ROOM,INT.,Sarek,1990-03-05,The Next Generation,171.txt
