,character,quote,scene,location,view,episode,date,series,file
0,PICARD,"   Good evening, Mister Data.",1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
1,DATA,"   Actually, good morning, sir.",1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
2,DATA,   Ship status is --,1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
3,PICARD,   No need to report. I'm just here   to do some work of my own.,1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
4,DATA,"   Yes, sir.",1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
5,PICARD,   I'd like to talk to Doctor Mowray   at his archaeological site on   Landris Two. Please put it   through to my Ready Room.,1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
6,DATA,"   I am sorry, sir, but Stellar   Cartography has requested a   communications blackout while they   run an experiment.",1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
7,PICARD,   How long will it be?,1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
8,DATA,"   Another three hours, twenty-two   minutes.",1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
9,DATA,   I can override it if necessary.,1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
10,PICARD,"   No, no... it's not important.",1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
11,DATA,"   Aye, sir.",1    INT. BRIDGE,BRIDGE,INT.,Lessons,1993-01-25,The Next Generation,245.txt
12,PICARD,"   Computer, display the latest   excavation schematics from Landris   Two.",2    INT. READY ROOM,READY ROOM,INT.,Lessons,1993-01-25,The Next Generation,245.txt
13,COMPUTER,   Library computer is temporarily   off-line.,2    INT. READY ROOM,READY ROOM,INT.,Lessons,1993-01-25,The Next Generation,245.txt
14,PICARD,   Explain.,2    INT. READY ROOM,READY ROOM,INT.,Lessons,1993-01-25,The Next Generation,245.txt
15,COMPUTER,   Library Systems have been   allocated to Stellar Cartography.,2    INT. READY ROOM,READY ROOM,INT.,Lessons,1993-01-25,The Next Generation,245.txt
16,PICARD,"   Tea, Earl Grey. Hot.",2    INT. READY ROOM,READY ROOM,INT.,Lessons,1993-01-25,The Next Generation,245.txt
17,COMPUTER,   Replicator systems are off-line at   the request of --,2    INT. READY ROOM,READY ROOM,INT.,Lessons,1993-01-25,The Next Generation,245.txt
18,PICARD/COMPUTER,   Stellar Cartography...,2    INT. READY ROOM,READY ROOM,INT.,Lessons,1993-01-25,The Next Generation,245.txt
19,PICARD,       What could they possibly be doing   down there... ?,2    INT. READY ROOM,READY ROOM,INT.,Lessons,1993-01-25,The Next Generation,245.txt
20,WOMAN,"   In or out, but close that door.",4    INT. CARTOGRAPHY LAB,CARTOGRAPHY LAB,INT.,Lessons,1993-01-25,The Next Generation,245.txt
21,WOMAN,   Just try to stand still.,4    INT. CARTOGRAPHY LAB,CARTOGRAPHY LAB,INT.,Lessons,1993-01-25,The Next Generation,245.txt
22,WOMAN,"   It'll take a second for our eyes   to re-adjust...       Elevate to three-point-two.       Good... we can do this...       We're losing vertical alignment.   Compensate...       Gently, don't bump it.       No, no -- hit the...       Forget it. Lights.",4    INT. CARTOGRAPHY LAB,CARTOGRAPHY LAB,INT.,Lessons,1993-01-25,The Next Generation,245.txt
23,NELLA,"   Whoever you are, you just ruined   four hours of work.",4    INT. CARTOGRAPHY LAB,CARTOGRAPHY LAB,INT.,Lessons,1993-01-25,The Next Generation,245.txt
24,PICARD,   You might've taken the simple   precaution of locking the door.,4    INT. CARTOGRAPHY LAB,CARTOGRAPHY LAB,INT.,Lessons,1993-01-25,The Next Generation,245.txt
25,NELLA,   It's three o'clock in the morning --,4    INT. CARTOGRAPHY LAB,CARTOGRAPHY LAB,INT.,Lessons,1993-01-25,The Next Generation,245.txt
26,NELLA,       Captain Picard...,4    INT. CARTOGRAPHY LAB,CARTOGRAPHY LAB,INT.,Lessons,1993-01-25,The Next Generation,245.txt
27,PICARD,   You must be Lieutenant Commander   Daren.,4    INT. CARTOGRAPHY LAB,CARTOGRAPHY LAB,INT.,Lessons,1993-01-25,The Next Generation,245.txt
