,character,quote,scene,location,view,episode,date,series,file
0,PICARD ,"   Captain's log, Stardate 41209.2.   We are running at Warp 7 to   rendezvous with the science vessel   S. S. Tsiolkovsky...",1    EXT. SPACE - ENTERPRISE (OPTICAL),SPACE - ENTERPRISE,EXT.,The Naked Now,1987-06-26,The Next Generation,103.txt
1,PICARD ,       ... which has been routinely   monitoring the collapse of a red   supergiant star into a white   dwarf. What has brought us here   is a series of strange messages   indicating something has gone   wrong aboard the research vessel.,1    EXT. SPACE - ENTERPRISE (OPTICAL),SPACE - ENTERPRISE,EXT.,The Naked Now,1987-06-26,The Next Generation,103.txt
2,WOMAN,"   Well, hello Enterprise.   Welcome... I hope you have a lot   of pretty boys on board... because   I'm willing... and waiting...",3    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Naked Now,1987-06-26,The Next Generation,103.txt
3,DATA,"       S.S. Tsiolkovsky, repeat your   message.",3    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Naked Now,1987-06-26,The Next Generation,103.txt
4,WOMAN,       In fact... we're going to have a   real blowout here... Thought that   would interest you. Waiting!,3    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Naked Now,1987-06-26,The Next Generation,103.txt
5,DATA,"   Captain... what we just heard is,   well...impossible.",3    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Naked Now,1987-06-26,The Next Generation,103.txt
6,PICARD,   Report.,3    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Naked Now,1987-06-26,The Next Generation,103.txt
7,DATA,       I believe that last sound we heard   was an emergency hatch being   blown.,3    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Naked Now,1987-06-26,The Next Generation,103.txt
8,PICARD,"   Are you certain... yes, of course   you are.",3    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Naked Now,1987-06-26,The Next Generation,103.txt
9,WORF,"   Sensor scan now reveals no life   signs aboard, Captain.",3    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,The Naked Now,1987-06-26,The Next Generation,103.txt
