,character,quote,scene,location,view,episode,date,series,file
0,NILREM,   Ready... lift!,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
1,NILREM,   He took a severe blow... possible   trauma to the telencephalon...,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
2,TAVA,       Start fifteen octares of   quadroline. We'll need a complete   del-scan series.,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
3,NILREM,       I can't find his cardial organ...,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
4,TAVA,   What do you mean? I'm reading   a steady circulation...,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
5,NILREM,   There it is... up here...,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
6,TAVA,   In his digestive tract?,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
7,NILREM,   Have you ever seen anything like   this... ?,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
8,TAVA,   He's missing three costal struts   on one side and four on the other...,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
9,NILREM,   You think that's something... look   at this...,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
10,NILREM,   He has digits on his terminus...,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
11,TAVA,       What are you?,1    INT. ALIEN MEDICAL FACILITY - CORRIDOR - DAY,ALIEN MEDICAL FACILITY,INT.,First Contact,1990-11-28,The Next Generation,189.txt
12,RIKER,   What happened?,2    INT. RIKER'S ROOM - DAY,RIKER'S ROOM,INT.,First Contact,1990-11-28,The Next Generation,189.txt
13,BEREL,"   You're in the crisis room at the   Sikla Medical Facility. You've   had a severe injury, but you're   going to be all right.",2    INT. RIKER'S ROOM - DAY,RIKER'S ROOM,INT.,First Contact,1990-11-28,The Next Generation,189.txt
14,RIKER,   I was caught in the riot when the   police moved in... that's the last   thing I remember.,2    INT. RIKER'S ROOM - DAY,RIKER'S ROOM,INT.,First Contact,1990-11-28,The Next Generation,189.txt
15,BEREL,   Can you tell us your name?,2    INT. RIKER'S ROOM - DAY,RIKER'S ROOM,INT.,First Contact,1990-11-28,The Next Generation,189.txt
