,character,quote,scene,location,view,episode,date,series
0,PICARD,   Report.,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
1,RIKER,   There's an object of some kind   closing in on our position.,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
2,PICARD,   On screen.,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
3,DATA,       It appears to be an unmanned probe --   approximately half a meter in   diameter. It has no identifiable   armaments.,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
4,WORF,   We are being hailed...,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
5,WORF,"       You are being hailed, sir -- by   name.",1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
6,PICARD,   Open a channel.,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
7,PICARD,   This is Captain Jean-Luc Picard of   the --,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
8,WORF,   I am reading a power surge --,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
9,RIKER,   Shields up.,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
10,DATA,   The beam appears to contain   holographic imaging information...,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
11,RIKER,   It's trying to project   something...,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
12,PICARD,   Isolate the bandwidth and let the   signal through the shields.,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
13,PICARD,   Bok...,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
14,BOK,"   I trust you remember me, Picard,   because I haven't forgotten you...   or how you murdered my son...",1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
15,BOK,   For fifteen years I've thought   about how to avenge his death...   but nothing I could do to you   could equal what you did to me...   until now.,1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
16,BOK,"   You thought you could hide him   from me, didn't you? But I found   out about him... Jason Vigo is as   good as dead.",1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
17,BOK,"   I'm going to kill your son,   Picard, just like you killed   mine...",1    INT. MAIN BRIDGE (OPTICAL),MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
18,PICARD,       Put a tractor beam on that probe   and determine if it's safe to beam   it aboard. I want to know where   it came from.,2    INT. BRIDGE -- CONTINUOUS,BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
19,PICARD,"   Mister Data, see if there's any   mention of a Jason Vigo in   Federation records.       You might start with Miranda Vigo --   she was born on New Gaul about   forty years ago...",2    INT. BRIDGE -- CONTINUOUS,BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
20,DATA,"   Yes, sir.",2    INT. BRIDGE -- CONTINUOUS,BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
21,PICARD,"   Contact the Ferengi Government and   find out what you can about Bok.   He was wearing a Daimon's uniform --   if he's regained his rank, I want   to know why.",2    INT. BRIDGE -- CONTINUOUS,BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
22,PICARD,   Come.,4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
23,RIKER,   The Ferengi Government is debating   an amendment to the Rules of   Acquisition...       -- it might be a while before they   get back to us...,4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
24,RIKER,   Data found out that the woman you   mentioned does have a son named   Jason.,4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
25,RIKER,   This is the most recent picture we   could find.,4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
26,PICARD,   How old is the boy now?,4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
27,RIKER,   Twenty three.,4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
28,RIKER,"   He and his mother left Earth about   six years ago and settled on Camor   Five. That's all we know, the   planet's records are practically   non-existent.",4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
29,PICARD,"   Picard to Bridge. Set course for   the Camor system, warp five.",4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
30,COM,"   Aye, sir.",4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
31,PICARD,"   Wil... I appreciate your not   asking, but you have the right to   know...",4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
32,PICARD,"   There is a possibility that the   boy is my son... I was involved   with his mother for a short time   about twenty four years ago. I   met her through a friend during   shore-leave on Earth. It was all   very romantic...       -- probably because we both knew   I'd be leaving in two weeks... we   kept in touch for a short while,   but we never managed to get   together again...",4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
33,RIKER,   And she never said anything about   being pregnant... ?,4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
34,PICARD,"   No... either Bok's got it wrong   and I'm not the father, or Miranda   decided she wanted to raise the   child on her own. Quite frankly   it wouldn't surprise me. She was   very independent... very strong-willed...",4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
35,RIKER,   You'd have to be to get by on   Camor Five.,4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
36,PICARD,"   Whether he's really my son or not,   the fact is he's in danger. Bok   tried to kill me six years ago...   I have no doubt he intends to make   good on his threat against the   boy...",4    INT. READY ROOM,READY ROOM,INT.,"""Bloodlines""",1994-02-09,The Next Generation
37,RIKER,   Anything?,8    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
38,WORF,   There are no Ferengi vessels   within range of our scanners...,8    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
39,DATA,"   Captain, I have been unable to   find any information about Jason   Vigo's current whereabouts...",8    INT. MAIN BRIDGE,MAIN BRIDGE,INT.,"""Bloodlines""",1994-02-09,The Next Generation
