,character,quote,scene,location,view,episode,date,series,file
0,PICARD ,   Captain's Log: Stardate 47304.2.   The Enterprise has arrived at   Kesprytt Three in order to   evaluate an unusual request on the   part of the Kes for associate   membership in the Federation.,1    EXT. SPACE - THE ENTERPRISE,SPACE,EXT.,Attached,1993-09-07,The Next Generation,260.txt
1,BEVERLY,"   She's been very secretive... every   time I ask her about it or try to   edge around the subject, she   changes the subject. Personally,   I think she's in love.",2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
2,PICARD,   Mmmmm.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
3,BEVERLY,"   Didn't you hear me? I said, she's   in love.",2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
4,PICARD,   Yes?,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
5,BEVERLY,   Is that all you can say?,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
6,PICARD,   What would you like me to say?   I'm very pleased for them both.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
7,BEVERLY,   Both of who?,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
8,PICARD,   The two... people we were   discussing.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
9,BEVERLY,"       You don't have the slightest idea   who I'm talking about, do you?",2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
10,PICARD,"       No... no, I'm sorry... but I   really don't.",2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
11,BEVERLY,       I'll try not to take that   personally... I've been talking   about Nurse Ogawa and Ensign   Markson for almost fifteen   minutes.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
12,PICARD,"   Oh, now it hasn't been that long.",2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
13,BEVERLY,   How would you know? You haven't   heard a thing I've said since I   got here.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
14,PICARD,   You're right. I'm sorry.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
15,BEVERLY,   Are you worried about this mission   with the Kes?,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
16,PICARD,   Not worried exactly... just   uneasy. This notion of admitting   half of their planet to the   Federation while leaving the other   half out...,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
17,BEVERLY,"   Well, first of all, the Kes are   not half the planet, they're   almost three-quarters of it. And   the Prytt are not being left out --   they simply don't want any outside   contact with the Federation or   anyone else.",2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
18,PICARD,   Every member of the Federation has   entered as a unified world... and   that unity said something about   them... that they had resolved   certain social and political   problems at home and were ready to   join a larger community.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
19,BEVERLY,"   From all indications, the Kes are   a very unified, very progressive   people.",2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
20,PICARD,   But the Prytt are not. They are   reclusive to the point of   xenophobia.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
21,BEVERLY,"   Think about Earth -- what if one   of the old nation-states, say   Australia, had decided not to join   the World Government in twenty-one   fifty? Would that have   disqualified us from being a   Federation member?",2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
22,PICARD,   That analogy is not entirely --,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
23,RIKER,   Riker to Captain.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
24,PICARD,"       Go ahead, Number One.",2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
25,RIKER,   We've received word from   Ambassador Mauric that he's ready   to see you and Doctor Crusher.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
26,PICARD,   Inform him we're on our way.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
27,RIKER,   Acknowledged.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
28,PICARD,   Thank you for breakfast.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
29,BEVERLY,   Wait until tomorrow... I have   something very special planned.   It's a Vulcan dish -- that's all   I'll tell you.,2    INT. PICARD'S QUARTERS,PICARD'S QUARTERS,INT.,Attached,1993-09-07,The Next Generation,260.txt
30,WORF,   Captain. Doctor. I have the   coordinates of Ambassador Mauric's   chambers.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Attached,1993-09-07,The Next Generation,260.txt
31,PICARD,"   Let's not keep them waiting,   Mister Worf.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Attached,1993-09-07,The Next Generation,260.txt
32,WORF,       Enterprise to Kes Security Relay   Station One. We're ready to   commence transport.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Attached,1993-09-07,The Next Generation,260.txt
33,KES COM,"   Acknowledged, Enterprise. We have   lowered our defense shield.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Attached,1993-09-07,The Next Generation,260.txt
34,WORF,   Confirmed.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Attached,1993-09-07,The Next Generation,260.txt
35,PICARD,   Energize.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Attached,1993-09-07,The Next Generation,260.txt
36,KES COM,   This is Security Relay Station   One. We are ready to receive your   Captain and Medical Officer.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Attached,1993-09-07,The Next Generation,260.txt
37,WORF,       This is the Enterprise. We have   completed the transport sequence.   You should have them.,3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Attached,1993-09-07,The Next Generation,260.txt
38,KES COM,"   Negative, Enterprise. They are   not here.",3    INT. TRANSPORTER ROOM (OPTICAL),TRANSPORTER ROOM,INT.,Attached,1993-09-07,The Next Generation,260.txt
39,PICARD,   Beverly... Beverly...,4    INT. DARK CELL,DARK CELL,INT.,Attached,1993-09-07,The Next Generation,260.txt
