,character,quote,scene,location,view,episode,date,series,file
0,PICARD ,"   Captain's log, Stardate 42686.4.   We are en route to Starbase   Montgomery for engineering   consultations prompted by minor   readout anomalies...",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
1,DATA,   I would consider them   insignificant.,"2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
2,RIKER,   What if you're wrong?,"2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
3,RIKER,       Sorry.       But what if it's more than a mere   discrepancy?,"2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
4,GEORDI,   Then I'd say we have a problem.,"2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
5,PICARD,   Agreed. We'll have Starbase   Montgomery give us an independent   reading.,"2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
6,DATA,"   Even if the molecular level   controls failed, we could   recrystallize the dilithium   without outside help.","2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
7,GEORDI,"   Data, don't worry. My ego isn't   at stake here.","2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
8,DATA,   Perhaps we could reprogram the   system to correct the readout   variables --,"2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
9,PICARD,"   That's certainly an option, but   since we're stopping at Starbase   Montgomery anyway, we'll let them   do the analysis.","2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
10,RIKER,   Sir? I don't recall Starbase   Montgomery on our mission   itinerary --,"2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
11,PICARD,"   I think we could all use a   twelve-hour layover. Besides,   I've just received some personnel   transfer directives. Priority   matters --","2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
12,RIKER,   Boarding or disembarking?,"2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
13,WESLEY,"   Captain Picard, we're within   hailing range of Starbase   Montgomery --","2    INT. MAIN ENGINE ROOM - RIKER, DATA, AND GEORDI",MAIN ENGINE ROO,INT.,The Icarus Factor,1989-02-02,The Next Generation,140.txt
