,character,quote,scene,location,view,episode,date,series,file
0,BEVERLY,"   Acting Captain's Log,   Supplemental: The skeleton crew   left on board the Enterprise is   unable to help in the search for   Commander Data. The planet's   unusual EM field is interfering   with the ship's sensors, severely   limiting their effectiveness.",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
1,BEVERLY,"   Without our sensors, we're sitting   ducks. A Borg ship could be right   on top of us before we knew it...       Ensign, we need to modify the   sensor array to filter out these   EM pulses. Can you do that?",2    INT. BRIDGE,BRIDGE,INT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
2,TAITT,"   Yes, sir.       I think so.",2    INT. BRIDGE,BRIDGE,INT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
3,BEVERLY,   What's your name?,2    INT. BRIDGE,BRIDGE,INT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
4,TAITT,"   Taitt, sir.",2    INT. BRIDGE,BRIDGE,INT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
5,BEVERLY,   I don't think I've seen you   before.,2    INT. BRIDGE,BRIDGE,INT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
6,TAITT,   I was just posted here six weeks   ago.,2    INT. BRIDGE,BRIDGE,INT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
7,BEVERLY,"   Well, Taitt -- I'll bet you never   thought you'd be serving as   Tactical Officer after only six   weeks.",2    INT. BRIDGE,BRIDGE,INT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
8,TAITT,"   No, sir, I sure didn't.       I think I've filtered out some of   the sensor noise. I'll bring the   modifications on line.",2    INT. BRIDGE,BRIDGE,INT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
9,BEVERLY,       Good work.,2    INT. BRIDGE,BRIDGE,INT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
10,RIKER,   Riker to Enterprise.,2    INT. BRIDGE,BRIDGE,INT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
11,BEVERLY,"   Go ahead, Wil.",2    INT. BRIDGE,BRIDGE,INT.,"Descent, Part II",1993-06-24,The Next Generation,253.txt
