,character,quote,scene,location,view,episode,date,series
0,RIKER,   Etana...,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
1,RIKER,       I know you're back there...   don't make me come after you.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
2,RIKER,       Give me that...,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
3,ETANA,   You don't need this.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
4,RIKER,   Yes... I... do...,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
5,ETANA,       Commander Riker to the   Enterprise. I've got a problem   down here on Risa!,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
6,RIKER,   Give it to me.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
7,ETANA,   Go get it.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
8,RIKER,   I can't believe you did that.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
9,ETANA,   Believe it.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
10,RIKER,       What's this?,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
11,ETANA,   It's a game. Everyone here's   playing it.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
12,RIKER,"   Do I keep my eyes open, or   closed?",2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
13,ETANA,   Open.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
14,RIKER,   What am I seeing?,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
15,ETANA,   The playing field.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
16,RIKER,   Now what?,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
17,ETANA,   See the disc and the cone?,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
18,RIKER,   Yeah...,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
19,ETANA,   Concentrate... Make the disc go   into the cone...,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
20,RIKER,   How do I do this?,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
21,ETANA,   Relax... just let go. You'll do   it.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
22,RIKER,   Got it.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
23,RIKER,       What was that?,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
24,ETANA,   Your reward. For clearing the   first level.,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
25,RIKER,   How far does this game go?,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
26,ETANA,   As far as you can take it. You   want to try for level two?,2    INT. RIKER'S ROOM - RISA - NIGHT,RIKER'S ROOM,INT.,"""The Game""",1991-08-23,The Next Generation
27,PICARD ,"   Captain's log, stardate 45208.2.   Commander Riker has rejoined the   Enterprise from Risa. And we are   on our way to an uncharted area   called the Phoenix Cluster.",6    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,"""The Game""",1991-08-23,The Next Generation
28,PICARD ,       We are all anticipating this   historic first look at the   region.,7    INT. BRIDGE,BRIDGE,INT.,"""The Game""",1991-08-23,The Next Generation
29,RIKER,       Things are getting busy around   here. Five more science teams   just beamed in from the Zhukov.   Quarters are filling up fast.,7    INT. BRIDGE,BRIDGE,INT.,"""The Game""",1991-08-23,The Next Generation
30,PICARD,"       And on top of everything, there's   been a change. We now have only   two weeks to complete the   exploration.",7    INT. BRIDGE,BRIDGE,INT.,"""The Game""",1991-08-23,The Next Generation
31,RIKER,   Two weeks... that's not enough   time to explore a region that   size. I thought we had five   weeks.,7    INT. BRIDGE,BRIDGE,INT.,"""The Game""",1991-08-23,The Next Generation
32,DATA,       Starfleet has added a diplomatic   mission to Oceanus Four.,7    INT. BRIDGE,BRIDGE,INT.,"""The Game""",1991-08-23,The Next Generation
33,PICARD,"   Will, I'm leaving it up to you to   make sure all science departments   have an equal chance to complete   their research.",7    INT. BRIDGE,BRIDGE,INT.,"""The Game""",1991-08-23,The Next Generation
34,RIKER,   It'll be quite a juggling act.,7    INT. BRIDGE,BRIDGE,INT.,"""The Game""",1991-08-23,The Next Generation
35,PICARD,"   A bit of good news, as well.   We're to rendezvous with a   shuttlecraft carrying Wesley   Crusher. He's on vacation from   the Academy.",7    INT. BRIDGE,BRIDGE,INT.,"""The Game""",1991-08-23,The Next Generation
36,RIKER,   Wesley... good. We'll need an   extra hand around here.,7    INT. BRIDGE,BRIDGE,INT.,"""The Game""",1991-08-23,The Next Generation
37,RIKER,   Geordi... how are you coming with   the survey preparations?,8    INT. ENGINEERING,ENGINEERING,INT.,"""The Game""",1991-08-23,The Next Generation
38,GEORDI,   I'm up to my neck in observation   schedules right now.,8    INT. ENGINEERING,ENGINEERING,INT.,"""The Game""",1991-08-23,The Next Generation
39,GEORDI,       Our biggest hurdle is sensor   availability.,8    INT. ENGINEERING,ENGINEERING,INT.,"""The Game""",1991-08-23,The Next Generation
