,character,quote,scene,location,view,episode,date,series
0,O'BRIEN,"   How's it going, Jake?",1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
1,JAKE,   Fine.  I've deleted about half the    Cardassian files from the computer.     I can't believe how many subroutines    it took just to run this ore    processor.,1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
2,O'BRIEN,"   Well, it used to be a pretty large    operation.  When the Cardassians    were in charge, I understand they    were processing twenty thousand tons    a day.       It must've been hell in here... I've    heard stories that the temperature    used to reach fifty-five degrees    Celsius.",1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
3,JAKE,   How could the Bajoran workers survive    that?,1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
4,O'BRIEN,   A lot of them didn't.,1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
5,O'BRIEN,"   As soon as you've deleted all those    files, I'll show you how to download    the new operating system.",1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
6,JAKE,   You really think we can convert this    place into a deuterium refinery?,1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
7,O'BRIEN,"   Absolutely.  It'll take us three,    maybe four weeks at the most.",1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
8,SISKO,   I hope you're planning on eating    sometime during those four weeks.,1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
9,O'BRIEN,       Commander... I guess I lost track of    the time.,1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
10,JAKE,"   We're almost finished, Dad.       Chief, I'm having a problem deleting    one of these files.",1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
11,O'BRIEN,   Did you try reformatting the data    cluster?,1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
12,JAKE,"   Yeah, but the file's still here...",1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
13,O'BRIEN,"   Let me see...       Well, that's odd.  The file has no    name... no indication of what it    is... I better set this aside for    now.  I can transfer it to the central    database in Ops and analyze it in    the morning.",1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
14,O'BRIEN,   Wait a minute...,1    INT. DEEP SPACE NINE - ORE PROCESSING UNIT,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1994-09-12,Deep Space Nine
