,character,quote,scene,location,view,episode,date,series,file
0,KIRA,   Right there.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
1,KIRA,   The explosion began in the   intercooler matrix.       Your men were supposed to put the   bomb here...,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
2,KIRA,"    ,   ... in the secondary plasma relay.",1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
3,RUSOT,   What difference does that make?   The ship was still destroyed.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
4,GARAK,   The intercooler's an obvious   choice for sabotage. Their   security checks could've found   the bomb and disarmed it before   the ship left orbit.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
5,RUSOT,   But they didn't find it.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
6,KIRA,   That's not the point. Your men   ignored their instructions and   their training.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
7,DAMAR,   Let's not lose sight of the fact   that the mission was a success.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
8,KIRA,   It was a success because   Jem'Hadar security slipped up and   we got lucky.       Don't use those men again for   anything except routine   reconnaissance.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
9,RUSOT,   They're five of my best men!   Bronok is one of the most,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
10,GARAK,   You've been told before -- no   names!,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
11,KIRA,       Every cell has to be insulated   from the cell above and below.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
12,KIRA ,   If I know the names of your men   and I'm captured... ,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
13,RUSOT,   I've heard the lecture.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
14,KIRA,   Then you shouldn't have to be   reminded!,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
15,DAMAR,       It's been a long day. Why don't   we take a break.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
16,RUSOT,   Good idea.       The air in here is getting stale.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
17,KIRA,       Are you going to do something,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
18,DAMAR,   I am. I'm giving him my support.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
19,KIRA,   All right.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
20,GARAK,   That does not bode well.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
21,KIRA,   Odo!,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
22,ODO,"   The raid on the Tevak shipyard   was successful. I penetrated the   Operations Center and disabled   the security protocols. The rest   of the team sabotaged the   dilithium storage bunkers. An   hour after we left, the entire   facility was vaporized.",1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
23,KIRA,   You should get some rest...,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
24,ODO,   That sounds good to me...,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
25,KIRA,       Anyone in the bunkroom?,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
26,GARAK,   No.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
27,KIRA,   It's all yours.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
28,KIRA,   Odo... good work.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
29,ODO,   Thank you.,1    EXT. SPACE (OPTICAL),SPACE,EXT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
30,KIRA,   Starfleet Intelligence says that   a contingent of Breen engineers   arrived on Kelvas Five last week.   Breen engineers...       Have we had any reports of Breen   ships in that system?,6    INT. REBEL CAVERN,REBEL CAVERN,INT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
31,GARAK,"   No. As a matter of fact, no   Breen ships have been reported in   that entire sector.",6    INT. REBEL CAVERN,REBEL CAVERN,INT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
32,KIRA,   So why send engineers... ? Do you   have any contacts on Kelvas Five?,6    INT. REBEL CAVERN,REBEL CAVERN,INT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
33,GARAK,   No. But I think I know who   might. Excuse me.,6    INT. REBEL CAVERN,REBEL CAVERN,INT.,Tacking into the Wind,1999-02-24,Deep Space Nine,572.txt
