,character,quote,scene,location,view,episode,date,series,file
0,ALSIA,"   When my husband was alive we ran the    business together.  And I managed to    put away a bit of latinum every year,    just for myself.  Now that he's    gone... Well, I've got quite a little    sum...",2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
1,MARTUS,   That's important...,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
2,ALSIA,   To be honest... It's not really    enough.  Not for the future.  Not    for the way I want to live out my    retirement...       So I've decided to invest it all --,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
3,ALSIA,       I can't believe I'm telling you    this... We just met.,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
4,ALSIA ,   But I think I can really trust you.     I feel like we've known each other    forever.,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
5,MARTUS,       When hearts are in sympathy... time    collapses...,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
6,ALSIA,"   I'm taking everything I've saved,    and I'm purchasing the mining    concession for the entire Vlugta    asteroid belt.",2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
7,MARTUS,   Asteroid mining?  How adventurous.       But are you sure that's wise?     Prospecting can be risky.,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
8,ALSIA,"   Not this time.       My father was a stellar cartographer.     Thirty years ago, he conducted a    full spectrum mineralogical analysis    of those asteroids.  But he never    had the means to follow up on what    he found.",2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
9,MARTUS,       And now you plan to carry out your    father's dream.,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
10,ALSIA,"       When his survey results become public,    I'll get seven times my investment    back... overnight.       I still can't believe I'm telling    you all this.  My ""secret plan.""    I've been thinking about it for years.     I never even told my husband... it    must be all this Gamzian wine.",2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
11,MARTUS,   How brave of you... handling    everything on your own...,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
12,ALSIA,       It hasn't been easy.  There's so    much to keep track of... so much to    do.,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
13,MARTUS,       Maybe I can help.       Would you consider... Some kind    of... partnership?,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
14,ODO,   Let's go.,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
15,MARTUS,   Exactly where are we going?,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
16,ODO,   To Security.,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
17,MARTUS,   But I've done nothing wrong.,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
18,ALSIA,   It's true.  We were just talking.,2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
19,ODO,"   You were talking, Madam.  He was    listening.",2    INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
20,MARTUS,"   Security Chief Odo, isn't it?",7    INT. PROMENADE - SECOND LEVEL,PROMENADE,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
21,ODO,   I've been watching you since you    arrived.,7    INT. PROMENADE - SECOND LEVEL,PROMENADE,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
22,MARTUS,   Should I be flattered?,7    INT. PROMENADE - SECOND LEVEL,PROMENADE,INT.,Rivals,1993-10-18,Deep Space Nine,431.txt
