,character,quote,scene,location,view,episode,date,series,file
0,KIRA,   Kira to Sisko.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Take Me Out to the Holosuite,1998-08-03,Deep Space Nine,554.txt
1,SISKO,"   Go ahead, colonel.",3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Take Me Out to the Holosuite,1998-08-03,Deep Space Nine,554.txt
2,KIRA,   Captain Solok of the Starship   T'Kumbra is here to see you.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Take Me Out to the Holosuite,1998-08-03,Deep Space Nine,554.txt
3,SISKO,   Send him in.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Take Me Out to the Holosuite,1998-08-03,Deep Space Nine,554.txt
4,SISKO,"   Welcome to Deep Space Nine,   captain.",3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Take Me Out to the Holosuite,1998-08-03,Deep Space Nine,554.txt
5,SOLOK,   Your welcome is acknowledged.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Take Me Out to the Holosuite,1998-08-03,Deep Space Nine,554.txt
6,SISKO,   Have a seat.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Take Me Out to the Holosuite,1998-08-03,Deep Space Nine,554.txt
7,SISKO,   Been a long time.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Take Me Out to the Holosuite,1998-08-03,Deep Space Nine,554.txt
8,SOLOK,"   Ten years, two months, five days.",3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Take Me Out to the Holosuite,1998-08-03,Deep Space Nine,554.txt
9,SISKO,   You mean you don't know it to the   minute?,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Take Me Out to the Holosuite,1998-08-03,Deep Space Nine,554.txt
10,SOLOK,   Of course I do. But humans are    often irked by such precision.         Especially the more emotional    humans.,3    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,Take Me Out to the Holosuite,1998-08-03,Deep Space Nine,554.txt
