,character,quote,scene,location,view,episode,date,series,file
0,SISKO ,"   Station log, Stardate 47182.1.  DS-   Nine has been temporarily evacuated    due to a violent plasma disruption    in the Denorios Belt.  Until the    disturbance ends, we'll be forced to    maintain the station with a skeleton    crew.",1    EXT. SPACE - DEEP SPACE NINE (OPTICAL),SPACE - DEEP SPACE NINE,EXT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
1,SISKO,   How are we holding up?,2    INT. OPS,OPS,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
2,KIRA,"   So far, so good.  I'll say one thing    for the Cardassians, they built this    place to last.",2    INT. OPS,OPS,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
3,DAX,"       And just in case it doesn't, I've    got the Orinoco prepped and ready at    Pad ""C.""",2    INT. OPS,OPS,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
4,SISKO,   Any word from Chief O'Brien?,2    INT. OPS,OPS,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
5,DAX,   He and Odo checked in about an hour    ago.  They sealed off the airlocks    in the upper and lower pylons and    were moving on to the docking ring.,2    INT. OPS,OPS,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
6,SISKO,       Sisko to O'Brien.,2    INT. OPS,OPS,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
7,O'BRIEN,   O'Brien here.,2    INT. OPS,OPS,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
8,SISKO,"   What's your status, Chief?",2    INT. OPS,OPS,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
9,O'BRIEN,"       Almost done, Commander.  We've sealed    all the airlocks on Levels Twenty-   One, Twenty-Two and Twenty-Three,    but we still have to check the outer    bulkheads to make sure there hasn't    been any crystallization from the    plasma discharges... Shouldn't take    much longer.",3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
10,SISKO,   I thought you might like to know...    we received a message from Bajor    just before the plasma storm cut off    communications.  The shuttle with    your family aboard arrived safely.,3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
11,O'BRIEN,"   Yes, sir.  Thank you.  O'Brien    out.",3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
12,ODO,   Did you hear that?,3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
13,O'BRIEN,   Hear what?,3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
14,ODO,   I could've sworn I heard something.,3    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,Invasive Procedures,1993-07-29,Deep Space Nine,424.txt
