,character,quote,scene,location,view,episode,date,series
0,ODO,"       By the way, your gagh has   arrived.",INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
1,EZRI,"   My what?       Oh, no.",INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
2,ODO,"   Oh, yes. And it's waiting for   you in Cargo Bay Two.",INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
3,KIRA,   Your gagh?,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
4,EZRI,   Jadzia ordered it. She was   planning a party for Martok's   birthday next week.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
5,KIRA,   How much gagh did she order?,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
6,ODO,   Fifty-one cases.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
7,EZRI,   Each containing a different   variety.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
8,KIRA,   There are varieties of gagh?,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
9,EZRI,"   Oh, yes. I can remember what   each one tastes like... and the   way they... move when you swallow   them. Torgud gagh wiggles.   Filden gagh squirms. Meshta gagh   jumps...",INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
10,BASHIR,       You all right?,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
11,KIRA,       Are you all right?,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
12,BASHIR,   Me?,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
13,KIRA,   You've barely said three words.   Something on your mind?,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
14,BASHIR,   Oh.       Just... can't wait to see Miles.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
15,KIRA,   Let me guess -- you have a   holosuite appointment -- defending   the Alamo again?,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
16,BASHIR,   You know me too well.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
17,KIRA,   When's his transport get in?,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
18,BASHIR,   Half an hour.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
19,EZRI,   Bithool gagh has feet.    ,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
20,EZRI ,   Flush it out the airlock. All of   it.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
21,ODO,       Environmental regulations.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
22,KIRA,   Why don't you give it to Martok?,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
23,EZRI,   He'd insist on sharing it with me   as a point of honor.       Wistan gagh is packed in targ   blood.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
24,EZRI,       I have to go now. I'll see you   later.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
25,BASHIR,   I think I'll head out as well.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
26,ODO,   Give my regards to Santa Anna.,INT. QUARK'S - SECOND LEVEL,QUARK'S,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
27,SISKO,   What!,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
28,BASHIR,   Miles asked me not to say   anything. But I haven't heard   from him in three days... and he   wasn't on this morning's   transport. I think something may   have happened to him.,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
29,SISKO,   He told me he was going home to   visit his father.,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
30,BASHIR,"   Well... he may have implied he   was going to visit his father,   but he didn't actually say that--",4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
31,SISKO,"   Doctor, please.",4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
32,BASHIR,"   Yes, sir.",4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
33,SISKO,   So where is he?,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
34,BASHIR,"   The last message I got said that   he was still in New Sydney, and   that he was following up on some   promising leads.",4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
35,SISKO,   He's not a detective! He's an   engineer -- he's my chief   engineer and now he's missing!,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
36,SISKO,   So tell me about this woman he's   supposed to be looking for.,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
37,BASHIR,   She's the widow of Liam Bilby.   You remember Bilby?,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
38,SISKO,       The man O'Brien befriended during   that undercover operation last   year?,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
39,BASHIR,"   Yes, sir. Miles still feels   responsible for his death. He's   kept in touch with Bilby's widow   ever since... and when she   dropped out of sight three weeks   ago he got worried and decided   to go find her.",4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
40,SISKO,   And now they're both missing.   Perfect.,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
41,BASHIR,"   In his defense sir, he did try to   go through official channels   first. But... the authorities on   New Sydney weren't very helpful   and since it's a non-Federation   world, Starfleet doesn't have   jurisdiction...",4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
42,SISKO,   So he decided to turn into a one-   man police force.,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
43,BASHIR,"   Yes, sir.",4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
44,SISKO,"   New Sydney. That's in the   Sappora System, right?",4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
45,BASHIR,   Right.,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
46,SISKO,"   I want a written report,   detailing everything you know   about this woman, O'Brien's plan   to find her, and anything else   you've neglected to mention.",4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
47,BASHIR,"   Aye, sir. May I ask what you're   going to do?",4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
48,SISKO,   No you may not. I want that   report on my desk within the   hour.,4    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
49,SISKO,"   ... and since your family still   lives in the Sappora System, I   thought they might have a few   contacts on New Sydney.",5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
50,EZRI,   I'm sure they do. My mother's   one of the more important   business leaders in the system.,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
51,SISKO,   Your personnel file says she owns   the fifth largest pergium mining   facility in the entire sector...,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
52,EZRI,"   Actually, it's the sixth now.   The Ferengi discovered a large   deposit on Timor Two a few years   ago. My mother nearly had a   heart attack when she found out   we'd been knocked out of the top   five.",5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
53,SISKO,   Do you think she'd be willing to   intervene with the local   authorities -- get them to look   into what happened to the chief?,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
54,EZRI,   I'm sure she would.,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
55,SISKO,   That's the first good news I've   heard all day.,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
56,SISKO,   Something wrong?,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
57,EZRI,   No. Yes. I don't know.       I haven't talked to my mother in   almost six months.,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
58,SISKO,   Oh.,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
59,EZRI,"   The last time I saw her was just   after I was joined. She came to   visit me on Trill. I was still a   little... confused. When she   walked into my room, I put on a   big smile, looked her straight in   the eye and said, ""Hi, Mom, it's   me -- Curzon!"" Things kinda went   downhill from there.",5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
60,SISKO,   I'm sure she understood what you   were going through. You weren't   prepared to be joined -- she   couldn't blame you for being   confused.,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
61,EZRI,   She didn't. Not really. But she   did want me to come home to   recuperate.       We had a disagreement.,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
62,SISKO,   Not for the first time... ?,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
63,EZRI,"       No, not for the first time.",5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
64,SISKO,"   If there was any other way, I   wouldn't ask you to do this.",5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
65,EZRI,   It's all right. My family   problems aren't as important as   finding the chief. I'll call my   mother right away.,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
66,SISKO,"   Thanks, old man.",5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
67,EZRI,   Anytime.,5    INT. EZRI'S QUARTERS,EZRI'S QUARTERS,INT.,"""Prodigal Daughter""",1998-10-19,Deep Space Nine
