,character,quote,scene,location,view,episode,date,series,file
0,ODO ,   Quark.,2    INT. PROMENADE,PROMENADE,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
1,ODO,   Where's your luggage?,2    INT. PROMENADE,PROMENADE,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
2,QUARK,       Back at the retrieval rack.,2    INT. PROMENADE,PROMENADE,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
3,ODO,   Aren't you going to hover over   your bags and harass my cargo   inspectors?,2    INT. PROMENADE,PROMENADE,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
4,QUARK,   Not today. I wanted to give your   inspectors time to do their job.   No doubt you've got them examining   every square millimeter of each   and every one of my bags.,2    INT. PROMENADE,PROMENADE,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
5,ODO,       You're hiding something.,2    INT. PROMENADE,PROMENADE,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
6,QUARK,"   Oh, no I'm not.       But I know you can't take my word   for that -- so go ahead. Do what   you have to do. Go through my   luggage. Search it, scan it, tear   it apart -- in fact, why don't you   just keep it.",2    INT. PROMENADE,PROMENADE,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
7,O'BRIEN,   I never should have let her go.   Not in her condition.,3    INT. OPS,OPS,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
8,WORF,   Chief... I'm certain Doctor Bashir   and Major Kira are taking good   care of your wife.,3    INT. OPS,OPS,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
9,DAX,"   And besides, you know there was no   way to keep Keiko from going.   She's been talking about the   botanical mysteries on Torad Five   for a long time. You're lucky she   agreed to limit the trip to three   days.",3    INT. OPS,OPS,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
10,O'BRIEN,    (shaking his head   Three days in the Gamma   Quadrant... you know what she   wanted to do last week? She   wanted to go back to Bajor and   rappel down the cliffs of Undalar   to get a fungus sample. Rappel --   to get fungus!       It's as if I have to remind her   that she's pregnant.,3    INT. OPS,OPS,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
11,DAX,"   Yeah... I guess the extra weight,   the morning sickness, the mood   swings, the medical   examinations... they aren't   reminders enough.",3    INT. OPS,OPS,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
12,O'BRIEN,   I have work to do.,3    INT. OPS,OPS,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
13,QUARK,"   Rom, my brother! It's good to see   you. Come, let me pour you a   snail juice --",4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
14,ROM,   Okay. But only one -- my shift   starts in thirty-three minutes.,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
15,QUARK,   I'll make it a tall one -- and on   the house. We're celebrating.,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
16,ROM,   Celebrating? What?,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
17,QUARK,   My return from two weeks on   Ferenginar. Didn't you miss me?,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
18,ROM,       I suppose.,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
19,QUARK,   And I missed you. That's two   reasons to celebrate.,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
20,QUARK,   Enjoy.,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
21,ROM,   Thanks.,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
22,QUARK,   Just the way you like it?,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
23,ROM,       Perfect.,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
24,ROM,"   So, how was your trip? Did you   close the vole belly deal?",4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
25,QUARK,"   The what -- oh, yeah. Closed it   on the first day. Fifteen percent   profit margin.",4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
26,ROM,   Great. Did you see Moogie?,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
27,QUARK,   Mother's fine. She sends her   love.,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
28,ROM,   What else did you do?,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
29,QUARK,"   Well... let's see... closed the   deal. Told you that. Did some   shopping... made a pilgrimage to   the Great Marketplace... and, oh,   yes, I found out --    (directly in Rom's face    and at the top of his    lungs)   -- I'M DYING!",4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
30,QUARK,   what are you all looking at?   Haven't you ever seen a dying man   before?,4    INT. QUARK'S,QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
31,ROM,   You're... dying?,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
32,QUARK,       I got the results of my annual   insurance physical. All the tests   came back negative... except one.   I have Dorek Syndrome.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
33,ROM,   But that's incurable.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
34,QUARK,   That's right. Which explains the   dying part... and why they   canceled my policy.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
35,ROM,   But Dorek Syndrome... it's so   rare.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
36,QUARK,       It strikes only one out of every   five million Ferengi.       I finally beat the odds.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
37,ROM,       How long do you have... before...,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
38,QUARK,   According to Doctor Orpax six   days... maybe seven.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
39,ROM,   Is he sure?,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
40,QUARK,   Of course he's sure -- he's one of   the most expensive doctors on   Ferenginar. He charges two strips   of latinum just to walk into the   waiting room.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
41,ROM,"   This is terrible... I don't want   you to die, brother.       Maybe you should get a second   opinion. Have Doctor Bashir   examine you when he gets back from   the Gamma Quadrant.",6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
42,QUARK,       Bashir... how good can he be? He   doesn't even charge. Besides what   could a Hew-mon doctor know about   Dorek Syndrome?,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
43,ROM,       You're going to die...,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
44,QUARK,   That's right. And you know what   that means? We have to settle my   accounts.       That gives me six days to take   care of everything... my will...   Moogie's pension... I've got to   make funeral arrangements... pay   off my debts...,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
45,ROM,"       That's a lot of debts, Brother.",6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
46,QUARK,"   Yeah, but half are to   Hew-mons, Bajorans... a couple of   Klingons...",6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
47,ROM,"       The Tholians, the Dosi, the   Romulans, the Cardassians --",6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
48,QUARK,       Forget those. The ones I need to   pay off are the Ferengi debts.   They're the only ones that really   matter.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
49,ROM,"   Rule of Acquisition seventeen: ""A   contract is a contract is a   contract. But only between   Ferengi.""",6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
50,QUARK,   Exactly.       But you're right... it's still a   lot of debt.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
51,ROM,   You can always sell the desiccated   remains of your corpse on the   Ferengi Futures Exchange.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
52,QUARK,   Who's going to want to buy a disk   of desiccated Quark? I'm   nobody... just some bartender   with a domineering mother and an   idiot brother.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
53,ROM,   That's not true.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
54,QUARK,   Which part?,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
55,ROM,   All of it. Except for the mother   part. You're more than just a   bartender. You're the first   Ferengi to make contact with the   Dominion.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
56,QUARK,   I won't get any cheers for that.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
57,ROM,       You were the Grand Nagus --,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
58,QUARK,"   For a week. If I'm lucky, I'll be   a footnote in some Ferengi   financial almanac.",6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
59,ROM,   You anticipated the change of   administrations here on the   station --,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
60,QUARK,"       And as a reward, I'm inextricably   linked to the Federation. I'm a   joke back on Ferenginar.   Starfleet's favorite bartender.   The Synthehol King.       What a legacy.",6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
61,ROM,   You're not a joke here. You're a   respected businessman... a pillar   of the community... a man with   many friends.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
62,QUARK,"   Friends? Community? You sound   like some sniveling Hew-mon. The   only opinions I care about are   those of my peers -- Ferengi   businessmen. And in their eyes,   I'm a second-rate, small-time   operator... a loser.       Two days ago, I thought I had all   the time in the world to achieve   my dreams... to buy my own moon...   marry a few women... maybe even   rent some children... but now,   it's all over. I'll never be   rich...",6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
63,ROM,"   Stop it, brother! Stop it. You   are somebody -- you'll see. You   march right over to that com-link   and offer your vacuum-desiccated   remains for sale on the Futures   Exchange. You'll see... bids will   come flooding in from all over the   Ferengi Alliance. Everyone will   want a disk of Quark on their   desk. In fact -- there may not be   enough of you to meet the demand.",6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
64,QUARK,   You really believe that?,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
65,ROM,   Yes.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
66,QUARK,   You're a liar. But I love you.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
67,ROM,   Just wait... when you see how much   your body is worth -- you're going   to wish you'd died years ago.,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
68,ROM,    (realizing that didn't    come out quite right)   or something like that...,6    INT. QUARK'S (OPTICAL),QUARK'S,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
69,DAX,   Something's coming through the   wormhole.,7    INT. OPS,OPS,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
70,SISKO,   Onscreen.,7    INT. OPS,OPS,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
71,WORF,       The Volga. It's been damaged.   Doctor Bashir's requesting an   emergency transport to the   Infirmary. Two patients -- Major   Kira and Keiko O'Brien.,7    INT. OPS,OPS,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
72,SISKO,   Do it.,7    INT. OPS,OPS,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
73,SISKO,   Go.,7    INT. OPS,OPS,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
74,KIRA,   Keiko's in surgery -- but she's   going to be fine.,10   INT. INFIRMARY,INFIRMARY,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
75,O'BRIEN,   And the baby?,10   INT. INFIRMARY,INFIRMARY,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
76,O'BRIEN,"   Oh, my god...",10   INT. INFIRMARY,INFIRMARY,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
77,KIRA,"   No, no, Chief -- the baby's fine.",10   INT. INFIRMARY,INFIRMARY,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
78,O'BRIEN,   You sure?,10   INT. INFIRMARY,INFIRMARY,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
79,KIRA,   Positive. Everything's okay. The   baby's just had a... change of   address.,10   INT. INFIRMARY,INFIRMARY,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
80,O'BRIEN,   What?,10   INT. INFIRMARY,INFIRMARY,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
81,KIRA,       Your son is living here now.,10   INT. INFIRMARY,INFIRMARY,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
82,BASHIR,"   Kira almost had us clear of the   asteroid field, but the deflectors   got overwhelmed. We were side-   swiped by a rock the size of this   room. A fuel pod exploded and   Keiko was thrown against the   bulkhead. She had a concussion,   broken ribs, internal hemorrhaging --",11   INT. WARDROOM - LOUNGE AREA (OPTICAL),WARDROOM - LOUNGE AREA,INT.,Body Parts,1996-03-26,Deep Space Nine,497.txt
