,character,quote,scene,location,view,episode,date,series,file
0,QUARK,   Doctor?,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
1,BASHIR,       Quark. Hello.,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
2,QUARK,   Let me guess: eavesdropping on   the battling O'Briens?,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
3,BASHIR,   Don't be ridiculous.,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
4,QUARK,       Such language. I hope Molly isn't   around.,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
5,BASHIR,   You can hear what they're saying?,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
6,QUARK,       How could I not?,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
7,BASHIR,   What are they saying?,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
8,QUARK,"   Let's use a little discretion,   shall we?       He did something... she's   outraged... he thinks she's    overreacting... she thinks he's    trying to run her life...       Pretty boring actually... but to    hear them you'd think it was a    matter of life and death.",1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
9,KEIKO,"   Hi, Julian.",1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
10,BASHIR,       Oh. Hello.,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
11,KEIKO,   Quark.,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
12,QUARK,       Mrs. O'Brien.,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
13,BASHIR,   I thought you said the O'Briens    were arguing in there.,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
14,QUARK,   Not Miles and Keiko -- the other    O'Briens -- Miles and Kira.,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
15,BASHIR,   What do they have to argue about?,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
16,QUARK,"   Miles hid Kira's springball racket    because she's carrying his baby,    and he doesn't want her taking    risks, and she doesn't want him    controlling her life.",1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
17,BASHIR,   What?,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
18,QUARK,"       Keiko made them stop. Now they're    in the ""let's talk this out and    share our feelings"" part of the    fight. Show's over.",1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
19,BASHIR,   Oh. Well. Good.,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
20,QUARK,   If I happen to walk by here    later... and I happen to hear    anything...,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
21,BASHIR,   Call me.,1    INT. HABITAT RING CORRIDOR,HABITAT RING CORRIDOR,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
22,WORF,   It is the power of his voice...    the strength of his intonations    that makes Barak-kadan a great    singer. There are none like him.,2    INT. REPLIMAT,REPLIMAT,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
23,DAX,   None as boring anyway. He never    varies his performance by even a    half-tone.,2    INT. REPLIMAT,REPLIMAT,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
24,WORF,   I prefer traditional opera    performed in the traditional   manner.,2    INT. REPLIMAT,REPLIMAT,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
25,DAX,"   You know, for a Klingon who was    raised by humans, wears a    Starfleet uniform, and drinks    prune juice, you're pretty    attached to ""tradition.""        But that's okay. I like men who    are riddled with contradictions.",2    INT. REPLIMAT,REPLIMAT,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
26,DAX,"   Well, that's a welcome sight. The    peace talks must be going well if    Klingons are visiting the station    again.",2    INT. REPLIMAT,REPLIMAT,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
27,DAX,   Worf?,2    INT. REPLIMAT,REPLIMAT,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
28,WORF,   Did you see her?,2    INT. REPLIMAT,REPLIMAT,INT.,Looking For par'Mach in All the Wrong Places,1996-07-25,Deep Space Nine,501.txt
