,character,quote,scene,location,view,episode,date,series
0,DAX,   The Saratoga put in this morning.,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
1,WORF,       We are not having another party.,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
2,DAX,   I promise not more than fifty or   sixty...,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
3,WORF,"   I can see it now. Two hundred    people jammed into our quarters...    eating, drinking...       ... laughing.",1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
4,DAX,        Sounds awful. What if I promise    you there'll be absolutely no    laughter?,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
5,DAX,"        No, I mean it. You won't see a    single smile the entire evening.    It'll be the grimmest party you've    ever been to.",1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
6,DAX,   No smiling -- or you won't be    invited.,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
7,WORF,        When do you want to have this    party?,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
8,DAX,   Next week. And I was thinking...    maybe we should give the evening    a theme.,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
9,WORF,"        What kind of ""theme?""",1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
10,DAX,   Why don't we have everyone come    as their favorite Klingon?,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
11,DAX,   Bad idea?,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
12,QUARK,   Commander -- your holosuite is    ready.,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
13,WORF,   Good.,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
14,DAX,   Have fun exercising.,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
15,QUARK,       No party?,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
16,DAX,    (holding up her thumb    and index finger)   Came this close.,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
17,KIRA,"   Thank you, Quark.",1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
18,QUARK,"   Don't mention it, major. I'm glad   I could be of help.",1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
19,DAX,   Bajoran lilacs.       Is something going on between you   two that I don't know about?,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
20,KIRA,   Don't be disgusting.,1    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
21,KIRA,       I ordered them for myself.,3    INT. PROMENADE - CONTINUOUS,PROMENADE,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
22,DAX,   That's nice.       I thought you didn't like flowers.,3    INT. PROMENADE - CONTINUOUS,PROMENADE,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
23,KIRA,   I don't.,3    INT. PROMENADE - CONTINUOUS,PROMENADE,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
24,DAX,   I'm confused.,3    INT. PROMENADE - CONTINUOUS,PROMENADE,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
25,KIRA,   Jadzia -- there's such a thing as    privacy.,3    INT. PROMENADE - CONTINUOUS,PROMENADE,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
26,DAX,   Not between friends.,3    INT. PROMENADE - CONTINUOUS,PROMENADE,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
27,KIRA,        It's my mother's birthday. She    would've been sixty today.        My father always said these were    her favorite.,3    INT. PROMENADE - CONTINUOUS,PROMENADE,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
28,DAX,        What a nice way to remember your    mother.,3    INT. PROMENADE - CONTINUOUS,PROMENADE,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
29,KIRA,   I wish I did remember her. I was    only three when she died in the    refugee center.,3    INT. PROMENADE - CONTINUOUS,PROMENADE,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
30,DAX,   I'd bet she'd be proud of you --    of what you've done with your life.,3    INT. PROMENADE - CONTINUOUS,PROMENADE,INT.,STAR TREK: DEEP SPACE NINE,1997-12-19,Deep Space Nine
