,character,quote,scene,location,view,episode,date,series
0,O'BRIEN,   Did you hear about the Tiananmen?    She was reported missing last    night. Near the Cardassian border.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
1,KIRA,   That's three in the last three    weeks.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
2,BASHIR,   We're going to run out of ships at    this rate.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
3,KIRA,   That's not funny.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
4,BASHIR,"   It wasn't meant to be. Unless    Starfleet Command starts doing    something about the Dominion, the    situation's just going to get worse.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
5,KIRA,   What do you want Julian? A war?,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
6,SISKO,"   What I want is to talk about    something else.         Chief, what about Kirayoshi -- is    he walking yet?",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
7,O'BRIEN,"   Not yet, Sir.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
8,SISKO,"   Odo, I understand you're going to    Bajor next week. Will you be    seeing Doctor Mora?",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
9,ODO,"   Actually, I just canceled my    trip. There's been a seventy-five    percent jump in the theft of    medical supplies and food rations    on DS Nine. I haven't seen an    increase like that since...",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
10,O'BRIEN,   Since... ?,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
11,ODO,   Since... just before the    Cardassians were forced to abandon    the station.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
12,BASHIR,        On that note... I think I'll turn    in.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
13,O'BRIEN,"   Me, too. Thank you for dinner,    captain. It was wonderful.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
14,SISKO,   It was my pleasure. Goodnight    everyone.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
15,SISKO,   Mister Worf!,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
16,SISKO,   You've been paroled. The party's    over.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
17,WORF,"   Thank you, sir. Goodnight.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
18,SISKO,        Don't bother with that. I'll    clean up the rest. I want to be    alone for awhile. Go on.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
19,JAKE,   Okay...,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
20,NOG,"   Goodnight, sir.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
21,COM,   Ops to Captain Sisko.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
22,SISKO,   Go ahead.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
23,COM,"   We just received a message from    Bajor, Sir. Kai Winn will be    coming to the station tomorrow    morning and she'd like to meet    with you.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
24,SISKO,   Acknowledged.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
25,NOG,"        Thanks for the invitation, Jake.    That was a lot of fun.",5    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
26,JAKE,"   Did you see how down my dad was?    He was trying to hide it, but I    could tell he's really depressed.",5    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
27,NOG,   He's not the only one. Look    around -- there's something in the    air. People are scared.,5    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
28,JAKE,"   Yeah, but my dad's usually the one    who tries to lift everyone's    spirits. I mean, people go to him    for encouragement. Where does he    go when he's depressed? Who lifts    his spirits?",5    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
29,QUARK,   I hope I'll be seeing both of you    here tomorrow at twelve hundred    hours.,5    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
30,NOG,   Why?,5    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
31,QUARK,   Why? Haven't you heard? There's    going to be an auction of some of    the galaxy's rarest and most    valuable antiquities.,5    INT. QUARK'S,QUARK'S,INT.,STAR TREK: DEEP SPACE NINE,1997-04-01,Deep Space Nine
