,character,quote,scene,location,view,episode,date,series
0,SISKO,"   I didn't expect to find you here.  I    thought you'd be down on the    Promenade, helping Mardah put up    decorations for the Bajoran Gratitude    Festival.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
1,JAKE,   That was the plan... but it turns    out I don't have much to be grateful    for.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
2,SISKO,   Isn't that the earring you...,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
3,JAKE,"   Bought for Mardah.  Yeah, you want    it?  Maybe you could give it to Major    Kira for her next birthday or    something.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
4,SISKO,"   All right, tell me all about it.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
5,JAKE,"   Mardah's gone, Dad.  She got accepted    to the Science Academy on Regulus    Three.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
6,SISKO,   That's a good school.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
7,JAKE,   It's three hundred light years away.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
8,SISKO,"   Jake, you're sixteen; take my word    for it, you'll survive.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
9,SISKO,"       Now you can either wallow here in    self-pity, or go off to the Gratitude    Festival and try to have a good time.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
10,JAKE,"   Right now, I'd rather wallow.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
11,SISKO,"   You're entitled.  But remember, you're    a sweet, good-looking guy...       Just like your old man.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
12,SISKO ,"   Sooner or later, you'll find someone    else.  Who knows... maybe you'll    meet someone tonight at the Festival.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
13,JAKE,"   Yeah, sure.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
14,SISKO,"   Jake, the whole point of the festival    is to put your troubles behind you    and make a new start.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
15,JAKE,   I could use one.       Okay... I'll go.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
16,SISKO,    (claps Jake on the     shoulder)   That's the spirit.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
17,JAKE,   But I'm not going to have any fun.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,,1994-10-10,Deep Space Nine
18,BASHIR,"   Nervous, Chief?",2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
19,O'BRIEN,   What are you talking about?,2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
20,BASHIR,   That's your fifth cup of coffee in    twenty minutes.,2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
21,O'BRIEN,   I didn't know you were keeping track.,2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
22,BASHIR,"   Ah, nervous and irascible.",2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
23,O'BRIEN,"   Look if you hadn't seen your wife    and child for two months, you'd be    irascible, too.",2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
24,BASHIR,"   Believe me, I'm looking forward to    Keiko and Molly's visit just as much    as you are.",2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
25,O'BRIEN,   I doubt that.,2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
26,BASHIR,   How many games of racquetball have    you and I played in the last two    months?,2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
27,O'BRIEN,"   Oh, I don't know... fifteen, maybe    twenty.",2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
28,BASHIR,"   Try seventy.  I've been keeping track    of that, too.  And you know what all    those games have proved to me?       That I'm a poor substitute for your    wife.",2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
29,O'BRIEN,   I could've told you that sixty games    ago.       The thing is... they're only going    to be here for two days.  That's    barely time to say hello.  And then    they're back to Bajor for four more    months.,2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
30,BASHIR,   Four months.  That's probably another    hundred and fifty games of    racquetball.  I don't know if my    elbow can take that kind of abuse.     Maybe you can convince her not to    leave.,2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
31,O'BRIEN,"   Oh, no.  I can't do that.  I'm the    one who suggested she go on that    agrobiology expedition in the first    place.",2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
32,O'BRIEN ,"   We're just going to have to make the    best of the little time we have.       Which means we can't afford to waste    a second of the next two days.  And    Julian, whatever you do, don't tell    her how miserable I've been without    her.  I don't want her feeling guilty.",2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
33,BASHIR,   My lips are sealed.       So when are they getting here?,2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
34,O'BRIEN,"   Twenty minutes.       I don't know about you, but I could    use another cup of coffee.",2    INT. REPLIMAT,REPLIMAT,INT.,,1994-10-10,Deep Space Nine
35,KIRA,"   Peldor Joi, Odo.",3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
36,ODO,"   Peldor Joi to you, too.  It's hard    to believe the Promenade is this    empty at midday.",3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
37,KIRA,"   Calm before the storm.  In a few    hours, this place will be packed    with Bajorans celebrating the    festival.",3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
38,ODO,"   Actually, I was thinking I might    join you this year.",3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
39,KIRA,   Really?,3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
40,ODO,"   I don't see why not.  My Bajoran    deputies never work during the    Gratitude Festival; why should I?       Besides, if I'm going to live here    with you humanoids, I may as well    immerse myself in your rituals.",3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
41,KIRA,"   Who knows, you might even enjoy    yourself.",3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
42,ODO,   I suppose there is that possibility.,3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
43,KIRA,   Maybe we'll see each other later.,3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
44,ODO,   I'd like that... if you're not too    busy being the Presider of the    Festival.,3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
45,KIRA,"   For you, I'll make time, Odo.",3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
46,KIRA,   Just look for me.  I'll be with    Bareil.,3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
47,ODO,"   Oh, I thought he'd be celebrating    the Festival on Bajor.",3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
48,KIRA,   So did I... but I'm glad I was wrong.     He's coming in on the next shuttle.,3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
49,ODO,   Then you'd better go.  It'll be here    soon.,3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
50,KIRA,   You're right.  I'll see you at the    festival.,3    INT. PROMENADE,PROMENADE,INT.,,1994-10-10,Deep Space Nine
51,KIRA,   Chief?,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
52,O'BRIEN,       Major.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
53,O'BRIEN,       Keiko.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
54,KIRA,   Bareil.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
55,O'BRIEN,   Good luck.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
56,KIRA,"   You, too.",4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
57,BAREIL,   Nerys.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
58,BAREIL,   I'm so glad to see you.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
59,KIRA,   I've missed you.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
60,BAREIL,"   I've missed you, too.",4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
61,KEIKO ,   Miles?,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
62,O'BRIEN,       Keiko...    (doesn't know what to     say)   I'm... so glad to see you.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
63,KEIKO,"   I'm glad to see you, too.  I've just    had the worst trip.",4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
64,O'BRIEN,"   Oh... I'm sorry to hear that.  But    now that you're here, everything's    going to be great.",4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
65,MOLLY,   Hi.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
66,O'BRIEN,"   Hello, sweetie.  You ready to have a    good time with Daddy?",4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
67,MOLLY,   No.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
68,O'BRIEN,   Why not?,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
69,MOLLY,   I don't feel so good.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
70,O'BRIEN,   Tell Daddy what's wrong.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
71,LWAXANA ,"   Oh, you poor dear.",4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
72,LWAXANA,   I never should've given you all that    candy.,4    INT. DOCKING RING CORRIDOR,DOCKING RING CORRIDOR,INT.,,1994-10-10,Deep Space Nine
