,character,quote,scene,location,view,episode,date,series
0,ODO,"        If you're not too busy, I'd    appreciate it if you did something    about that shipment of Livanian    beets you have sitting in Cargo    Bay Three.",1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
1,ODO,        It's been there for over two    weeks. It's starting to rot.        Morn.,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
2,QUARK,        It's a hologram.        Morn's been away on business for    the last two weeks.,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
3,QUARK,"   You're slipping, Odo. You    should've caught on a lot sooner.",1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
4,ODO,   You replaced Morn with a hologram?    Why?,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
5,BASHIR,        Hello.,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
6,O'BRIEN,   Evening.,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
7,QUARK,"   That's why. People love him.    He's like a mascot. Everyone    expects to see him when they come    in here. If they don't, it    doesn't feel like home to them.",1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
8,ODO,   And that's not good for business.,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
9,QUARK,   The last time he went away sales    dropped almost five percent.,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
10,ODO,        Why doesn't it talk?,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
11,QUARK,"   Do you have any idea how much an    interactive holo-projector costs?    (sotto, so Bashir and    O'Brien can't hear)   Besides, it's a relief not to have   to listen to him go on. You know   Morn, he never shuts up.        I'd trade this for the real thing    any day.",1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
12,ODO,   I'm sure Morn would be touched to    hear you say that.,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
13,DAX ,        Morn?,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
14,ODO,   It's just a hologram.,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
15,QUARK,        You look like you've seen a ghost.,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
16,SISKO,        Turn it off.,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
17,QUARK,   Why?,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
18,SISKO,   We just got word. Morn's cargo    ship was caught in an ion storm.,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
19,BASHIR,   Is he all right?,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
20,O'BRIEN,   Was he rescued?,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
21,DAX,       He's dead...,1    INT. QUARK'S BAR (OPTICAL),QUARK'S BAR,INT.,,1997-10-28,Deep Space Nine
22,BASHIR,   Didn't you bring anything?    (off O'Brien's blank     look)    For the memorial service.,OA   INT. PROMENADE,PROMENADE,INT.,,1997-10-28,Deep Space Nine
23,O'BRIEN,   I didn't know I was supposed to.,OA   INT. PROMENADE,PROMENADE,INT.,,1997-10-28,Deep Space Nine
24,BASHIR,   It's Lurian custom to bring gifts    of food and drink for the deceased --    so they'll have something to    sustain them in the afterlife.,OA   INT. PROMENADE,PROMENADE,INT.,,1997-10-28,Deep Space Nine
25,O'BRIEN,        Maybe I can get something in    Quark's. I hate to think of the    big fella going without.,OA   INT. PROMENADE,PROMENADE,INT.,,1997-10-28,Deep Space Nine
26,WORF,   Morn was an excellent sparring    partner. I will miss our weekly    combat in the holosuites.,OA   INT. PROMENADE,PROMENADE,INT.,,1997-10-28,Deep Space Nine
27,DAX,   I can't believe he's really gone.,OA   INT. PROMENADE,PROMENADE,INT.,,1997-10-28,Deep Space Nine
28,WORF,   I didn't realize he was such a   close friend.,OA   INT. PROMENADE,PROMENADE,INT.,,1997-10-28,Deep Space Nine
