,character,quote,scene,location,view,episode,date,series
0,QUARK,   It's a trick.,1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
1,BASHIR,   Of course it's a trick. But do    you know how she did it?,1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
2,QUARK,   She probably had the egg beamed    directly into her mouth from one    of the transporters.,1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
3,DAX,"   Actually, one of my previous hosts    used to dabble in sleight of hand.",1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
4,BASHIR,"   Tobin, by any chance?",1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
5,DAX,   That's right.,1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
6,BASHIR,"   He sounds like the type.    Painfully shy, introverted, a    certain lack of confidence... just    the kind of person who would begin    looking for ways to dazzle people    with his ""magical"" abilities.",1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
7,QUARK,"    (still thinking about     the trick)    She swallowed the egg before she    came into the bar. Then she    regurgitated it on cue. Quite    disgusting, actually.",1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
8,DAX,   Wrong again.,1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
9,SISKO,"   Sisko to Dax. I'd like to see you    in my office, commander.",1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
10,DAX,"        On my way, Benjamin.        Don't worry, Quark. I'm sure    you'll figure it out eventually.",1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
11,DAX,        Hmm... no wonder you can't figure    it out.,1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
12,QUARK,        What?,1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
13,DAX,   Your head's full of latinum.,1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
14,BASHIR,   Ladies and gentlemen: The Amazing    Jadzia Dax!,1    INT. QUARK'S,QUARK'S,INT.,,1995-08-30,Deep Space Nine
15,SISKO,   Have a seat.,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
16,SISKO,        A Trill science team is on its way    to the station. They're coming to    conduct field tests on an    experimental technique for    creating artificial wormholes.,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
17,DAX,   Sounds interesting.,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
18,SISKO,   It's an important project and I've    agreed to let them use the Defiant    for their experiments.        But I thought you should know that    the leader of the Trill science    team... is Doctor Lenara Kahn.,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
19,DAX,   Kahn? Lenara... Kahn?,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
20,SISKO,   That's right.        You have about three months worth    of leave accumulated. Why don't    you take some of it? We can get    along without you for a while.,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
21,DAX,        Am I that dispensable around here?,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
22,SISKO,        We won't even notice you're gone.,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
23,DAX,   No. I'll stay.  I can handle it.,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
24,SISKO,   You sure?,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
25,DAX,   I'm sure. I've never let my past    lives interfere with my job and    I'm not going to start now. I'll    be fine.,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
26,SISKO,   Okay.,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
27,DAX,   But thanks for giving me the    option.,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
28,SISKO,   Any time... old man.,2    INT. CAPTAIN'S OFFICE,CAPTAIN'S OFFICE,INT.,,1995-08-30,Deep Space Nine
29,DAX,   They... just finished docking.,4    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1995-08-30,Deep Space Nine
30,KIRA,   Something wrong?,4    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1995-08-30,Deep Space Nine
31,DAX,   No.,4    INT. AIRLOCK CORRIDOR,AIRLOCK CORRIDOR,INT.,,1995-08-30,Deep Space Nine
