,character,quote,scene,location,view,episode,date,series,file
0,DAX,   Sell at twenty.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
1,QUARK,   Is that a joke?,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
2,DAX,   Do I look like I'm joking?,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
3,QUARK,   Evade.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
4,WORF,   She has him.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
5,O'BRIEN,   She's down fifty strips.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
6,WORF,   Not for long.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
7,O'BRIEN,   What makes you so sure?,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
8,WORF,        Jadzia... is playing a very deep   game. Her strategy will become    apparent any moment now.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
9,O'BRIEN,"   I see.        You don't have any idea how this    game is played, do you?",2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
10,WORF,   No. But I've developed a new    appreciation for it.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
11,O'BRIEN,   Since when?,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
12,WORF,   Since I married a tongo player.        And I am certain of one thing --    Jadzia will defeat that... Ferengi    bartender.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
13,O'BRIEN,"   I don't know about that. Quark's    on a roll. In the last month,    he's won two hundred and six    straight games.",2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
14,WORF,   Would you care to... make a wager    on the outcome?,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
15,O'BRIEN,   I wouldn't want to bet against a    man's wife.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
16,WORF,    ,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
17,O'BRIEN,       Name your stakes.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
18,WORF,   A bottle of bloodwine against a    bottle of scotch whiskey.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
19,O'BRIEN,   Done.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
20,DAX,   A sale at fifty... and I'm buying    at one hundred.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
21,QUARK,   Pretty big talk for a woman who's    lost fifty strips.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
22,DAX,   Afraid I can't cover my bets?,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
23,QUARK,   Perish the thought. I just hate    to kick someone when they're down.         I'll buy at a hundred. And    confront.,2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
24,DAX,"   Well, if you're going to kick me,    I'm going to have to kick back.",2    INT. QUARK'S,QUARK'S,INT.,Change of Heart,1997-12-12,Deep Space Nine,540.txt
