,character,quote,scene,location,view,episode,date,series,file
0,MARDAH,   Dabo!,1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
1,MARDAH,   You're not leaving?,1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
2,HIGH ROLLER,   Well...,1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
3,MARDAH,       Come on... aren't you feeling...    lucky?,1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
4,HIGH ROLLER,   All right... one more time.  Let it    ride.,1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
5,HIGH ROLLER,   I love this game.,1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
6,MARDAH,"       ""I love this game.""",1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
7,MARDAH,   Oh... Karjinko.  Sorry.,1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
8,HIGH ROLLER,   Wait a minute there... my name's    Okalar... what's yours?,1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
9,MARDAH,"   ""Busy.""",1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
10,JAKE,       You... are evil.,1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
11,MARDAH,"       Who, me?",1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
12,JAKE,   He was going to walk away a winner...,1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
13,MARDAH,"   The first rule of dabo is watch the    wheel, not the girl.",1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
14,JAKE,"       ""... the wheel, not the girl.""",1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
15,MARDAH,"   Not to mention the fact that Quark    was watching me every second... if I    didn't at least try to keep that    money in the house, he would've fired    me on the spot.       And, you're a fine one to talk after    hustling that poor Berellian at dom-   jot yesterday.",1    INT. QUARK'S,QUARK'S,INT.,The Abandoned,1994-08-30,Deep Space Nine,452.txt
