,character,quote,scene,location,view,episode,date,series,file
0,BASHIR ,   Chief Medical Officer's Log:   Stardate 52645.7. Colonel Kira   and Garak have brought Odo back   to the station for treatment.,1    EXT. SPACE - DEEP SPACE NINE (OPTICAL),SPACE - DEEP SPACE NINE,EXT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
1,BASHIR ,"   However, despite my best efforts,   I have yet to make any progress   in finding a cure for the   changeling disease.",2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
2,ODO,   How long do I have?,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
3,BASHIR,   I can't be sure.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
4,ODO,   You can make an educated guess.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
5,BASHIR,"   Yes... but first, I'm going to   try to slow down the progress of   the disease with a series of   nadion bursts combined with --",2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
6,ODO,"   I want a time-frame, Doctor.",2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
7,BASHIR,"   A week. With the nadion therapy,   maybe two.",2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
8,ODO,   Thank you. I want to see Kira   now.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
9,BASHIR,"   Let me emphasize again, that I   have not given up hope and it's   very important that you not give   up either.",2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
10,ODO,"   Understood. Now, let me see   Kira.",2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
11,KIRA,   How do you feel?,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
12,ODO,   Better.    ,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
13,KIRA,   Good.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
14,ODO,   You should be going soon.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
15,KIRA,   I'm not going anywhere. Garak   and Damar can lead the rebellion   without me.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
16,ODO,"   Damar needs someone who's   actually fought with a resistance   movement. That's you, not Garak.",2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
17,KIRA,   I'm not leaving until I know   you're going to be --,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
18,ODO,   I want you to leave.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
19,KIRA,   Why? ,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
20,ODO,   You watched Bariel die in this   very room and I know how that's   haunted you. I don't want your   last memory of me to be...   witnessing my death.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
21,KIRA,   Shouldn't that be my choice?,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
22,ODO,"   Maybe it should. Maybe I'm being   selfish telling you all the   things I want, but... I don't   want the last thing I see to be a   look of pain in your eyes.",2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
23,KIRA,   You'd be surprised how well I can   hide my feelings when I need to.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
24,ODO,"   Not from me. You have to go,   Nerys.",2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
25,KIRA,   All right.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
26,ODO,   I can't be a very pleasant sight.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
27,KIRA,   I don't care how you look.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
28,KIRA,   There's so much to say... I don't   know where to start...,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
29,ODO,   Just say you love me. That's all   I've ever cared about. Then give   me your smile... and go.,2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
30,KIRA,"   I love you, Odo.",2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
31,ODO,"   I love you, Nerys.",2    INT. SURGERY,SURGERY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
32,O'BRIEN,   ... so I forwarded the schematics   of the Breen weapon to Starfleet   Engineering. They should have a   preliminary --,3    INT. INFIRMARY,INFIRMARY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
33,KIRA,       Garak and I should be getting   underway.,3    INT. INFIRMARY,INFIRMARY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
34,GARAK,"   The commander is correct. We   have to evade several Jem'Hadar   patrols in order to reach Damar's   base. If we wait too long, they   might alter their patrol routes.",3    INT. INFIRMARY,INFIRMARY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
35,SISKO,   I see.,3    INT. INFIRMARY,INFIRMARY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
36,O'BRIEN,"   No, sir. I think we have all the   data we need.",3    INT. INFIRMARY,INFIRMARY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
37,SISKO,"   Well, then.    ",3    INT. INFIRMARY,INFIRMARY,INT.,Extreme Measures,1999-03-05,Deep Space Nine,573.txt
