,character,quote,scene,location,view,episode,date,series,file
0,SISKO,"   Station Log.  Stardate 46925.1.  We    have been honored with a visit by a    delegation of Federation ambassadors    on a ""fact-finding"" mission to the    wormhole.  Fortunately I have just    the officer to take them off my hands.",1    EXT. SPACE - DEEP SPACE NINE (OPTICAL),SPACE - DEEP SPACE NINE,EXT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
1,BASHIR,"   I wish there was something I could    do, Ambassador but...",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
2,TAXCO,   Madame ambassador...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
3,BASHIR,"   Madame ambassador... unfortunately,    all the guest quarters on the station    are roughly the same size...",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
4,TAXCO,   Then move me to the crew level.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
5,BASHIR,   All the quarters on the crew level    are currently occupied...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
6,TAXCO,"   Then someone can move... you, for    example...",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
7,VADOSIA,   She did the same thing during the    voyage here.  She's never satisfied...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
8,TAXCO,   At least I didn't bother the Captain    every hour with some new suggestion    on how to run his ship...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
9,VADOSIA,   He welcomed my suggestions... as I'm    sure your Commander Sisko will welcome    them...       ... if we ever get to spend any time    with him.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
10,BASHIR,   Commander Sisko is extremely busy...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
11,VADOSIA,   With what?,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
12,BASHIR,   With...       ... the recalibration sweep.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
13,LOJAL,       What are you recalibrating?,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
14,BASHIR,   ...Everything.  It's a... sweeping...    recalibration of all systems...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
15,LOJAL,"   I cannot speak for the others, but I    would be fascinated to observe this    recalibration, Doctor.",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
16,BASHIR,"   You... would?  After your long trip,    I was thinking perhaps you all might    enjoy stopping by a holosuite... ?",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
17,TAXCO,       Are you actually suggesting we indulge    in one of those disgusting Ferengi    sex programs?,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
18,BASHIR,       No... I... the holosuites are capable    of creating many different...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
19,VADOSIA,       Of course that was what he was    suggesting.       The Arbazan are so sexually    repressed...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
20,TAXCO,   This is outrageous.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
21,BASHIR,   Perhaps we should... all... just get    some rest then...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
22,LOJAL,"   I did not come all this way to rest,    Doctor.  I would like to see your    facility.",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
23,TAXCO,   A first-year officer assigned as our    liaison.  Starfleet command will    hear of this...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
24,BASHIR,"   Ambassador... Madame ambassador, I'm    only...",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
25,LWAXANA,   It's gone!  It's gone!,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
26,BASHIR,"   What's gone, Madame Ambassador?",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
27,LWAXANA,   My latinum hairbrooch.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
28,BASHIR,       Quark!,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
29,LWAXANA,"   I'd just made a third straight cross    and I leaned over the table to pick    up the dice again and I felt someone    brush against me... my God, I've    been wigged...",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
30,QUARK,   What's the problem here?,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
31,BASHIR,   Someone has stolen Ambassador Troi's    latinum hairbrooch.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
32,QUARK,   I'm sorry but as the sign says...    the establishment is not responsible    for the loss of any personal items...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
33,LWAXANA,   Sign?  What sign?,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
34,QUARK,   The one above the door.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
35,BASHIR,   You'd have to stand on the bar to    read it...,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
36,QUARK,   Rules of the house.  I'm very sorry.     Have a nice day.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
37,LWAXANA,"   You're dealing with the daughter of    the fifth house, keeper of the chalice    of Rixx, heir to the holy rings of    Betazed...",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
38,QUARK,"   Aah!  Not my ear, please...",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
39,LWAXANA,"   Yes, I know where it hurts the most,    you little troll.  Now, I want this    room sealed and everyone strip-   searched until my brooch...",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
40,ODO ,   May I be of service?,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
41,BASHIR,"   Yes, thank goodness.       Our security chief, Odo.",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
42,ODO,   What seems to be the problem?,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
43,LWAXANA,"   My hairbrooch has been stolen, it's    been in my family for thirty-six    generations, it's absolutely    priceless, and I want it back.",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
44,ODO,   You're certain you were wearing it    today.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
45,LWAXANA,"   Of course, I'm certain.  I never use    this hair without it.",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
46,ODO,   I see.       You're Betazoid?,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
47,LWAXANA,   Of course.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
48,ODO,   Telepathic.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
49,LWAXANA,   Yes.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
50,ODO,   And you sense no guilt anywhere in    this room?,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
51,LWAXANA,"       No, but Betazoids can't read...    Ferengis...",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
52,ODO,"   Quark has plenty of reasons to feel    guilty, but he usually doesn't have    to resort to petty theft to fleece    his clients.",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
53,QUARK,       Thank you.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
54,ODO,   Empty your pockets.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
55,ODO,   Now!,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
56,ODO,   Since when did you join Starfleet?,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
57,,"   Hey, that's my earring...",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
58,LWAXANA,   That's it... that's my brooch.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
59,LWAXANA,   But how did you know?,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
60,ODO,"   Dopterians are distant relatives of    the Ferengi... it made sense that if    you couldn't read Quark, you might    not be able to read this charming    fellow either.",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
61,LWAXANA,   How perfectly brilliant of you.,2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
62,LWAXANA,"   Doctor, I want to know everything    there is to know about your security    chief...",2    INT. QUARK'S,QUARK'S,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
63,O'BRIEN,"   Computer, is the diagnostic on the    fusion powerplant finished yet?",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
64,COMPUTER,   Affirmative.  The fusion powerplant    is operating within normal    parameters...,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
65,O'BRIEN,   What are you talking about...       It's thirteen percent below normal.,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
66,COMPUTER,   Cardassian specifications accept    operating efficiency within twenty    percent.,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
67,O'BRIEN,"   Well, I don't.       Anara...",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
68,ANARA,   Yessir.,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
69,O'BRIEN,       How much do you know about the carbon    reaction chambers... ?,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
70,ANARA,   I've learned a little about laser-   induced fusion... not much more than    the basics...,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
71,O'BRIEN,"   It's a bloody inefficient system and    if I could, I'd trade it in for a    Federation model tomorrow.  But it's    all we've got.  Do me a favor and    just keep an eye on the exhaust plasma    temperature...",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
72,O'BRIEN,"   Computer, increase deuterium flow by    five percent to reaction chamber    two...",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
73,COMPUTER,   Procedure is not recommended.,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
74,O'BRIEN,"   Listen, I've had enough of your    opinions, computer, just do it.",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
75,COMPUTER,"   Procedure is not recommended.  Consult    Cardassian operational guidelines,    paragraph two-fifty-four-A, now on    screen.",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
76,O'BRIEN,"   I don't want to read your tech manual,    dammit.  Fine.  We'll do it ourselves.",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
77,O'BRIEN,   Re-initializing reactor two...    directing plasma stream to conduits    one forty-three... one-forty-four...    and one forty --,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
78,ANARA,    ,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
79,O'BRIEN,"   What?  Computer, analyze reactor two    failure...",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
80,COMPUTER,   Reactor two was shut down after    sensors detected a potential overload    of the carbon reaction chambers.,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
81,O'BRIEN,   That's it.  That's the straw.,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
82,SISKO,"   Relax, Chief.  It's just a computer.",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
83,O'BRIEN,"   She's no computer, sir.  She's my    arch enemy.",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
84,SISKO,"   You've got it working just fine, as    far as I can tell.",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
85,O'BRIEN,"   Fine?  Commander, with all due    respect, as an engineer, I couldn't    look at myself in the mirror if I    let this computer continue to perform    as it does now.  I really need to do    a root canal.",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
86,SISKO,   Root canal?,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
87,O'BRIEN,"   Engineering shorthand, sir.  I'm    gonna have to get into her guts and    rebuild her from the ground up.",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
88,SISKO,   How long will that take?,6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
89,O'BRIEN,"   Well, I'm still not all that familiar    with Cardassian technology... but    I'd guess no more than... oh, two,    three years.",6    INT. OPS (VPB),OPS,INT.,The Forsaken,1993-03-04,Deep Space Nine,417.txt
