,character,quote,scene,location,view,episode,date,series,file
0,SISKO,"   Hey, Jake.       What's all this?",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
1,JAKE,   My science project.  I'm growing    Bajoran katterpods to find out which    hybrid yields the biggest root.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
2,SISKO,       That's it?  You're just going to    watch them grow?,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
3,JAKE,"   Yeah.  Pretty neat, huh?",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
4,SISKO,   Not bad... But don't you think it's    a little...    (trying to be     diplomatic)   Low tech.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
5,JAKE,"   I'm a low tech kind of guy, dad.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
6,SISKO,   I still think you can do something a    little more challenging.       If you could do any science project    you wanted... anything at all...    what would it be?,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
7,JAKE,    (knows this is a long     shot)   Learn how to pilot a runabout?,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
8,SISKO,"   That's not really a science project,    is it?  What's your second choice?",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
9,JAKE,       Visit the Gamma Quadrant?,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
10,SISKO,       What would you do once you got there?,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
11,JAKE,   I don't know... I could... do a    planetary survey?,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
12,SISKO,   That's not bad.       All right.  Let's do it.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
13,JAKE,       Really?,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
14,SISKO,   It'll be like a vacation.       A working vacation.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
15,JAKE,"   That's fantastic.  Thanks, Dad.  I    bet we'll have a great time.",1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
16,SISKO,   I know we will.,1    INT. SISKO'S QUARTERS,SISKO'S QUARTERS,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
17,KIRA,"       Let's see, we have a Bolian freighter    due in the day after tomorrow...    we'll be outfitting another group of    settlers leaving for New Bajor...       I hear the colony's new irrigation    system is something to see.  When    you get to the Gamma Quadrant, you    should take a look.",2    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
18,SISKO,   Not this trip.  I really want to    spend some time alone with Jake.       When's the Odyssey due back from the    Cardassian border?,2    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
19,KIRA,       Three days.,2    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
20,SISKO,       It's a shame I'll have to miss your    reunion with Captain Keogh.,2    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
21,DAX,"       I'm seven times as old as Keogh, and    he treats me like some kind of...",2    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
22,SISKO,       Lieutenant?,2    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
23,DAX,   Don't you find him just a little    arrogant?,2    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,The Jem'Hadar,1994-04-11,Deep Space Nine,446.txt
