,character,quote,scene,location,view,episode,date,series
0,GARAK,"   It's Doctor Bashir, isn't it?  Of    course it is.  May I introduce myself?",2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
1,BASHIR,"   Uh... yes, yes of course.",2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
2,GARAK,"       My name is Garak; Cardassian by birth,    obviously.  The only one of us left    on the station, as a matter of fact.     So I do appreciate making new friends    when I can.  You are new to the    station, I believe.",2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
3,BASHIR,"       I am, yes...",2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
4,BASHIR,   Though... though I understand you've    been here quite a while.,2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
5,GARAK,"   Ah, you know of me, then.",2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
6,BASHIR,   Would you care for some of this    Tarkalean tea?  It's very good.,2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
7,GARAK,   What a thoughtful young man.  How    nice that we've met.,2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
8,BASHIR,   You know... there are some who say    you've remained on DS Nine as the...    eyes and ears of your fellow    Cardassians...,2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
9,GARAK,"   You don't say.  Doctor, you're not    intimating that I'm considered some    sort of... ""spy,"" are you?",2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
10,BASHIR,"       I wouldn't know, Sir.",2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
11,GARAK,"   Ah!  An open mind.  The essence of    intellect.       As you may also know, I have a    clothing shop nearby, so... If you    should require any apparel, or merely    wish, as I do, for a bit of enjoyable    company now and then, I'm at your    disposal, Doctor.",2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
12,BASHIR,"   You're very kind, Mister Garak.",2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
13,GARAK,"   Oh, it's just Garak.  Plain, simple    Garak.  And now, good day to you,    Doctor... I'm so glad to have made    such an interesting new friend today.",2    INT. PROMENADE REPLIMAT,PROMENADE REPLIMAT,INT.,,1992-10-05,Deep Space Nine
14,BASHIR,    (trying to suppress     excitement)   You'll never believe who just sat    down next to me at the replimat...,3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
15,O'BRIEN,"   Major, upper pylon three will be    shut down for maintenance for forty-   eight hours...",3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
16,BASHIR,   The spy!,3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
17,BASHIR,   Garak... the Cardassian...,3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
18,SISKO,"   We don't know for a fact that Garak's    a spy, Doctor...",3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
19,BASHIR,"   He's a spy... you should have heard    him... introduced himself and struck    up a conversation, just like that...    he was making contact with me...    with me of all people...",3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
20,DAX,"       What do you think he might want from    you, Julian?",3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
21,BASHIR,"   I don't know.  Federation medical    secrets...       ... rest assured they're safe with    me, Commander.",3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
22,SISKO,"   I'm sure they are, Doctor Bashir...",3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
23,BASHIR,"   In fact... Chief O'Brien, I think    you should place a monitoring device    on me...",3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
24,BASHIR,       Just in case... he is... up to    something.,3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
25,SISKO,"   I don't think that'll be necessary,    Doctor... just be very cautious when    you're around...",3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
26,KIRA,       Commander?  We've got a small craft    taking evasive action... Cardassian    war vessel in pursuit.,3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
27,SISKO,   On screen.,3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
28,KIRA,   That's Bajoran!  That damned    Cardassian's firing at a Bajoran    scout ship in Bajoran space!,3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
29,SISKO,   Mister O'Brien?,3    INT. OPS,OPS,INT.,,1992-10-05,Deep Space Nine
