,character,quote,scene,location,view,episode,date,series
0,KIRA ,"   First Officer's Log, Stardate 48521.5.     Odo and I are returning to Deep Space    Nine after reviewing security    procedures at Prophet's Landing, the    Bajoran Colony closest to the    Cardassian Border.",1    EXT. SPACE (OPTICAL),SPACE,EXT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
1,KIRA,   Those orbital sensor platforms should    give the colonists plenty of advanced    warning in case the Cardassians ever    decide to violate the new treaty.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
2,ODO,       Hopefully.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
3,KIRA,   How did your meeting with Security    Chief Bemar go?,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
4,ODO,   Fine.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
5,KIRA,       I assume he was properly impressed    by the depth of your expertise.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
6,KIRA,"   Odo, is something bothering you?",2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
7,ODO,   What makes you say that?,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
8,KIRA,"   For one thing, you haven't said more    than five words to me since we left    Prophet's Landing.",2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
9,KIRA,"   Look, if I've done something to offend    you I wish you'd tell me what it is.",2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
10,ODO,   It's nothing.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
11,KIRA,   No.  It's something.  So you might    as well talk about it.  It might    make you feel better.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
12,KIRA,   Nevermind.  Forget I asked.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
13,ODO,   It's not important.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
14,KIRA,   Whatever you say.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
15,ODO,   It's certainly not worth making an    issue about.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
16,KIRA,   I'm glad to hear it.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
17,ODO,   It's just... when Governor Avesta    invited us to dinner at his house...,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
18,KIRA,   Go on.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
19,ODO,   You said no.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
20,KIRA,       And?,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
21,ODO,       You never bothered to ask me if I    wanted to go.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
22,KIRA,   You wanted to go to dinner at the    governor's house?,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
23,ODO,   Not particularly.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
24,KIRA,   Then what's the problem?,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
25,ODO,   The problem is... you never asked    what I wanted.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
26,KIRA,   I'm sorry... I just thought that you    wouldn't want to go.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
27,ODO,   How could you know for certain if    you never asked?,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
28,KIRA,"   Odo... you don't eat!       Besides, you hate socializing with    people you don't know.",2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
29,ODO,"   That's beside the point.  I would've    liked to have been consulted, that's    all.",2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
30,KIRA,"   You're right.       Next time we're invited to dinner,    I'll let you be the one to say no.",2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
31,ODO,   I'd appreciate that.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
32,KIRA,"       Hold on, I'm picking up a wide band    subspace transmission from a Lissepian    supply ship.  They were just attacked    by a Maquis interceptor.",2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
33,ODO,"   Long range sensors are detecting a    modified Peregrine Class courier    ship, lightly armed, one man crew,    bearing two-six-eight mark three-oh-   one.",2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
34,KIRA,   The Maquis use Peregrine Class courier    ships.       The Lissepians didn't sustain any    serious damage.  I'm going after    him.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
35,ODO,   Right.,2    INT. MEKONG,MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
36,O'BRIEN,   O'Brien to Sisko.,4    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
37,SISKO,   Go ahead.,4    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
38,O'BRIEN,"   Commander, there's... someone here    to see you.",4    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
39,SISKO,   Who is it?,4    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
40,O'BRIEN,"    (can't believe it     himself)   It's... Nog, sir.",5    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
41,SISKO,       Nog.,5    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
42,NOG,   Tell him it's urgent.,5    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
43,O'BRIEN,       He says it's urgent.,5    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
44,SISKO,       Send him in.,5    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
45,NOG,       I told you he'd see me.,5    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
46,NOG,"   Commander, first let me express my    most sincere thanks for allowing me    to speak with you.",6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
47,SISKO,   You're welcome.  Now what's this all    about?,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
48,NOG,   I wanted to give you... this.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
49,NOG,   Open it.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
50,SISKO,   What's this?,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
51,NOG,   It's latinum.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
52,SISKO,   I know it's latinum.  Why are you    giving it to me?,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
53,NOG,   Yesterday I completed the Ferengi    Attainment Ceremony.       I'm an adult.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
54,SISKO,   Congratulations.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
55,NOG,   Thank you.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
56,SISKO,       But that still doesn't explain this.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
57,NOG,"   It's my life's savings.  According    to Ferengi Bylaws, section one-oh-   five, subparagraph ten, upon reaching    adulthood, Ferengi males must purchase    an apprenticeship from a suitable    role model.       I choose you.",6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
58,SISKO,   You want to be my apprentice?,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
59,NOG,   That's right.  I want to be the first    Ferengi in Starfleet.  Now who do I    see about getting a uniform?,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
60,SISKO,"   Nog, I'm afraid it doesn't work that    way.  We don't just give Starfleet    uniforms to anyone.",6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
61,NOG,   I understand.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
62,NOG,"   But a man of your stature could    undoubtedly arrange something.  One    day, I plan on being a commander    just like you.",6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
63,SISKO,"   Nog, if you want to be a Starfleet    Officer, you have to attend the    Academy.",6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
64,NOG,    (thinks about it for     a beat)   All right.  Where do I sign up?,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
65,SISKO,"   It's not that simple.  As a non-   Federation citizen, you need a letter    of reference from a command level    officer before you can even take the    entrance exam.",6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
66,NOG,"   A command level officer?  You mean,    like you?",6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
67,SISKO,   Yes.  Like me.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
68,NOG,   Perfect.  Is it a form letter or    would you like me to help you write    it?,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
69,SISKO,   Tell me Nog... why do you want to    join Starfleet?  Why not serve aboard    a Ferengi ship?,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
70,NOG,"   Are you saying that, as a Ferengi,    I'm not good enough to join Starfleet?",6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
71,SISKO,   Not at all.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
72,NOG,   Then you'll write the letter.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
73,SISKO,   I'll think about it.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
74,NOG,"   Thank you, Commander.  I know you'll    make the right decision.",6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
75,SISKO,   Hold on.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
76,SISKO,       Aren't you forgetting something?,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
77,NOG,   Keep it.  Consider it a token of my    appreciation.,6    INT. COMMANDER'S OFFICE,COMMANDER'S OFFICE,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
78,KIRA,"   I don't know what the Maquis have    done to that ship's engines, but    it's fast.",8    INT. MEKONG (VPB),MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
79,ODO,   Not fast enough.  We're closing on    him.,8    INT. MEKONG (VPB),MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
80,KIRA,   We'd better catch him soon.  We're    entering the Badlands.,8    INT. MEKONG (VPB),MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
81,ODO,   Clever.  He probably knows this    territory a lot better than we do.,8    INT. MEKONG (VPB),MEKONG,INT.,STAR TREK: DEEP SPACE NINE,1994-11-17,Deep Space Nine
