,character,quote,scene,location,view,episode,date,series
0,GARAK,"   If I had known what I was walking    into, I never would've gone.",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
1,DAX,"   It was your idea to attend the    conference in the first place,    Garak.",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
2,GARAK,   I thought the Bajorans would be    grateful to hear someone provide    them with an opposing    philosophical view.,2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
3,DAX,"   ""Opposing view?"" Garak, you were    trying to defend the military    occupation of their world. How    grateful did you think they would    be?",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
4,GARAK,   My understanding was that this    conference was supposed to be an    examination of the occupation from    a dispassionate historical    perspective.,2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
5,GARAK ,"   But instead, everyone went out of    their way to dismiss virtually    everything I had to say.",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
6,SISKO,"   I thought the Bajorans bent over    backwards to be polite to you,    Garak.",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
7,GARAK,"   Giving me a name tag that said,    ""Elim Garak -- Former Cardassian    Oppressor"" was hardly polite.",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
8,DAX,"   What did you want it to say?    ""Former Spy?""",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
9,GARAK,"   What I would've liked was less    posturing and more debate. It's    clear to me now that the Bajorans   aren't really interested in    discovering historical truth    so much as they are in promoting the    myths and legends of the ""glorious    Resistance.""",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
10,DAX,   Odo wasn't a member of the    Resistance and he attracted a fair    amount of attention.,2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
11,GARAK,"       Yes, it seems you have quite a fan    club on Bajor. I half expected    you to be signing autographs at    the end.",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
12,DAX,"   Don't let him get to you, Odo.    You should be proud of what you    did during the Occupation.",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
13,ODO,"   I have nothing to be proud of. I    tried to... bring order to a    chaotic situation, that's all.",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
14,SISKO,"   Give yourself some credit,    Constable. Keeping order in the    middle of the Occupation would be    a tough job for anyone. But you    not only did it -- you did it by    earning the trust of both sides.",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
15,DAX,"   What was it the Moderator said?        ""You may have worked for the    Cardassians, but your only master    was Justice.""",2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
16,SISKO,   And a legend is born.,2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
17,GARAK,   I may be ill.,2    INT. RUNABOUT,RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
18,OKALA,       Sir -- Captain Sisko's runabout is    approaching the station.,4    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
19,WORF,   Very well. Clear them for docking    on Landing Pad One.,4    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
20,OKALA,"   Aye, sir.",4    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
21,OKALA,"   Commander, something's wrong.    They're not responding, and    sensors show unusual EM signatures    along their hull.",4    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
22,OKALA,       The runabout's on auto-pilot...,4    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
23,WORF,   Lifesigns?,4    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
24,OKALA,   Four... very weak.,4    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
25,WORF,       Disengage the auto-pilot and bring    the ship to within transporter    range.    ,4    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
26,WORF,        Check the aft compartment.,6    INT. RUNABOUT (OPTICAL),RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
27,BASHIR,   He's alive... but there's an    excess of neural energy in his    cerebral cortex...,6    INT. RUNABOUT (OPTICAL),RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
28,WORF,   What does that mean?,6    INT. RUNABOUT (OPTICAL),RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
29,BASHIR,   I'm not sure...,6    INT. RUNABOUT (OPTICAL),RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
30,WORF,   Can you revive them?,6    INT. RUNABOUT (OPTICAL),RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
31,BASHIR,"   I'm not sure of that, either...",6    INT. RUNABOUT (OPTICAL),RUNABOUT,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
32,BELAR,       Show some dignity.,9    INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
33,BELAR,       Look at you -- no wonder the   Cardassians think we're animals.       Get up! Get up!,9    INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
34,SISKO,   Who... who are you?,9    INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
35,BELAR,"       If you're going to spend the night   taking chemicals, stay off the   Promenade. We don't need another   cleansing today.",9    INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
36,ODO,       It can't be...,9    INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
37,DAX,   What happened... ?,9    INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
38,SISKO,   Not here.,9    INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
39,GARAK,   I couldn't agree more.,9    INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
40,BASHIR,   There's a high level of neural    activity... which suggests their    conscious minds are active... but    there's no response to any    external stimuli.,12   INT. DEEP SPACE NINE - SURGERY,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
41,BASHIR,       What's the word on the runabout?,12   INT. DEEP SPACE NINE - SURGERY,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
42,WORF,   We've found preliminary    indications that the ship    encountered a class two plasma    storm which irradiated the vessel.,12   INT. DEEP SPACE NINE - SURGERY,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
43,BASHIR,"   Computer, are current neural    readings for subjects Sisko, Odo,    Dax and Garak consistent with the    effects of encountering a class    two plasma storm?",12   INT. DEEP SPACE NINE - SURGERY,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
44,COMPUTER,   There are no recorded causal    relationships between plasma    storms and specified neural    readings.,12   INT. DEEP SPACE NINE - SURGERY,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
45,BASHIR,"   None? Computer, how many medical    records are there on space plasma    phenomena?",12   INT. DEEP SPACE NINE - SURGERY,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
46,COMPUTER,"   Five thousand, twenty-one.",12   INT. DEEP SPACE NINE - SURGERY,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
47,BASHIR,"   So we're dealing with a fairly    common phenomenon, having an   uncommon effect on our people.",12   INT. DEEP SPACE NINE - SURGERY,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
48,WORF,   The runabout is still being    analyzed. They may have more    information soon.,12   INT. DEEP SPACE NINE - SURGERY,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
49,BASHIR,   Good. In the meantime... I have    some reading to do.,12   INT. DEEP SPACE NINE - SURGERY,DEEP SPACE NINE,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
50,SISKO,   This is Terok Nor... D.S. Nine    during the occupation.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
51,DAX,   Time travel?,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
52,GARAK,   It's more than that. Our clothes    have changed.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
53,ODO,       Could we be in a holosuite?,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
54,SISKO,"       Computer, end program.",13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
55,SISKO,   Let's assume that's a no for the    moment.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
56,DAX,   Benjamin... we're not attracting    any attention.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
57,SISKO,       And we should be.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
58,SISKO,"       Humans, Trills and changelings    didn't just stroll through Terok    Nor unnoticed.",13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
59,GARAK,   I should be getting some attention    too... we're in the Bajoran    sector... Cardassians weren't    exactly welcome here.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
60,GARAK.,       Out of my way.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
61,GARAK,"   A Bajoran would never touch a    Cardassian during the Occupation.    At least, not publicly.",13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
62,SISKO,   I don't think they see you as a    Cardassian. And I'm beginning to   think they don't see any of us    as who we really are.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
63,GARAK,   The clothes we're wearing are    Bajoran... and they're treating    us like Bajorans...,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
64,SISKO,"   Maybe they see us as Bajorans.    Any theories, old man?",13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
65,DAX,       Some kind of... cross-dimensional    transfer? Our conscious minds    might've been moved through time    and space into the bodies of four    Bajorans on Terok Nor.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
66,GARAK,   But then why do we still see each    other as we really are instead of    as Bajorans?,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
67,DAX,   I just ran out of speculation.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
68,SISKO,   The last thing I remember was...    sitting in the runabout...,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
69,DAX,   There was a plasma anomaly on the    sensors... and then I heard this    sound...,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
70,GARAK,"   No, not a sound -- more like a    strong vibration...",13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
71,SISKO,   I remember. Odo?,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
72,ODO,       I don't recall.    ,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
73,GARAK,   Then I suggest we go directly to    the authorities and explain our    situation.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
74,ODO,       Garak...,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
75,GARAK,   I have knowledge of certain...    security codes that should be    sufficient to prove that I am in    fact a Cardassian even if their    eyes say otherwise. I can always    say that I'm an undercover    operative posing as a Bajoran and --,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
76,ODO,"   Captain, the authorities on Terok    Nor will not be looking for    reasons to help us. They'll be    looking for a reason to    interrogate us, and believe me,    you do not want to be interrogated    by the Cardassians.",13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
77,SISKO,   I tend to agree with the    constable. If they should    discover that we're actually from    the future --,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
78,DAX,       Dukat's on the second level.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
79,SISKO,   Let's move on.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
80,SISKO,       Odo.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
81,SISKO,       Who was that?,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
82,ODO,   I... don't know.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
83,GARAK,   You should. He was your    predecessor.,13   INT. TEROK NOR - PROMENADE GHETTO,TEROK NOR,INT.,STAR TREK: DEEP SPACE NINE,1996-09-19,Deep Space Nine
