,character,quote,scene,location,view,episode,date,series,file
0,JAKE,"   Dad, there's something I've been    wanting to say to you for a long    time.  And now that I finally have    the chance, I'm going to make it    short and simple...",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
1,JAKE,"   Congratulations, Captain Sisko.",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
2,KIRA,"       Now that you have another pip on    your collar, does that mean I can't    disagree with you anymore?",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
3,SISKO,       No.  It just means I'm never    wrong.,1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
4,KIRA,   We'll see about that.,1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
5,DAX,"       Curzon would've been proud of you,    but not as proud as I am.",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
6,SISKO,"   That means a lot to me, Dax.",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
7,ODO,"       Though I don't fully understand this    humanoid obsession with rank and    title, if anyone deserves to be    promoted, it's you.",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
8,EDDINGTON,"   Well, as someone who is obsessed    with rank and title...       Congratulations, captain.",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
9,O'BRIEN,"   That goes for me, too.  It's about    time.",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
10,QUARK,   This calls for a toast.,1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
11,BASHIR,"       That better not be from a replicator,    Quark.",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
12,QUARK,"   Chateau Cleon, twenty-three-oh-three.       I already put it on your account.",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
13,JAKE,   Can I?,1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
14,SISKO,   I guess a sip wouldn't hurt.,1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
15,BASHIR,       Chief?,1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
16,O'BRIEN,"   To the newest, and best captain in    Starfleet... All I can say is...       It's about time.",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
17,SISKO,       That's enough.,1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
18,SISKO,"   Thank you for coming, Ambassador.",1    INT. WARDROOM,WARDROOM,INT.,The Adversary,1995-04-07,Deep Space Nine,472.txt
