,character,quote,scene,location,view,episode,date,series,file
0,WORF,       E-cha!,1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
1,DAX,       Movek.       Okay. I see your point. The   mek'leth does have its advantages.   But I still say that the longer   reach of the bat'leth is usually   the deciding factor.,1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
2,WORF,"   That is the classic argument.   However, I find that using a large   and intimidating weapon like a   bat'leth often leads to...    overconfidence.",1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
3,DAX,       So you think I was overconfident?,1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
4,WORF,   You were overconfident. You   thought that by... distracting me   with your outfit you would gain an   advantage.,1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
5,DAX,   My outfit... ?,1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
6,WORF,"       I... I thought that... I mean,   assumed that you were...",1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
7,DAX,   You thought I wore this... for   you? Talk about overconfidence.,1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
8,DAX,   Worf. E-cha.,1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
9,WORF,   Movek.,1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
10,DAX,"   But in my own defense, I will say   that you try your own tactics of   distraction. All that shouting   and growling you do.",1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
11,WORF,   I am only vocalizing my --,1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
12,ODO,   Odo to Worf.,1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
13,WORF,       Worf here.,1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
14,ODO,"   Please report to Airlock Five,   Commander. There's a Klingon here   who's demanding to see you.",1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
15,WORF,"       On my way. Computer, exit.",1    INT. HOLOSUITE - CAVES,HOLOSUITE,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
16,KURN,       Stay back... you... you miserable   koruts...,2    INT. AIRLOCK/CORRIDOR,AIRLOCK/CORRIDOR,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
17,ODO,   Easy... none of us koruts are   going to hurt you...,2    INT. AIRLOCK/CORRIDOR,AIRLOCK/CORRIDOR,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
18,WORF,   Kurn!,2    INT. AIRLOCK/CORRIDOR,AIRLOCK/CORRIDOR,INT.,The Sons of Mogh,1995-12-06,Deep Space Nine,487.txt
