,character,quote,scene,location,view,episode,date,series,file
0,VIC,"   Hey, it's been four hundred years    but that little number still works    for me.",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
1,BASHIR,   Isn't he incredible?,1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
2,WORF,   I prefer Klingon Opera.,1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
3,BASHIR,"       C'mon, I'll introduce you.",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
4,KIRA,   To a hologram?,1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
5,ODO,"   Doctor, is this absolutely    necessary?",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
6,BASHIR,"        Trust me, he's not like any    hologram you've ever met.",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
7,BASHIR,"   That was brilliant, Vic. Really, terrific.",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
8,VIC,"   Thanks, Doc.        I know what you're thinking -- he has    pretty sweet pipes for a light bulb.",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
9,DAX,   Light bulb?,1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
10,VIC,"   That's what I am, right? A    collection of photons and    forcefields... you know, your basic    heuristic, fully interactive hologram.",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
11,O'BRIEN,        He knows he's a hologram?,1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
12,BASHIR,   Felix designed him that way. He    thought it gave him an attitude that    was appropriate for the era.,1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
13,VIC,"   If you're going to work Vegas in    the sixties, you better know the    score. otherwise, you'll look    like a Clyde.",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
14,KIRA,   A Clyde?,1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
15,VIC,"   You know, a Harvey.",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
16,WORF,   Harvey?,1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
17,VIC,"       A square -- you know what a square    is, right?",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
18,O'BRIEN,   One side of a cube?,1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
19,VIC,        I guess that answers my question.,1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
20,VIC,"    (to Bashir, re: the    group)   Where are your manners, Julian?   Aren't you going to introduce me   to your entourage?",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
21,BASHIR,"   Oh, sorry... Commanders Dax and    Worf --        -- meet Vic Fontaine.",1    INT. HOLOSUITE/LAS VEGAS LOUNGE - NIGHT,HOLOSUITE/LAS VEGAS LOUNGE,INT.,His Way,1998-02-03,Deep Space Nine,544.txt
