,character,quote,scene,location,view,episode,date,series
0,KIRA,   Where do you want me to put this?,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
1,ODO,   Wherever you can find room.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
2,KIRA,   I bet you can't wait to get all    this put together so you can start    shape-shifting around the room    again.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
3,ODO,   I suppose. Though I did enjoy    sleeping in a bed.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
4,KIRA,   Nothing's stopping you from    sleeping in a bed if you want to.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
5,ODO,   Except that now when I'm asleep I    have a tendency to revert to my    gelatinous state and slide onto    the floor.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
6,ODO ,"       The bed goes. I'm a changeling,    not a solid. No sense in    pretending otherwise.",2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
7,KIRA,   Then I guess we can send all this    to storage.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
8,KIRA,       Finding and Winning your Perfect    Mate by Doctor Jennings Rain?,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
9,ODO,   I'll take that.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
10,ODO,"    (feels he owes her an     explanation)   I thought I was going to be a    humanoid for the rest of my life,    and... there were things...",2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
11,KIRA,"   You don't have to explain, Odo.",2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
12,ODO,   I only read the first three    chapters.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
13,KIRA,   Maybe you should finish it.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
14,ODO,   Why waste my time? Romance is for    solids.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
15,KIRA,   You are solid... at least eighteen    hours a day. I'm sure there're    plenty of woman on this station    who'd be interested in you if you    gave them half a chance.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
16,ODO,"   I'll keep that in mind, major.       Right now I'd be satisfied just    getting this room in order.",2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
17,DAX,   Dax to Kira and Odo.,2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
18,ODO,"   Yes, commander.",2    INT. ODO'S QUARTERS,ODO'S QUARTERS,INT.,,1996-11-18,Deep Space Nine
