,character,quote,episode
0,CLARA,   I like to cook all kinds of stuff.   Like yogurt and raisin salad...   chocolate-chip pancakes... and   purple omelettes.,"""Imaginary Friend"""
1,TROI,   Purple omelettes?,"""Imaginary Friend"""
2,CLARA,       You put grape juice in the eggs.   Isabella doesn't like it very much   -- she says it tastes funny.,"""Imaginary Friend"""
3,TROI,   I can see her point...,"""Imaginary Friend"""
4,TROI,   Sugar with your tea?,"""Imaginary Friend"""
5,CLARA,"   Yes, please.","""Imaginary Friend"""
6,TROI,   Isabella... would you like some   too?,"""Imaginary Friend"""
7,CLARA,   Yes. But she takes two cubes.,"""Imaginary Friend"""
8,TROI,   I'll bet Isabella is very pretty.,"""Imaginary Friend"""
9,CLARA,"   She's very, very pretty. She has   blonde hair and a blue dress with   white buttons. Her ears are   pierced. And she's tall.","""Imaginary Friend"""
10,TROI,   Maybe you could draw me a picture.   I'd love to see what she looks   like.,"""Imaginary Friend"""
11,CLARA,   You don't think she's real.,"""Imaginary Friend"""
12,TROI,"   I think she's real for you, Clara.   And that's real enough for me.","""Imaginary Friend"""
13,SUTTER,"       Honey, I think it's time for you   to go. You don't want to keep   Keiko waiting.","""Imaginary Friend"""
14,CLARA,       I have to go plant the nasturtiums   now.       I'm Keiko's helper in the   arboretum today.,"""Imaginary Friend"""
15,TROI,   Is that so?,"""Imaginary Friend"""
16,SUTTER,"       Go ahead, Sweetie. Be home for   dinner.","""Imaginary Friend"""
17,TROI,"   I hope to see you soon, Clara.   Maybe we can be friends.","""Imaginary Friend"""
18,CLARA,   Okay.,"""Imaginary Friend"""
19,CLARA,   Counselor Troi?,"""Imaginary Friend"""
20,TROI,   Yes?,"""Imaginary Friend"""
21,CLARA,   Isabella says she likes you.,"""Imaginary Friend"""
22,TROI,"   Thank you, Isabella.","""Imaginary Friend"""
23,TROI,"   I understand why you're   concerned... but you have nothing   to worry about. It's a normal,   healthy activity for children to   engage in imaginary play.","""Imaginary Friend"""
24,SUTTER,"   I'm just afraid she's not making   real friends. She spends all of   her time with ""Isabella""...","""Imaginary Friend"""
25,TROI,   You've been moving from starship   to starship since Clara was two   years old. Maybe Isabella   provides a constant companion for   Clara. She knows this is one   friend she won't have to leave   behind.,"""Imaginary Friend"""
26,SUTTER,   You're probably right.,"""Imaginary Friend"""
27,TROI,"   Give Clara a chance. As she   learns to make friends on the   Enterprise, she'll probably move   away from her imaginary world.","""Imaginary Friend"""
28,PICARD ,"   Captain's log, stardate 45852.1.   The Enterprise has arrived at   FGC-four-seven -- a nebula which   has formed around a neutron star.   We are eager to investigate this   unique formation.","""Imaginary Friend"""
29,GEORDI,       We've got elevated quantities of   hydrogen... helium... trionium...   but nothing the shields can't   handle.,"""Imaginary Friend"""
30,RIKER,   Shields up.,"""Imaginary Friend"""
31,PICARD,"   Take us in, Ensign. One-quarter   impulse.","""Imaginary Friend"""
32,ENSIGN FELTON,"   Aye, sir.","""Imaginary Friend"""
33,DATA,"   In order to complete the scheduled   observations, the lateral sensors   will require additional processing   time.","""Imaginary Friend"""
34,GEORDI,   We could steal a couple of hours   while they're recalibrating the   thermal interferometery scanner.,"""Imaginary Friend"""
35,DATA,   Will a couple of hours be enough   time to complete the   high-resolution series on the   neutron star?,"""Imaginary Friend"""
36,GEORDI,   No problem. We'll just double   up the main sensor bandwidth.,"""Imaginary Friend"""
37,BEVERLY,"   After dinner, then what?","""Imaginary Friend"""
38,OGAWA,   We went to the holodeck and took   a walk on the Champs Elysees...,"""Imaginary Friend"""
39,BEVERLY,   The neural scanner still seems   a bit off. Let's check the sensor   calibration...,"""Imaginary Friend"""
40,OGAWA,   I'll run a diagnostic...,"""Imaginary Friend"""
41,BEVERLY,   And... ?,"""Imaginary Friend"""
42,OGAWA,   And?,"""Imaginary Friend"""
43,BEVERLY,   After Paris... ?,"""Imaginary Friend"""
44,OGAWA,   He has shore leave next month.   He asked me to go to Risa with   him.,"""Imaginary Friend"""
45,BEVERLY,   No problem. Nurse Davila can   cover for you.,"""Imaginary Friend"""
46,OGAWA,"   I don't know if I'm going, Doctor.   I hear it's a very uninhibited   atmosphere. Personally, I don't   think I'm ready for that kind of   ""fun.""","""Imaginary Friend"""
47,BEVERLY ,   Try to talk him into Telana Minor   instead -- they've got a cruise   down the Jokri River... the   iridescent currents are beautiful.,"""Imaginary Friend"""
48,CLARA,"   See, Isabella... you have to push   your finger into the soil as deep   as you can.","""Imaginary Friend"""
49,CLARA,   The baby seeds are very small...   so we mustn't give them too much   to drink.,"""Imaginary Friend"""
50,CLARA,   Hello? Is somebody there?,"""Imaginary Friend"""
51,ISABELLA,       Hello.,"""Imaginary Friend"""
52,CLARA,   Isabella?,"""Imaginary Friend"""
53,ISABELLA,"   Hello, Clara.","""Imaginary Friend"""
54,CLARA,   Isabella... How come I can see   you?,"""Imaginary Friend"""
55,ISABELLA,   Is something wrong with the way   I look?,"""Imaginary Friend"""
56,CLARA,   No. I've just never seen you   before. Not for real.,"""Imaginary Friend"""
57,ISABELLA,   Well... now you can see me for   real. Doesn't that make you   happy?,"""Imaginary Friend"""
58,CLARA,   Yes... it's wonderful!,"""Imaginary Friend"""
59,ISABELLA,   Can we go now?,"""Imaginary Friend"""
60,CLARA,   We should finish planting the   seeds.,"""Imaginary Friend"""
61,ISABELLA,   I'm tired of planting. Let's do   something else.,"""Imaginary Friend"""
62,CLARA,   Like what?,"""Imaginary Friend"""
63,ISABELLA,   Like...       I would really like to explore   the ship.,"""Imaginary Friend"""
64,CLARA,   We should finish planting first.   I promised Keiko.,"""Imaginary Friend"""
65,ISABELLA,   We can finish later. Let's go   look around.,"""Imaginary Friend"""
66,CLARA,   I'd better ask my daddy.,"""Imaginary Friend"""
67,ISABELLA,   Your daddy won't mind. We can   tell him later. Come on...,"""Imaginary Friend"""
68,GEORDI,"   So what are we going to name this   nebula? ""FGC-four-seven"" just   doesn't have a nice ring to it.","""Imaginary Friend"""
69,SUTTER,"       Why don't we call it... ""Sutter's   Cloud?""","""Imaginary Friend"""
70,DATA,   The rotational period of the   neutron star is one point three   five seconds.,"""Imaginary Friend"""
71,GEORDI,   That's a bit on the long side.   Sutter -- let's see if we can get   a reading on the particle flux.,"""Imaginary Friend"""
72,SUTTER,"   Aye, sir.","""Imaginary Friend"""
73,GEORDI,"   I was thinking more along the   lines of ""The La Forge Nebula.""   Sounds sort of majestic, don't   you think?","""Imaginary Friend"""
74,DATA,"   Based on those selections, I would   prefer FGC-four-seven.","""Imaginary Friend"""
75,SUTTER,   What was that?,"""Imaginary Friend"""
76,GEORDI,   It felt like we hit something.,"""Imaginary Friend"""
77,DATA,   Shields have registered an impact.   But the sensors show nothing in   the vicinity.,"""Imaginary Friend"""
78,WORF,       Forward velocity is down by point   two percent. And dropping...,"""Imaginary Friend"""
79,PICARD,   Engineering. Report.,"""Imaginary Friend"""
80,GEORDI,"   Could be a problem with the   shields, Captain. We're checking   it out now.","""Imaginary Friend"""
81,SUTTER,"       Systems are normal, sir.","""Imaginary Friend"""
82,GEORDI,   So -- did we hit something or not?,"""Imaginary Friend"""
83,GEORDI,"   Shields say yes, sensors say no...   this is very strange...","""Imaginary Friend"""
84,GEORDI,"       Ensign, give me a breakdown   on shield energy conversion.   Run a spectral --","""Imaginary Friend"""
85,GEORDI,       Whoa. Where did you come from?,"""Imaginary Friend"""
86,CLARA,   I'm Clara Sutter.       That's my daddy.,"""Imaginary Friend"""
87,SUTTER,"   Clara, you can't be here right   now.","""Imaginary Friend"""
88,CLARA,   But Isabella wanted to see   engineering.,"""Imaginary Friend"""
89,SUTTER,   I don't care what Isabella wanted   to see. Go back to our quarters   right now.,"""Imaginary Friend"""
