,character,quote,episode
0,DATA,       We are losing containment in the   starboard nacelle tube --,"""Eye of the Beholder"""
1,PICARD,   Try to get more power to the field   coils.,"""Eye of the Beholder"""
2,DATA,"       Yes, sir.","""Eye of the Beholder"""
3,PICARD,"   Geordi, report.","""Eye of the Beholder"""
4,GEORDI,   I can't shut down the plasma   injectors -- someone's locked out   the controls.,"""Eye of the Beholder"""
5,DATA,       The plasma venting system has   engaged.,"""Eye of the Beholder"""
6,WORF,   Two more decks --,"""Eye of the Beholder"""
7,RIKER,       Riker to Bridge -- we've almost   reached the nacelle tube.,"""Eye of the Beholder"""
8,PICARD,   Acknowledged.       Release the exterior hull plate.   We may have to jettison the core.,"""Eye of the Beholder"""
9,RIKER,       What happened?,"""Eye of the Beholder"""
10,NARA,"       He locked out the controls...   before we knew what was happening,   he stepped up onto the walkway.","""Eye of the Beholder"""
11,RIKER,   See if you can shut down the   plasma flow.,"""Eye of the Beholder"""
12,NARA,"   I'm afraid if we try to get any   closer, he'll jump through the   forecefield.","""Eye of the Beholder"""
13,RIKER,   Dan...,"""Eye of the Beholder"""
14,RIKER,   It's me... Wil Riker.,"""Eye of the Beholder"""
15,RIKER,"       I was here yesterday, remember?","""Eye of the Beholder"""
16,KWAN,   I didn't... want to do it...   but... I saw them... and... they   laughed at me... they laughed...,"""Eye of the Beholder"""
17,RIKER,"   Whatever happened, we can talk   about it. I want to help.","""Eye of the Beholder"""
18,KWAN,   Stay away!,"""Eye of the Beholder"""
19,RIKER,"   I want you to be able to see me,   that's all... so we can talk.","""Eye of the Beholder"""
20,KWAN,   I... know... what I have to do...,"""Eye of the Beholder"""
21,RIKER,"   Dan, wait --","""Eye of the Beholder"""
22,WORF,   I have unlocked the controls --,"""Eye of the Beholder"""
23,COMPUTER,   Shut down procedure initiated.,"""Eye of the Beholder"""
24,NARA,   There's still plasma in the   injector -- it'll take time to   vent off...,"""Eye of the Beholder"""
25,RIKER,   Tell me what happened. Maybe I   can help.,"""Eye of the Beholder"""
26,KWAN,   I know what I have to do...,"""Eye of the Beholder"""
27,RIKER,   A few more seconds and we could've   saved his life...,"""Eye of the Beholder"""
28,WORF,   Commander... you did everything   you could. It was not your fault.,"""Eye of the Beholder"""
29,RIKER,   I had the strangest feeling   that... he didn't even recognize   me -- and I was with him just the   other day when I supervised the   tube refit.,"""Eye of the Beholder"""
30,PICARD,   How did he seem then?,"""Eye of the Beholder"""
31,RIKER,   Fine. In fact I complimented him   for getting the refit done faster   than expected. He was pleased   that I noticed.,"""Eye of the Beholder"""
32,TROI,   I met with him during crew   evaluations about six weeks ago.   He was very positive; he was   looking forward to being posted to   the nacelle tube.,"""Eye of the Beholder"""
33,RIKER,"   He was a fine officer, with a good   career ahead of him. I just don't   understand why he would want to...","""Eye of the Beholder"""
