,character,quote,episode
0,WORF,"   Forward tubes armed and ready,   Captain.","""Cost of Living"""
1,PICARD,   Fire.,"""Cost of Living"""
2,WORF,"   A direct hit, sir.","""Cost of Living"""
3,DATA,"   The asteroid has shattered.   However, the core is still intact   -- and still on a direct collision   course with Tessen Three.","""Cost of Living"""
4,RIKER,   Is it big enough to be a threat?,"""Cost of Living"""
5,DATA,"   Yes, sir. It is of sufficient   size and density to cause   planetwide damage.","""Cost of Living"""
6,PICARD,   Time to impact.,"""Cost of Living"""
7,DATA,   It will reach the upper   atmosphere in forty-four seconds   and impact with the planet eleven   seconds later.,"""Cost of Living"""
8,RIKER,   Ready torpedoes.,"""Cost of Living"""
9,DATA,"   Sir, the core is composed of   densely compressed nitrium and   chrondite. It is unlikely that   another photon torpedo will have   any effect on it.","""Cost of Living"""
10,PICARD,"   Mister Worf, prepare the tractor   beam.","""Cost of Living"""
11,WORF,"   Yes, Captain.","""Cost of Living"""
12,DATA,   Time to impact is thirty seconds.,"""Cost of Living"""
13,WORF,"   Sir, I cannot get a positive lock   with the tractor beam. There is   magnetic field interference   emanating from the core materials.","""Cost of Living"""
14,PICARD,   Suggestions?,"""Cost of Living"""
15,DATA,"   If we project a particle beam   through the deflector dish, we   may be able to produce a   disruptive nuclear effect in the   core.","""Cost of Living"""
16,PICARD,   Make it so.,"""Cost of Living"""
17,WORF,"   The target has been destroyed,   sir.","""Cost of Living"""
18,DATA,   The largest piece of remaining   debris offers no threat to the   planet.,"""Cost of Living"""
19,PICARD,"   Well done. Ensign, put us back   on course for the Moselina system.   Warp four as soon as we've cleared   the debris field.","""Cost of Living"""
20,WORF,   My instructions were clear!,"""Cost of Living"""
21,ALEXANDER,   They were not!,"""Cost of Living"""
22,WORF,"   Before being allowed to play, he   was to put his soiled clothing   in the garment reprocessor.","""Cost of Living"""
23,ALEXANDER,   I was not!,"""Cost of Living"""
24,TROI,"   I sense a touch of hostility here,   gentlemen.","""Cost of Living"""
25,WORF,   I specifically told you that!,"""Cost of Living"""
26,ALEXANDER,   You told it to me yesterday; not   today!,"""Cost of Living"""
27,TROI,   If I may suggest...,"""Cost of Living"""
28,WORF,   You know very well that the same   rules apply today that...,"""Cost of Living"""
29,TROI,"   Please!       Why not simply draw up a contract,   which defines the duties of each   family member?","""Cost of Living"""
30,ALEXANDER,   You mean he tells me what he wants   and I have to do it.,"""Cost of Living"""
31,TROI,"   No, it means you both agree on   your responsibilities. And when   you've done the things you've   agreed to do, then you've earned   the privilege of doing things you   want to do.       When he's cleaned his room, for   instance, then maybe he's earned   a visit to the holodeck to fight   his alien monsters.","""Cost of Living"""
32,WORF,   You suggest bribery?,"""Cost of Living"""
33,TROI,"   I suggest working out an equitable   system where the rules are spelled   out as clearly as possible. For   the child and the parent. You   must list your responsibilities,   too.       What would you like your father   to promise?","""Cost of Living"""
34,ALEXANDER,   No yelling.,"""Cost of Living"""
35,WORF,       I do not yell.,"""Cost of Living"""
36,TROI,   Then you should have no trouble   with that part.,"""Cost of Living"""
37,TROI,   Well. Why don't you both go back   to your quarters and talk it over?   Decide on the points each of you   wants in the contract...,"""Cost of Living"""
38,WORF,       Very well.,"""Cost of Living"""
39,TROI,"   One day you'll be glad your father   cared enough about you to insist   on rules. It may seem hard to   imagine right now... but   eventually, most children come   to appreciate their parents.","""Cost of Living"""
40,RIKER,   Riker to Counselor Troi. Your   mother's just come aboard.,"""Cost of Living"""
41,TROI,   On the other hand...,"""Cost of Living"""
42,LWAXANA,"   Deanna, my dear... it's mother!","""Cost of Living"""
43,LWAXANA,"       And I've got such deliciously   exciting news, you're going to   be absolutely thrilled! I'm   getting married!","""Cost of Living"""
44,LWAXANA,"       You know, with just a bit of   redecorating here and there, this   Ten-Forward room should make a   very nice wedding hall.","""Cost of Living"""
45,TROI,   I beg your pardon?,"""Cost of Living"""
46,LWAXANA,"   My dear, where else? Among all   my good friends... in the presence   of my adored daughter...","""Cost of Living"""
47,TROI,"   Mother, where did you... when did   you meet this man? Who is he?   I mean... marriage. When did all   this happen?","""Cost of Living"""
48,LWAXANA,"   Ah, my poor plodding little   Deanna, with her questions   questions questions. Wherever   did you inherit such pedestrian   genes? What matters, my sweet,   is that your mother's happy.","""Cost of Living"""
49,TROI,"   Mother, if you're happy, then I'm   happy for you. I only asked who   this man is, and where you met   him. Those are not unusual   questions.","""Cost of Living"""
50,LWAXANA,"   He's a wonderful man, my dear;   he has such good breeding, I tell   you, he's absolute perfection.","""Cost of Living"""
51,TROI,   Who is he?,"""Cost of Living"""
52,LWAXANA,"   He is Campio; third minister to   the Conference Of Judges on the   planet Kostolain. Royalty, my   dear; naturally.","""Cost of Living"""
53,TROI,   Naturally. I didn't know you'd   ever been to Kostolain. Or was   he on some diplomatic mission to   Betazed... ?,"""Cost of Living"""
54,LWAXANA,"   Well, neither, actually. I   haven't exactly met him yet,   really. Oh, but the profiles   we've exchanged. They're in such   accord that you'd absolutely weep,   my dear; you'd weep at the harmony   between us.","""Cost of Living"""
55,TROI,   Mother. Don't you think you   should at least meet the man   you're going to marry before   committing to spend the rest of   your life with him?,"""Cost of Living"""
56,LWAXANA,"   Deanna, I love you, but you do   make everything sound like an   epitaph.","""Cost of Living"""
57,ALEXANDER,   I don't want to agree!,"""Cost of Living"""
58,WORF,"   You have to agree. That's what   an agreement is.       Excuse the intrusion, Counselor,   but we are having some difficulty   drawing up our contract.       Mrs. Troi.","""Cost of Living"""
59,ALEXANDER,   He isn't fair!,"""Cost of Living"""
60,WORF,   The boy is unreasonable.,"""Cost of Living"""
