,character,quote,episode
0,PICARD ,"   Captain's log, Stardate 43510.7.   The Enterprise has put in at Rutia   Four to deliver medical supplies   following an outbreak of violent   protests.","""The High Ground"""
1,PICARD ,"   Although non-aligned, the planet   has enjoyed a long trading   relationship with the Federation.","""The High Ground"""
2,BEVERLY,   We've still got a few minutes   before our next meeting...,"""The High Ground"""
3,BEVERLY,   Excuse me --,"""The High Ground"""
4,QUICK PAN TO:,,"""The High Ground"""
5,WORF,   Doctor...,"""The High Ground"""
6,BEVERLY,   Put that thing away. I'm a   doctor.,"""The High Ground"""
7,BEVERLY,   Just lie still... don't try to   move...,"""The High Ground"""
8,BEVERLY,"   Lieutenant, I need bandages...   Disinfectant... something with   alcohol in it ...","""The High Ground"""
9,WORF,"   Doctor, it is not safe...","""The High Ground"""
10,BEVERLY,"   That's an order, Mister Worf...","""The High Ground"""
11,BEVERLY,"   There's a lot of bleeding, but   it's not as bad as it looks.   Don't be afraid.","""The High Ground"""
12,POLICEMAN,   The Klingon is right. These   Ansata... they're madmen... there   could be another bomb.       Clear this area. Everyone out   of the plaza.,"""The High Ground"""
13,DATA,"   Doctor, a return to the Enterprise   would be prudent.","""The High Ground"""
14,DATA,   This planet does have   physicians...,"""The High Ground"""
15,BEVERLY,   Who aren't here yet. I am.,"""The High Ground"""
16,BEVERLY,   Thank you.,"""The High Ground"""
17,WAITER,"   Not at all, Doctor.","""The High Ground"""
18,DATA,"   Captain, there has been an   incident.","""The High Ground"""
19,INTERCUT TO:,,"""The High Ground"""
20,DATA,       ... A bomb has been detonated by   the Ansata terrorists.,"""The High Ground"""
21,PICARD,   Your security status?,"""The High Ground"""
22,DATA,"   Vulnerable, sir.","""The High Ground"""
23,PICARD,"   Transporter Room Three, lock onto   the away team, prepare to beam   them back...","""The High Ground"""
24,ENGINEER,"   Yes, Captain.","""The High Ground"""
25,DATA,"   Sir, I recommended such a course,   but there are several wounded   people and Doctor Crusher...","""The High Ground"""
26,PICARD,"       Yes, I understand. Picard to   Doctor Crusher...","""The High Ground"""
27,BEVERLY,   Go ahead.,"""The High Ground"""
28,PICARD,   I've been advised of your   situation by Mister Data.,"""The High Ground"""
29,BEVERLY,   I already know what you're going   to say.,"""The High Ground"""
30,PICARD,"       Doctor, will you at least allow   me to...","""The High Ground"""
