,character,quote,episode
0,PICARD ,"   Captain's Log, Stardate 43957.2.   We are presently charting an   unknown star system located in   the Zeta Gelis cluster. This   rather routine assignment has made   for a refreshingly quiet time   aboard the Enterprise.","""Transfigurations"""
1,GEORDI,   That's her.,"""Transfigurations"""
2,GEORDI,   Don't stare.,"""Transfigurations"""
3,WORF,   Why not?,"""Transfigurations"""
4,GEORDI,   Because she'll see.,"""Transfigurations"""
5,WORF,   Good. You must let her see the   fire in your eyes.,"""Transfigurations"""
6,GEORDI,   But what would I say... ?,"""Transfigurations"""
7,WORF,"    (acting the wise     Lothario)   Words come later, it is the scent   that first speaks of love.","""Transfigurations"""
8,GEORDI,"   Thanks Worf, that really helps   me a lot.","""Transfigurations"""
9,CHRISTY,"   Hi, Geordi.","""Transfigurations"""
10,GEORDI,"       Hi, Christy.","""Transfigurations"""
11,CHRISTY,   So... how have you been?,"""Transfigurations"""
12,GEORDI,   Good.,"""Transfigurations"""
13,CHRISTY,   How are things down in   Engineering?,"""Transfigurations"""
14,GEORDI,   Fine... uh really... fine.,"""Transfigurations"""
15,CHRISTY,"   Well, see you around.","""Transfigurations"""
16,WORF,   I have much to teach you about   women.,"""Transfigurations"""
17,RIKER,"   Mister La Forge, report to   Transporter Room three.","""Transfigurations"""
18,GEORDI,"   What's this all about, Commander?","""Transfigurations"""
19,RIKER,       Sensors have discovered a small   one-man ship crashed on the   planet.,"""Transfigurations"""
20,BEVERLY,"   We're picked up life-signs...   humanoid, very faint and fading.","""Transfigurations"""
21,DATA,       Radiation levels within acceptable   limits.,"""Transfigurations"""
22,GEORDI,"   We can beam him out from under   there, get him up to Sickbay.","""Transfigurations"""
23,BEVERLY,"   He's not stable enough for   transport. There's damage to his   brain stem, his autonomic   functions are failing.","""Transfigurations"""
24,BEVERLY,"   His heart needs active neural   feedback, it can't regulate   itself. I need a volunteer.","""Transfigurations"""
25,GEORDI,   I'm here.,"""Transfigurations"""
26,BEVERLY,   I'm going to hook your nervous   systems together through my   tricorder -- your brain will   regulate both systems. That   should stabilize him long enough   to get him up to the ship.,"""Transfigurations"""
27,BEVERLY,"   Take deep, regular breaths. If   anything goes wrong I'll break   the connection.","""Transfigurations"""
28,BEVERLY,    (ready to break     connection)   Geordi!,"""Transfigurations"""
29,GEORDI,   I'm fine... no problem.,"""Transfigurations"""
30,BEVERLY,"       Transporter Room, three to beam   directly to Sickbay.","""Transfigurations"""
31,END OF TEASER,,"""Transfigurations"""
32,BEVERLY,       Autonomic responses are still   low... begin cardiostimulation...       Sixty cc's of inoprovaline...   massive infection is setting in...   use the protodynoplaser to   stabilize his immune system.       We need to design a virus that   can infiltrate his cell structure   and boost his ATP production.,"""Transfigurations"""
33,TEMPLE,   What about Commander La Forge...   he's waiting in the diagnostic   center.,"""Transfigurations"""
