,character,quote,episode
0,PICARD ,"   Captain's Log, Stardate 46235.7   Ensign Ro, Keiko O'Brien, Guinan   and I are returning to the   Enterprise after a fascinating   visit to the planet Marlonia.","""Rascals"""
1,PICARD,   ... and I found these pieces in   the tertiary level of the dig.   They're typical of second century   Marlonian cookware.,"""Rascals"""
2,GUINAN,   Mmmm-hmmmm.,"""Rascals"""
3,PICARD,"   Now, see these markings...   they're very similar to some early   Taguan designs... but the   patterns are more intricate...   closer to Buranian than Taguan.","""Rascals"""
4,GUINAN,   So... you went to one of the most   beautiful planets in this quadrant   and spent your entire shore   leave... in a cave.,"""Rascals"""
5,PICARD,   It was a very rewarding   experience.       Look at these fragments... they're   in nearly perfect condition...   and they're over seven hundred   years old.,"""Rascals"""
6,GUINAN,   So's my father.,"""Rascals"""
7,RO,       Is that a Draebidium Froctus?,"""Rascals"""
8,KEIKO,   Draebidium Calimus actually...   you can tell by the shape of the   leaves.,"""Rascals"""
9,KEIKO,   I didn't know you were interested   in plant biology.,"""Rascals"""
10,RO,       I... took a class at the   Academy... I just remember a few   things...,"""Rascals"""
11,WORF,   Enterprise to Shuttlecraft   Fermi...,"""Rascals"""
12,RO,       This is the Fermi. Go ahead   Enterprise.,"""Rascals"""
13,WORF,   We have just received a distress   signal from the Starfleet science   team on Ligos Seven.,"""Rascals"""
14,PICARD,   Any indication of the problem?,"""Rascals"""
15,WORF,"   No, sir. The call was cut off   mid-transmission.","""Rascals"""
16,PICARD,   Lay in a course and prepare to   engage at Warp eight once we're   aboard.,"""Rascals"""
17,WORF,"   Aye, sir.","""Rascals"""
18,RO,"   We'll rendezvous with the ship   in three minutes, sir.","""Rascals"""
19,RO,       We're caught in some kind of   energy field.,"""Rascals"""
20,PICARD,"   Hard about, full impulse.","""Rascals"""
21,RO,"   Aye, sir.","""Rascals"""
22,RIKER,"       What's happening, Mister Worf?","""Rascals"""
23,WORF,"   The shuttle's been enveloped by   an energy field, sir.     ","""Rascals"""
24,,,"""Rascals"""
25,WORF ,   Their engines and life support   have failed.,"""Rascals"""
26,RIKER,       Increase to full impulse.       Bridge to Transporter Room Three.   Prepare to beam the shuttle crew   aboard once we're in range.,"""Rascals"""
27,O'BRIEN,"   Ready, sir.","""Rascals"""
28,RO,   There's too much interference...   I can't contact the Enterprise...,"""Rascals"""
29,PICARD,   Transfer auxiliary power to the   inertial dampers...,"""Rascals"""
30,COMPUTER,   Warning. Structural failure   imminent.,"""Rascals"""
31,RIKER,"   O'Brien, do you have them?","""Rascals"""
32,O'BRIEN,"       I'm trying, sir... I can't get   a pattern lock.","""Rascals"""
33,RIKER,"   The shuttle's coming apart, Chief.   You've got to do it now.","""Rascals"""
34,O'BRIEN,   I've got them.       There's a forty percent drop in   mass. I may have lost one of   them...,"""Rascals"""
35,YOUNG PICARD,"   Thank you, Mister O'Brien.   Another moment and...","""Rascals"""
36,BEVERLY,"       According to the bio-scans, their   DNA structures are now consistent   with those of pre-adolescents.   But as far as I can tell, only   their bodies have changed.","""Rascals"""
37,TROI,       Their individual intelligence and   behavioral responses are all   exactly the same as they were   before the accident.,"""Rascals"""
38,YOUNG PICARD,"   What happened to the shuttlecraft,   Number One?","""Rascals"""
39,RIKER,   The shuttle broke up just after   we beamed you out. Data's   coordinating the salvage effort   right now.       Sir.,"""Rascals"""
40,BEVERLY,   What about the energy field the   shuttle passed through?,"""Rascals"""
41,RIKER,"   We've been trying to scan it, but   it's putting out a lot of   interference. It's going to take   some time.","""Rascals"""
42,YOUNG PICARD,"   We can't afford to stay here any   longer. We'll leave a class four   probe behind to study the energy   field but the distress signal   from Ligos Seven has top priority.       Let me know as soon as you have   any further information, Doctor.   Number One, you're with me.","""Rascals"""
43,BEVERLY,   Captain... there are some   additional tests I'd like to   run...,"""Rascals"""
44,YOUNG PICARD,   Of course...       The three of you will remain as   needed to assist Doctor Crusher.,"""Rascals"""
45,YOUNG RO,   What?,"""Rascals"""
46,YOUNG GUINAN,   You know... you make a pretty   cute kid.,"""Rascals"""
47,YOUNG RO,   Great. Just what I want to be...   cute.,"""Rascals"""
48,YOUNG GUINAN,       Were you this much fun when you   were a kid?,"""Rascals"""
49,YOUNG RO,"   I was in a refugee camp. ""Fun""   wasn't exactly in my vocabulary.","""Rascals"""
50,YOUNG GUINAN,   What about now? You're not in   that camp anymore.,"""Rascals"""
51,YOUNG RO,"   ""Fun"" is being back at work...   in my own uniform.","""Rascals"""
52,YOUNG PICARD,   Bridge.,"""Rascals"""
53,YOUNG PICARD,   Mister Worf. Prepare to launch   a class four probe to study the   energy field.,"""Rascals"""
54,YOUNG PICARD,"       I realize how unusual this must   seem...       My appearance is the result of   an accident, involving myself and   three other crew members... the   effects of which Doctor Crusher   is currently working to remedy.       I assure you, I am Captain Picard.","""Rascals"""
55,WORF,"       The probe. Aye, sir.","""Rascals"""
56,YOUNG PICARD,"   Mister Data, have you secured all   of the shuttle debris?","""Rascals"""
57,DATA,"   Almost, sir. It is being stored   in Shuttlebay Two.","""Rascals"""
58,YOUNG PICARD,"   Very well.       Ensign, as soon as Mister Data   is finished take us to Ligos at   warp eight.","""Rascals"""
59,BEVERLY,"   Captain, may I see you privately   for a few moments?","""Rascals"""
60,YOUNG PICARD,   Of course.,"""Rascals"""
61,YOUNG PICARD,   Tea. Earl Grey. Hot.       Have you been able to determine   the cause of our transformation?,"""Rascals"""
62,BEVERLY,   Not yet. I'm still waiting for   some test results.,"""Rascals"""
63,YOUNG PICARD,   I see.,"""Rascals"""
64,YOUNG PICARD,       There are one hundred and three   members of the science team on   Ligos Seven. We should prepare   shuttlebay three for a triage   center in case they have large   numbers of casualties.,"""Rascals"""
65,BEVERLY,   We'll be ready.,"""Rascals"""
66,YOUNG PICARD,   Ligos Seven is prone to periodic   volcanic activity... perhaps the   planet has entered an active   phase---,"""Rascals"""
67,BEVERLY,   Jean-Luc.       I think we need to talk.,"""Rascals"""
68,YOUNG PICARD,   All right. Let's talk.       Are you here to relieve me of   duty?,"""Rascals"""
69,BEVERLY,   I'd rather not have to take that   step.,"""Rascals"""
70,YOUNG PICARD,"   I am still Jean-Luc Picard. My   judgement, my experiences, my   mental capacities are all   intact.","""Rascals"""
71,BEVERLY,   That's true... for now. This   could be the first stage of a   condition which may begin to   affect your mind as well.,"""Rascals"""
72,YOUNG PICARD,   But you've seen no evidence of   that?,"""Rascals"""
73,BEVERLY,   Not yet.       What I do know is that the Captain   of this ship has just gone through   an extreme physical   transformation... the ultimate   effects of which I can't even   begin to guess.,"""Rascals"""
74,YOUNG PICARD,       You are asking me to step down.,"""Rascals"""
