,character,quote,episode
0,TROI,   That was an incredible program.,"""All Good Things... """
1,WORF,   I am glad you approve. I have   always found the Black Sea at   night to be a most... stimulating   experience.,"""All Good Things... """
2,TROI,"   Worf, we were strolling barefoot   along the beach while balalaika   music played in the air... ocean   breeze washing over us... stars in   the sky... a full moon rising...   and the most you can say is   ""stimulating""?","""All Good Things... """
3,WORF,       It was... very stimulating.,"""All Good Things... """
4,CUT TO:,,"""All Good Things... """
5,TROI,"   The truth is, I don't spend nearly   enough time on the Holodeck.     ","""All Good Things... """
6,,,"""All Good Things... """
7,TROI ,"   I should take my own advice and   use it to relax.       Next time, I'll choose the   program. If you like the Black   Sea, you're going to love Lake   Cataria on Betazed.","""All Good Things... """
8,WORF,"   Deanna... perhaps before there is   a ""next time"" we should discuss...   Commander Riker.","""All Good Things... """
9,TROI,"       Why, is he coming along?","""All Good Things... """
10,WORF,"       No... but I do not wish to... I   mean, it would be unfortunate if   he... if you and I are going to   continue... I do not want to hurt   his feelings...","""All Good Things... """
11,TROI,   Worf... I think it's all right to   concentrate on our feelings...   yours... and mine.,"""All Good Things... """
12,PICARD,   Counselor!,"""All Good Things... """
13,PICARD,       What's today's date? The date?,"""All Good Things... """
14,WORF,   Stardate 47988.,"""All Good Things... """
15,PICARD,       47988...,"""All Good Things... """
16,TROI,"   Captain, what's wrong?","""All Good Things... """
17,PICARD,"   I'm not sure... I don't know   how... or why, but...       I'm moving back and forth through   time.","""All Good Things... """
18,PICARD,   It was as though I had physically   left the ship and gone to another   time and place... I was in the   past...,"""All Good Things... """
19,TROI,   Can you describe where you were...   what it looked like?,"""All Good Things... """
20,PICARD,   It's all slipping away so fast...   like waking up from a nightmare...,"""All Good Things... """
21,PICARD,"       It was years ago... before I took   command of the Enterprise. I was   talking with someone... I don't   remember who...       But then -- everything changed.   I wasn't in the past any longer...   I was an old man, in the future...   I was doing something outside...   what was it?","""All Good Things... """
22,PICARD,   I'm sorry. It's gone. I can't   remember...,"""All Good Things... """
23,TROI,   It's all right. Have you   considered the possibility that   this was just a dream?,"""All Good Things... """
24,PICARD,   It was more than a dream... the   smells and the sounds... the way   things felt to the touch... it was   all so real...,"""All Good Things... """
25,TROI,   How long did you stay in each of   these time periods? Did it seem   like minutes... hours?,"""All Good Things... """
26,PICARD,"   I'm not sure.       At first... there was a moment of   confusion, of disorientation. I   wasn't sure where I was. But that   passed... and then I felt   perfectly natural... as though I   belonged in that time. But I   can't remember how long I stayed   there.       I know this doesn't make much   sense... it's a feeling more than   a distinct memory.","""All Good Things... """
27,TROI,"   Maybe we can identify specific   symbols. Can you remember   anything you saw, an object, a   building perhaps --","""All Good Things... """
28,GEORDI,       Captain Picard to the Bridge!,"""All Good Things... """
29,GEORDI,"       Sir, I think we have a problem   with the warp core, or the phase   inducers, or some other damn   thing.","""All Good Things... """
30,PICARD,   Geordi...,"""All Good Things... """
31,GEORDI,"   Hello, Captain... or should I make   that Ambassador?","""All Good Things... """
32,PICARD,       Hasn't been Ambassador for a while   either.,"""All Good Things... """
33,GEORDI,   How about Mister Picard?,"""All Good Things... """
34,PICARD,   How about... Jean-Luc?,"""All Good Things... """
35,GEORDI,       I don't know if I can get used to   that.,"""All Good Things... """
36,PICARD,"   Good Lord, Geordi. How long has   it been?","""All Good Things... """
37,GEORDI,   Oh... about nine years.,"""All Good Things... """
38,PICARD,"   No, no... I mean, since you last   called me Captain? When was the   last time we were all together...   on the Enterprise?","""All Good Things... """
39,GEORDI,   Close to twenty-five years.,"""All Good Things... """
40,PICARD,   Twenty-five years...       Time's been good to you.,"""All Good Things... """
41,GEORDI,   It's been a little too good to me   in some places.,"""All Good Things... """
42,GEORDI,       Can I give you a hand?,"""All Good Things... """
43,PICARD,   Oh... I'm just tying some vines.,"""All Good Things... """
44,GEORDI,   Looks like you've got leaf miners.   Might want to use a bacillus   spray.       My wife is quite a gardener. I've   picked up a little bit of it.,"""All Good Things... """
45,PICARD,   How is Leah?,"""All Good Things... """
46,GEORDI,   Busy as ever. She's just been   made director of the Daystrom   Institute.,"""All Good Things... """
47,PICARD,   And the little ones... Bret and   Alandra? And...,"""All Good Things... """
48,GEORDI,   And Sidney. Not so little any   more. Bret's applying to   Starfleet Academy next year.,"""All Good Things... """
49,PICARD,   So what brings you here?,"""All Good Things... """
50,GEORDI,   Oh... I just thought I'd drop by.   I'd been thinking about the old   days on the Enterprise... and I   was in the neighborhood...,"""All Good Things... """
51,PICARD,   Don't give me that. You don't   make the trip from Rigel Three to   Earth just to... drop by.,"""All Good Things... """
52,GEORDI,   No.,"""All Good Things... """
53,PICARD,   So. You've heard.,"""All Good Things... """
54,GEORDI,   Well... Leah has a few friends at   Starfleet medical... and word gets   around.,"""All Good Things... """
55,PICARD,"   I'm not an invalid, you know.   Irumodic Syndrome can take years   to run its course.","""All Good Things... """
56,GEORDI,   I know. But when I heard I   just... wanted to come by all the   same.,"""All Good Things... """
57,PICARD,"       Well... as long as you're here,   you can help me carry in some of   these tools.","""All Good Things... """
58,PICARD,"       My cooking may not be up to Leah's   standards, but I can still make a   decent cup of tea.","""All Good Things... """
59,PICARD,"       By the way, I read your last   novel. Not bad. I thought the   protagonist was written a bit   flamboyantly, but that's just my --","""All Good Things... """
60,GEORDI,"   Captain, are you all right?   Captain?","""All Good Things... """
61,TASHA,   Captain?,"""All Good Things... """
62,TASHA,"   Are you all right, sir?","""All Good Things... """
63,TASHA,   Sir... ?,"""All Good Things... """
64,PICARD,"   I'm sorry, Lieutenant. My mind   seems to have wandered for a   moment...       What were you saying?","""All Good Things... """
65,TASHA,"   I was asking if you'd ever been   aboard a Galaxy Class starship   before, sir.","""All Good Things... """
66,PICARD,"   No. I'm, of course, very familiar   with the blueprints and   specifications... but this will   be my first time aboard.","""All Good Things... """
67,TASHA,"   Well then, sir, if I may be so   bold -- you're in for a treat.   The Enterprise is quite a ship.","""All Good Things... """
68,PICARD,   I'm sure she is.,"""All Good Things... """
69,TASHA,"   Have I done something wrong, sir?","""All Good Things... """
70,PICARD,   No. You just seem very...   familiar.,"""All Good Things... """
71,COM,   Enterprise to Shuttlecraft   Galileo. You are cleared for   arrival in Shuttlebay Two.,"""All Good Things... """
