,character,quote,episode
0,PICARD ,"   Captain's Log, Stardate 46041.1.   We have located the U.S.S.   Yosemite, a Starfleet science   vessel sent to the Igo Sector to   observe a remote plamsa streamer.   The ship has not been heard from   in several days.","""Realm of Fear"""
1,PICARD,   Magnify.,"""Realm of Fear"""
2,RIKER,       The last report we have says they   were observing the streamer at   medium range. Maybe they went   in for a closer look... got more   than they bargained for.,"""Realm of Fear"""
3,PICARD,   Hail them.,"""Realm of Fear"""
4,WORF,   No response.,"""Realm of Fear"""
5,PICARD,   Life signs?,"""Realm of Fear"""
6,DATA,   Our scanners cannot penetrate the   plasma streamer's distortion   field.,"""Realm of Fear"""
7,PICARD,   Can we tractor the vessel out?,"""Realm of Fear"""
8,DATA,"   No, sir -- the ionic interference   is too heavy.","""Realm of Fear"""
9,RIKER,   I'll take a shuttle.,"""Realm of Fear"""
10,PICARD,"   Too risky -- you could be pulled   in, too.       Bridge to Engineering -- Geordi,   can we beam an Away Team onto the   science ship?","""Realm of Fear"""
11,GEORDI,"   We can beam them over there,   Captain -- but with all this   interference, we might not get   a positive lock to bring them   back.","""Realm of Fear"""
12,BARCLAY,   Commander... what if we bridged   our Transporter system with   theirs? It might be enough to   cut through the ionic field.,"""Realm of Fear"""
13,GEORDI,"   To do that, we'd have to activate   the Yosemite's Transporters by   remote...","""Realm of Fear"""
14,BARCLAY,"       No problem, sir. I can   reconfigure their controller to   accept commands from here.","""Realm of Fear"""
15,GEORDI,"   Good idea, Reg.       Captain, I think we can do it.   We're gonna bridge the two   Transporter systems.","""Realm of Fear"""
16,PICARD,   Acknowledged. Meet Commander   Riker in Transporter Room Three.,"""Realm of Fear"""
17,GEORDI,"   Aye sir.    (to Barclay, on the     move)   Barclay -- I'll need a systems'   engineer on this Away Team.","""Realm of Fear"""
18,BARCLAY,   I'll ask Ensign Dern to join you.,"""Realm of Fear"""
19,GEORDI,"   I meant you, Barclay.","""Realm of Fear"""
20,BARCLAY,   Shouldn't I stay here and set up   the remote link?,"""Realm of Fear"""
21,GEORDI,   Dern can handle that. Let's go.,"""Realm of Fear"""
22,RIKER,"   Status, Mister O'Brien?","""Realm of Fear"""
23,O'BRIEN,"   You're in for a bumpy ride,   Commander.","""Realm of Fear"""
24,O'BRIEN,       I'll have to send you over one   at a time... because of band-width   limitations. And the transport   cycle will take a bit longer.,"""Realm of Fear"""
25,RIKER,   How much longer?,"""Realm of Fear"""
26,O'BRIEN,"   Four, five seconds... about twice   the normal time.","""Realm of Fear"""
27,BARCLAY,   What do you... what exactly do   you mean by a bumpy ride?,"""Realm of Fear"""
28,O'BRIEN,   There may be a small amount of   static charge accumulation.   You'll feel a bit of tingling --   nothing to worry about.,"""Realm of Fear"""
29,RIKER,   Let's do it.,"""Realm of Fear"""
30,O'BRIEN,   Engaging system interlock...       Pattern buffers synchronized...,"""Realm of Fear"""
31,O'BRIEN,       Phase transition coils at   stand-by...       Energizing.,"""Realm of Fear"""
32,O'BRIEN,   He's there.,"""Realm of Fear"""
33,O'BRIEN ,   Engaging interlock...       Buffers synched...,"""Realm of Fear"""
34,O'BRIEN,       Energizing.,"""Realm of Fear"""
35,BEVERLY,   I'll go next.,"""Realm of Fear"""
36,O'BRIEN,   Engaging interlock...       Buffers synched...,"""Realm of Fear"""
37,O'BRIEN,"   Whoa, wait a minute...       I'm reading an ionic fluctuation   in the matter stream... No   problem.","""Realm of Fear"""
38,O'BRIEN,   Okay... Energizing.,"""Realm of Fear"""
39,GEORDI ,   Barclay.,"""Realm of Fear"""
40,BARCLAY,   Aye sir...,"""Realm of Fear"""
41,O'BRIEN,   Engaging interlock...       Buffers in synch...,"""Realm of Fear"""
42,O'BRIEN,       Phase coils...,"""Realm of Fear"""
43,BARCLAY,   I'm sorry -- I can't do this.,"""Realm of Fear"""
44,TROI,"   You were faced with a difficult   transport, Reg. Anyone would have   been apprehensive in that   situation.","""Realm of Fear"""
45,BARCLAY,   Tell that to Commander La Forge   and the rest of the Away Team...,"""Realm of Fear"""
46,TROI,"   I'm sure they understand. As soon   as you feel up to it, you can   probably still join them --","""Realm of Fear"""
47,BARCLAY,       No.,"""Realm of Fear"""
48,TROI,   Reg... is there something you're   not telling me?,"""Realm of Fear"""
49,BARCLAY,"   Actually, this isn't the first   time I've been... apprehensive.       Every single time I've had to do   it, I've had a certain feeling   of... I guess you could call it...       ... mortal terror.","""Realm of Fear"""
50,TROI,   I see. How long have you had this   fear of transporting?,"""Realm of Fear"""
51,TROI,   Why have you kept it a secret?,"""Realm of Fear"""
52,BARCLAY,"   Why? My career in Starfleet would   be over, that's why.","""Realm of Fear"""
53,TROI,   I doubt that.,"""Realm of Fear"""
54,BARCLAY,   I usually manage to avoid it   somehow. You wouldn't believe   how many hours I've logged on   shuttlecrafts...       The thought of being deconstructed   molecule by molecule. It's more   than I can stand...,"""Realm of Fear"""
55,BARCLAY,"   Ever since I was a child, I've   been scared to death that if I   ever dematerialized... I wouldn't   come back whole again.       I know it sounds crazy.","""Realm of Fear"""
56,TROI,"   There's nothing crazy about it,   Reg -- you are being taken apart   molecule by molecule. You're not   the first person to have anxiety   about transporting.","""Realm of Fear"""
57,TROI,       We can desensitize you to this   type of fear. It's a slow and   gradual process... but it works.,"""Realm of Fear"""
58,BARCLAY,   It does... how?,"""Realm of Fear"""
59,TROI,   Well... the first step might   be a relaxation technique. Like   Plexing.,"""Realm of Fear"""
60,BARCLAY,   Plexing?,"""Realm of Fear"""
61,TROI,"       It's a Betazoid method. The next   time you feel nervous about   transporting, you would stimulate   a neural pressure point -- like   this...","""Realm of Fear"""
62,TROI,   There's a nerve cluster just   behind the carotid artery -- it   stimulates the part of the brain   that releases natural endorphins.,"""Realm of Fear"""
63,BARCLAY,   Plexing... sounds easy enough...,"""Realm of Fear"""
64,BARCLAY,"   You know, I feel better already.   I can do this.","""Realm of Fear"""
65,TROI,   Reg... there's no need to rush...,"""Realm of Fear"""
66,BARCLAY,"   No, no, no. We've talked before   about confronting my fears. ""The   best way out is through."" You   said that once, remember?","""Realm of Fear"""
67,TROI,   I suppose I did...,"""Realm of Fear"""
68,BARCLAY,   I'm going to beam over there.   I can do it.,"""Realm of Fear"""
69,RIKER,   No sign of survivors. No sign   of a anyone.,"""Realm of Fear"""
70,GEORDI,   Maybe they abandoned ship.,"""Realm of Fear"""
71,WORF,   Unlikely. Both escape pods are   still on board.,"""Realm of Fear"""
72,GEORDI,"   Well, there was an explosion in   here. We know that much.","""Realm of Fear"""
73,RIKER,   Any idea what caused it?,"""Realm of Fear"""
74,GEORDI,   I've ruled out a reactor core   failure... and there's no sign   of a systems overload.,"""Realm of Fear"""
75,WORF,       Blast analysis indicates the   explosion originated...,"""Realm of Fear"""
76,WORF,       ...here. In the center of this   transport chamber.,"""Realm of Fear"""
77,GEORDI,   How is that possible? The   Transporter is still functional.,"""Realm of Fear"""
78,RIKER,   Could someone have beamed an   explosive device aboard?,"""Realm of Fear"""
79,BEVERLY ,       Commander Riker...,"""Realm of Fear"""
80,BEVERLY,       Lieutenant Joshua Kelly -- he   was the ship's engineer.,"""Realm of Fear"""
81,RIKER,   How did he die?,"""Realm of Fear"""
