,character,quote,episode
0,PICARD ,"   Captain's log, stardate 44307.3.   I am preparing to leave by   shuttlecraft for Pentarus Five,   where I have been asked to mediate   a dispute among the salenite   miners -- a contentious group   unfortunately prone to violence.","""Final Mission"""
1,PICARD ,"   At the same time, I must deal with   a situation of a far more personal   nature.","""Final Mission"""
2,PICARD,"   Ensign, I summoned you almost ten   minutes ago!","""Final Mission"""
3,WESLEY,"   Yes, sir, I know, but I was in   the middle of an experiment using   some volatile compounds and I   couldn't just leave them lying   out --","""Final Mission"""
4,PICARD,"   Excuses, Mister Crusher?","""Final Mission"""
5,WESLEY,"   No, sir, not at all, it was more   of an explanation --","""Final Mission"""
6,PICARD,   Because I assure you that will   not go over well at Starfleet   Academy.,"""Final Mission"""
7,WESLEY,"   I know, sir, but --","""Final Mission"""
8,WESLEY,   The Academy?,"""Final Mission"""
9,PICARD,   I just got the message from   Admiral Nsomeka. She expects   you to report in two weeks.,"""Final Mission"""
10,PICARD,"   A position has opened up in this   year's class. You'll have to work   overtime to catch up, but I have   assured the Commander that you   will be capable of that. Please   don't make a liar of me.","""Final Mission"""
11,WESLEY,"   Oh, yes sir! I mean -- no, sir.","""Final Mission"""
12,PICARD,   And as your final mission aboard   the Enterprise... I'd like you   to accompany me to Pentarus while   I try to sort things out with the   miners.,"""Final Mission"""
13,WESLEY,"   Yes, sir...","""Final Mission"""
14,PICARD,   Mister Riker tells me you've been   studying the effects of outpost   judiciary decisions on Federation   Law. What better way to get   first-hand experience?,"""Final Mission"""
15,WORF,"   Captain, I am picking up a general   distress signal from Gamelan Five.","""Final Mission"""
16,PICARD,   On screen.,"""Final Mission"""
17,SONGI,   Please... Does anyone read us?,"""Final Mission"""
18,PICARD,       Open channel.       I am Captain Jean-Luc Picard of   the Federation Starship   Enterprise.,"""Final Mission"""
19,SONGI,"   Captain... I am Chairman Songi,   of Gamelan Four. An unidentified   spacecraft has entered orbit above   our planet. Radiation levels in   our atmosphere have increased by   three thousand percent. We can   only assume we are under attack   -- but the ship will not answer   our hails! We are a peaceful   planet... we have no ability to   defend ourselves. Please, can   you help us?","""Final Mission"""
20,PICARD,"   Mister Data, are we close enough   for a scan?","""Final Mission"""
21,DATA,"   Nossir, we are out of range.","""Final Mission"""
22,RIKER,   Any other ships near that system?,"""Final Mission"""
23,DATA,"   Negative, Commander.","""Final Mission"""
24,PICARD,"   Very well. Chairman Songi, we   will proceed immediately to your   planet.","""Final Mission"""
25,SONGI,"   Thank you, Captain Picard...","""Final Mission"""
26,PICARD,"   Mister Riker, take the Enterprise   and investigate the problem.   Ensign Crusher and I will proceed   to Pentarus Five.       The miners have sent a shuttle.   We'll depart in ten minutes.","""Final Mission"""
27,GEORDI,   Your maneuvering thrusters are   rigged in a configuration I   haven't seen before.,"""Final Mission"""
28,DIRGO,   My own modification. It's more   efficient. You can study it if   you want...,"""Final Mission"""
29,GEORDI,"       I've run operational and safety   inspections, Captain. It checks   out. I won't make any claims for   comfort.","""Final Mission"""
30,DIRGO,"   Captain Picard... Captain Dirgo,   of the shuttlecraft ""Nenebek"".","""Final Mission"""
31,PICARD,   Ah -- Captain. Good to meet you.,"""Final Mission"""
32,WESLEY,"       ""Captain?"" Of a mining shuttle?","""Final Mission"""
33,DIRGO,"   Yes, Ensign -- Captain. My ship   isn't pretty, and she isn't big   -- but we've logged almost ten   thousand hours together.","""Final Mission"""
34,PICARD,   It seems a very -- sturdy --   craft.,"""Final Mission"""
35,DIRGO,"   We should go. Will you take Ops,   Captain?","""Final Mission"""
36,PICARD,   I'll let Ensign Crusher perform   that task. I need to study up   on Regalian law.,"""Final Mission"""
37,WESLEY,   Crusher to Bridge...,"""Final Mission"""
38,RIKER,"   Go ahead, Mister Crusher.","""Final Mission"""
39,WESLEY,   Shuttlecraft Nenebek prepared   for departure.,"""Final Mission"""
40,RIKER,"   Acknowledged, Ensign. Begin   launch sequence.","""Final Mission"""
41,WESLEY,   Launch sequence confirmed...,"""Final Mission"""
42,DATA,   Shuttlecraft has cleared the bay.,"""Final Mission"""
43,RIKER,"   Ensign Allenby, set a course for   the Gamelan system... Warp Six.","""Final Mission"""
44,ALLENBY,"   Aye, Sir.","""Final Mission"""
45,DIRGO,   You've done this before.,"""Final Mission"""
46,WESLEY,       Yes...,"""Final Mission"""
47,DIRGO,"    (jerking his head toward     the cabin)   If your Captain isn't tougher than   he looks, those miners will tear   him apart.","""Final Mission"""
48,WESLEY,   Don't worry about Captain Picard   -- he'll handle them.,"""Final Mission"""
49,WESLEY,   I've lost navigation --,"""Final Mission"""
50,DIRGO,"   The port thruster quad is gone,   guidance coupling is severed --   I can't stabilize her!","""Final Mission"""
51,WESLEY,   The port thruster module blew...,"""Final Mission"""
52,DIRGO,   Nenebek to Enterprise...   emergency... do you read?   Pentarus station... come in...       Communication is gone --,"""Final Mission"""
53,PICARD,   Is your navigational system   functioning?,"""Final Mission"""
54,DIRGO,   Negative. Switching to manual.,"""Final Mission"""
55,PICARD,   Estimated position... ?,"""Final Mission"""
56,DIRGO,   Fifty million kilometers from   Pentarus Five... we may have to   put down somewhere else...,"""Final Mission"""
57,PICARD,"   Mister Crusher, scan for a class   M environment...","""Final Mission"""
58,WESLEY,"   Aye, sir.","""Final Mission"""
59,DIRGO,   We'll lose the main impulse engine   if I don't throttle it down.,"""Final Mission"""
60,WESLEY,       One of the moons of Pentarus   Three... it's class M -- barely   -- mean temperature fifty-five   degrees Celsius...,"""Final Mission"""
61,PICARD,   Life forms indicated?,"""Final Mission"""
62,WESLEY,   Negative. But sensors are   limited. There's an intense   magnetic field near the surface.,"""Final Mission"""
63,DIRGO,   We don't have a choice.,"""Final Mission"""
64,DIRGO,   Save the impulse engine for a   controlled entry.,"""Final Mission"""
65,PICARD,"   Ensign, reconfigure the working   thrusters to manual inputs.","""Final Mission"""
66,WESLEY,"   I'll try, sir -- but this grid   looks about a hundred years old...","""Final Mission"""
67,DIRGO,   I don't have the Federation's   resources...       Captain... will you take the helm?,"""Final Mission"""
68,DIRGO,   I'm rerouting the deuterium   flow --,"""Final Mission"""
69,WESLEY,       We'll have to manually trip the   bypass from the main engine to   the thrusters...,"""Final Mission"""
70,DIRGO,   Where'd you learn that?,"""Final Mission"""
71,WESLEY,"   We've got power reconfigured,   Captain.","""Final Mission"""
72,DIRGO,   Hull temperature seven hundred   degrees --,"""Final Mission"""
73,PICARD,   Beginning braking maneuver.,"""Final Mission"""
74,DIRGO,   We're below Mach One! Bypass   to thrusters now!,"""Final Mission"""
75,PICARD,"   Let's salvage what we can.       The first thing we'll need is   shelter from the sun. In this   heat, the shuttle will act like   an oven.","""Final Mission"""
76,DIRGO,"   All systems are out. Can't get   a communication channel. Location   transponder's gone, too.","""Final Mission"""
77,PICARD,"   We'll have to check the craft for   something to protect our heads   and eyes... and Captain, please   recover your medical supplies...   food and water rations...","""Final Mission"""
78,DIRGO,       The medical supplies are all   right...,"""Final Mission"""
79,PICARD,   But... food and water?,"""Final Mission"""
80,DIRGO,   A replicator... damaged beyond   repair.,"""Final Mission"""
81,PICARD,   Surely... you have emergency   supplies.,"""Final Mission"""
82,DIRGO,   This isn't a starship! I have   to choose what I carry!,"""Final Mission"""
83,PICARD,   Are you telling me... that we have   no water?,"""Final Mission"""
84,DATA,   Scanning. Vessel reads as an   unmanned sublight freighter.,"""Final Mission"""
85,RIKER,   Origin?,"""Final Mission"""
86,DATA,"   Indeterminate. Propulsion appears   to employ a gaseous-core fission   reactor, but it is not functioning.","""Final Mission"""
87,GEORDI,   The radiation levels coming from   that ship are off the scale.,"""Final Mission"""
88,RIKER,"   Mister Data, could that be   leakage from their engines?","""Final Mission"""
89,DATA,   No sir. Engine reactor elements   appear to have been inactive for   approximately three hundred years.   The vessel is carrying various   unstable waste products.,"""Final Mission"""
90,GEORDI,   You mean... it's a garbage scow.,"""Final Mission"""
91,DATA,   Precisely.,"""Final Mission"""
92,RIKER,"   Mister Worf, open a hailing   frequency.       Chairman Songi, this is Commander   Riker on board the Enterprise.","""Final Mission"""
93,SONGI,"   Yes, Commander.","""Final Mission"""
94,RIKER,   It appears you've inherited   someone else's problem... It's   an old waste vessel... caught by   your planet's gravitational pull.,"""Final Mission"""
95,BEVERLY,   Have your people begun to suffer   from radiation sickness?,"""Final Mission"""
96,SONGI,   Not yet. But some areas are   already detecting dangerous   levels.,"""Final Mission"""
97,RIKER,   We'll do our best to get it out   of here as quickly as possible.,"""Final Mission"""
98,SONGI,"   Thank you, Commander.","""Final Mission"""
99,RIKER,   We're going to give that barge   a push into the Gamelan sun.,"""Final Mission"""
