,character,quote,episode
0,RIKER,   Damage report!,"""Cause and Effect"""
1,BEVERLY,   Casualty reports coming in from   all over the ship...,"""Cause and Effect"""
2,DATA,       The starboard nacelle has   sustained a direct impact. We   are venting drive plasma.,"""Cause and Effect"""
3,GEORDI,   Initiating emergency core   shutdown.,"""Cause and Effect"""
4,RO,   Inertial dampers failing... we're   losing attitude control...,"""Cause and Effect"""
5,RIKER,       This is the bridge. All hands   to emergency escape pods.,"""Cause and Effect"""
6,DATA,       The core shutdown was   unsuccessful. We are losing   antimatter containment.,"""Cause and Effect"""
7,GEORDI,   We've gotta eject the engine   core!,"""Cause and Effect"""
8,DATA,   The ejection systems are   off-line. A core breach is   imminent...,"""Cause and Effect"""
9,PICARD,"       All hands abandon ship. Repeat,   all hands abandon --","""Cause and Effect"""
10,PICARD ,"   Captain's log, stardate 45652.1.   The Enterprise has entered an area   of space known as the Typhon   Expanse. We are the first   Starfleet vessel to chart this   unexplored region.","""Cause and Effect"""
11,RIKER,       Sometimes I wonder if he's   stacking the deck.,"""Cause and Effect"""
12,DATA,"   I assure you, Commander, the cards   have been sufficiently randomized.","""Cause and Effect"""
13,WORF,   I hope so.,"""Cause and Effect"""
14,DATA,   An eight. An Ace. A Queen. The   dealer receives a four.,"""Cause and Effect"""
15,WORF,   No bet.,"""Cause and Effect"""
16,DATA,"   A ten. A seven -- no help there.   A pair of ""ladies"" for the Doctor.   The dealer receives a nine.       Doctor, may I remind you that   since you show the highest hand,   you control the next bet.","""Cause and Effect"""
17,BEVERLY,   I'll bet ten.,"""Cause and Effect"""
18,DATA,   Jack. Four. Deuce. Six.,"""Cause and Effect"""
19,BEVERLY,       Twenty.,"""Cause and Effect"""
20,RIKER,   And I'll raise you fifty.,"""Cause and Effect"""
21,WORF,   Fifty.,"""Cause and Effect"""
22,BEVERLY,   I'm in.,"""Cause and Effect"""
23,DATA,   I will also see the bet.,"""Cause and Effect"""
24,DATA,       Seven... and a possible straight   for Commander Riker. Jack --   still no help for the Klingon.,"""Cause and Effect"""
25,DATA,       Eight. Nine for the dealer.,"""Cause and Effect"""
26,BEVERLY,   Twenty.,"""Cause and Effect"""
27,DATA,"       ""Too rich for my blood.""","""Cause and Effect"""
28,RIKER,   I'll see your twenty -- and raise   you a hundred.,"""Cause and Effect"""
29,WORF,   Fold.,"""Cause and Effect"""
30,BEVERLY,   And two hundred more.,"""Cause and Effect"""
31,RIKER,   Two. And another three hundred.,"""Cause and Effect"""
