,character,quote,episode
0,PICARD,   Report.,"""Bloodlines"""
1,RIKER,   There's an object of some kind   closing in on our position.,"""Bloodlines"""
2,PICARD,   On screen.,"""Bloodlines"""
3,DATA,       It appears to be an unmanned probe --   approximately half a meter in   diameter. It has no identifiable   armaments.,"""Bloodlines"""
4,WORF,   We are being hailed...,"""Bloodlines"""
5,WORF,"       You are being hailed, sir -- by   name.","""Bloodlines"""
6,PICARD,   Open a channel.,"""Bloodlines"""
7,PICARD,   This is Captain Jean-Luc Picard of   the --,"""Bloodlines"""
8,WORF,   I am reading a power surge --,"""Bloodlines"""
9,RIKER,   Shields up.,"""Bloodlines"""
10,DATA,   The beam appears to contain   holographic imaging information...,"""Bloodlines"""
11,RIKER,   It's trying to project   something...,"""Bloodlines"""
12,PICARD,   Isolate the bandwidth and let the   signal through the shields.,"""Bloodlines"""
13,PICARD,   Bok...,"""Bloodlines"""
14,BOK,"   I trust you remember me, Picard,   because I haven't forgotten you...   or how you murdered my son...","""Bloodlines"""
15,BOK,   For fifteen years I've thought   about how to avenge his death...   but nothing I could do to you   could equal what you did to me...   until now.,"""Bloodlines"""
16,BOK,"   You thought you could hide him   from me, didn't you? But I found   out about him... Jason Vigo is as   good as dead.","""Bloodlines"""
17,BOK,"   I'm going to kill your son,   Picard, just like you killed   mine...","""Bloodlines"""
18,PICARD,       Put a tractor beam on that probe   and determine if it's safe to beam   it aboard. I want to know where   it came from.,"""Bloodlines"""
19,PICARD,"   Mister Data, see if there's any   mention of a Jason Vigo in   Federation records.       You might start with Miranda Vigo --   she was born on New Gaul about   forty years ago...","""Bloodlines"""
20,DATA,"   Yes, sir.","""Bloodlines"""
21,PICARD,"   Contact the Ferengi Government and   find out what you can about Bok.   He was wearing a Daimon's uniform --   if he's regained his rank, I want   to know why.","""Bloodlines"""
22,PICARD,   Come.,"""Bloodlines"""
23,RIKER,   The Ferengi Government is debating   an amendment to the Rules of   Acquisition...       -- it might be a while before they   get back to us...,"""Bloodlines"""
24,RIKER,   Data found out that the woman you   mentioned does have a son named   Jason.,"""Bloodlines"""
25,RIKER,   This is the most recent picture we   could find.,"""Bloodlines"""
26,PICARD,   How old is the boy now?,"""Bloodlines"""
27,RIKER,   Twenty three.,"""Bloodlines"""
28,RIKER,"   He and his mother left Earth about   six years ago and settled on Camor   Five. That's all we know, the   planet's records are practically   non-existent.","""Bloodlines"""
29,PICARD,"   Picard to Bridge. Set course for   the Camor system, warp five.","""Bloodlines"""
30,COM,"   Aye, sir.","""Bloodlines"""
31,PICARD,"   Wil... I appreciate your not   asking, but you have the right to   know...","""Bloodlines"""
32,PICARD,"   There is a possibility that the   boy is my son... I was involved   with his mother for a short time   about twenty four years ago. I   met her through a friend during   shore-leave on Earth. It was all   very romantic...       -- probably because we both knew   I'd be leaving in two weeks... we   kept in touch for a short while,   but we never managed to get   together again...","""Bloodlines"""
33,RIKER,   And she never said anything about   being pregnant... ?,"""Bloodlines"""
34,PICARD,"   No... either Bok's got it wrong   and I'm not the father, or Miranda   decided she wanted to raise the   child on her own. Quite frankly   it wouldn't surprise me. She was   very independent... very strong-willed...","""Bloodlines"""
35,RIKER,   You'd have to be to get by on   Camor Five.,"""Bloodlines"""
36,PICARD,"   Whether he's really my son or not,   the fact is he's in danger. Bok   tried to kill me six years ago...   I have no doubt he intends to make   good on his threat against the   boy...","""Bloodlines"""
37,RIKER,   Anything?,"""Bloodlines"""
38,WORF,   There are no Ferengi vessels   within range of our scanners...,"""Bloodlines"""
39,DATA,"   Captain, I have been unable to   find any information about Jason   Vigo's current whereabouts...","""Bloodlines"""
40,PICARD,   What about his mother's?,"""Bloodlines"""
41,DATA,"   No, sir.","""Bloodlines"""
42,PICARD,   Miranda was trained as a   botanist... she used to talk   about running a farm some day. We   might start with the agricultural   areas.,"""Bloodlines"""
43,DATA,"   That would significantly narrow   our search; the only cultivated   land is on the southern continent,   and there are relatively few   people engaged in agricultural   activities.","""Bloodlines"""
44,PICARD,   There can't be too many non-Camorites   among them. Try   scanning for human life-signs.,"""Bloodlines"""
45,DATA,   I am detecting seven humans...   three are female... however they   are all too young to be Miranda   Vigo.,"""Bloodlines"""
46,PICARD,   What about males?,"""Bloodlines"""
47,DATA,   One is an infant... another is   elderly... and two are middleaged.,"""Bloodlines"""
48,PICARD,"   That's seven, you said there were   eight humans.","""Bloodlines"""
49,DATA,       I am having difficulty getting a   clear reading on the eighth...       -- the individual appears to be   located approximately two   kilometers beneath the planet's   surface.,"""Bloodlines"""
50,PICARD,   Male or female?,"""Bloodlines"""
51,DATA,       Male... adult... between twenty   and thirty years old.,"""Bloodlines"""
52,RIKER,   No one in their right mind would   go that far underground alone.,"""Bloodlines"""
53,PICARD,   Unless he was forced to.,"""Bloodlines"""
54,WORF,"       Sir, I am reading seismic   instability in the area. He is in   danger.","""Bloodlines"""
55,PICARD,   Relay his coordinates to the   Transporter Room and have them   beam him aboard.,"""Bloodlines"""
56,JASON,   What the... ?,"""Bloodlines"""
57,JASON,   This is a Federation ship...,"""Bloodlines"""
58,PICARD,   That's right. I'm Captain   Picard... Jean-Luc Picard.,"""Bloodlines"""
59,JASON,"       I realize I wasn't supposed to be   spelunking that cave, but don't   you have something better to do?","""Bloodlines"""
60,PICARD,   We thought you were in danger.,"""Bloodlines"""
61,JASON,   Oh... well... I wasn't. Maybe you   should just beam me back where I   was?,"""Bloodlines"""
62,PICARD,   Are you Jason Vigo?,"""Bloodlines"""
63,JASON,   I... know him. Is he in trouble?,"""Bloodlines"""
64,PICARD,   In a manner of speaking...   someone's made a threat against   his life.,"""Bloodlines"""
65,PICARD,   Jason... I'm an old friend of your   Mother's. I came here because   you're in danger.,"""Bloodlines"""
66,JASON,   Why would anyone want to kill me?,"""Bloodlines"""
67,PICARD,   The person who made the threat is   under the impression that... that   you are my son...,"""Bloodlines"""
68,JASON,   Am I... ?,"""Bloodlines"""
69,PICARD,   I don't know...,"""Bloodlines"""
70,JASON,   My mother never told me who my   father was... just that he was in   Starfleet.,"""Bloodlines"""
71,PICARD,   Perhaps we should contact her... ?,"""Bloodlines"""
72,JASON,   She... died a few years ago...,"""Bloodlines"""
73,PICARD,   I'm sorry...,"""Bloodlines"""
74,PICARD,   Jason... I think it's important   that we find out one way or   another. Would you be willing to   permit a genetic test?,"""Bloodlines"""
75,JASON,   If I'm not your son... is this   person still going to want to kill   me?,"""Bloodlines"""
76,PICARD,"   Once he's made aware of the fact,   I expect he won't...","""Bloodlines"""
77,JASON,       In that case you won't mind my   saying that I hope you're not my   father...,"""Bloodlines"""
78,PICARD,   What were you doing down in that   cave? Are you a seismologist?,"""Bloodlines"""
79,JASON,"       No, I just enjoy climbing.","""Bloodlines"""
80,PICARD,   Without an antigrav harness... ?,"""Bloodlines"""
81,JASON,   They get in the way...,"""Bloodlines"""
82,PICARD,   So... what do you do?,"""Bloodlines"""
83,JASON,   I'm... between jobs right now.,"""Bloodlines"""
84,PICARD,   I see...,"""Bloodlines"""
85,BEVERLY,"   Excuse me, gentlemen, but I have   the results if you want to hear   them.","""Bloodlines"""
86,BEVERLY,"       Your genetic code is a cross   between the DNA of your mother,   Miranda Vigo, and your father --   Jean-Luc Picard.","""Bloodlines"""
87,JASON,   What is all this... ?,"""Bloodlines"""
88,PICARD,   Archaeological fragments I've   collected over the years...,"""Bloodlines"""
89,PICARD,       This is a Silvan glyph stone...,"""Bloodlines"""
90,PICARD,       And this is a Gorlan prayer   stick... it's extremely rare...,"""Bloodlines"""
91,JASON,   Is it valuable... ?,"""Bloodlines"""
92,PICARD,"   Not really. Only to students of   archaeology like myself. Still,   I had to give up a very old bottle   of Saurian brandy for it.","""Bloodlines"""
93,JASON,   I'd say you got taken.,"""Bloodlines"""
94,PICARD,   Perhaps... but I value it   nonetheless...,"""Bloodlines"""
95,JASON,"   On Camor, something has value if   you can eat it or sell it...   everything else is a luxury.","""Bloodlines"""
96,PICARD,   Would you like some tea?,"""Bloodlines"""
97,JASON,   No. Thanks.,"""Bloodlines"""
98,PICARD,   Something else?,"""Bloodlines"""
99,PICARD,"   Tea, Earl Grey, hot.","""Bloodlines"""
100,PICARD,   Well. I'm sure this whole thing   is as much a surprise to you as it   is to me...,"""Bloodlines"""
101,PICARD,"   I'll be honest with you, Jason.   I was with your mother for only a   short time. I would like to have   known her better... but it didn't   work out that way.","""Bloodlines"""
102,PICARD,"   You look a lot like her -- it's   your eyes, I think...","""Bloodlines"""
103,PICARD,       I want to be clear about one thing --   your mother didn't tell me about   you. If she had... I would have   been part of your life.,"""Bloodlines"""
104,JASON,   I guess that's not what she   wanted.,"""Bloodlines"""
105,JASON,   I think I'd like to go back to the   surface.,"""Bloodlines"""
